QUEST_LV_0200_20150317_000001	Philip's Soldiers
QUEST_LV_0200_20150317_001622	Scouring the food stack/SITGROPE_LOOP/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001623	Perhatikan /!/Kamu memperoleh beberapa sisa makanan dari tumpukan makanan! {} Nl Gunakan tombol V untuk membuangnya ke monster dan membunuh mereka! # 5
QUEST_LV_0200_20150317_001624	Food piles of Starving Demon's Road (1)
QUEST_LV_0200_20150317_001625	Menggali Melalui /SITGROPE_LOOP/4/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001626	Food piles of Starving Demon's Road (2)
QUEST_LV_0200_20150317_001627	Food piles of Starving Demon's Road (3)
QUEST_LV_0200_20150317_001628	Food piles of Starving Demon's Road (4)
QUEST_LV_0200_20150317_001629	Kutukan Kemalasan 
QUEST_LV_0200_20150317_001630	 Coba memukul
QUEST_LV_0200_20150317_001631	 hal mencurigakan seperti rasa sakit. Abaikan dan pergilah.
QUEST_LV_0200_20150317_001632	Notice /Successfully destroyed the mutated Tree Root Crystal {nl}The curse laid around will disappear! # 5
QUEST_LV_0200_20150317_001633	Curse of Indolence - Lethargy
QUEST_LV_0200_20150317_001634	Destroying crystal/ ATK / 1 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001635	Notice /! /Tree root crystal has spilled out many cores{nl} Find the scattered cores and dismantle it ! # 5
QUEST_LV_0200_20150317_001636	Destryong tree root crystal ATK / 1 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001637	Notice /Successfully dismantled the tree root crystal! # 5
QUEST_LV_0200_20150317_001638	Curse of Indolence - Siesta
QUEST_LV_0200_20150317_001639	 Melihat kristal / LOOK / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001640	Desstroying the tree root crystal / ATK / 1 / TRACK_AFTER / None
QUEST_LV_0200_20150317_001641	Curse of Indolence - Slow
QUEST_LV_0200_20150317_001642	Observing the tree root crystal/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001643	Curse of Indolence - Faint
QUEST_LV_0200_20150317_001644	Looking at the mutated tree root crystal/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001645	 Perhatikan /! / Kamu harus menyingkirkan kontaminasi mendadak yang disebabkan oleh tree root crystal! {} Nl Kumpulkan energi kristal akar pohon dari sekitar monster! # 5
QUEST_LV_0200_20150317_001646	 Perhatikan /! / Kamu akan pingsan ketika Kamu menginjak jalur kontaminasi! Hati-hati! # 5
QUEST_LV_0200_20150317_001647	Sealing the mutated tree root crystal/ MAKING / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001648	Curse of Indolence - Abyss
QUEST_LV_0200_20150317_001649	Look at the tree root crystal / LOOK / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001650	Notice /! / Tree root crystal have split into several pieces! Find the real one and dismantle it! # 3
QUEST_LV_0200_20150317_001651	Curse of Indolence - Misery
QUEST_LV_0200_20150317_001652	Shaking the mutated tree root crystal / STANDSHAKE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001653	Notice/box has disappeared!#5
QUEST_LV_0200_20150317_001654	Insiden misterius
QUEST_LV_0200_20150317_001655	 Aku hanya akan tinggal dan tidak perlu repot-repot
QUEST_LV_0200_20150317_001656	Hanya meninggalkan karena itu mengganggu
QUEST_LV_0200_20150317_001657	Test of Releasing the Seal (1)
QUEST_LV_0200_20150317_001658	Apa yang harus Aku lakukan?
QUEST_LV_0200_20150317_001659	 Stop. Itu membosankan
QUEST_LV_0200_20150317_001660	 Apa yang terjadi di sini
QUEST_LV_0200_20150317_001661	Praying to the altar / WORSHIP / 3 / TRACK_AFTER / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001662	 Perhatikan /! /  jiwa terkendali muncul sekitar altar! {nl} Membujuk jiwa marah dan membantu mereka naik ke surga! # 5
QUEST_LV_0200_20150317_001663	Test of Releasing the Seal (2)
QUEST_LV_0200_20150317_001664	 Ini terlalu menyusahkan.
QUEST_LV_0200_20150317_001665	Test of Releasing the Seal (3)
QUEST_LV_0200_20150317_001666	 Aku bisa mendapatkannya
QUEST_LV_0200_20150317_001667	Test of Releasing the Seal (4)
QUEST_LV_0200_20150317_001668	 Ini terlalu menyusahkan .
QUEST_LV_0200_20150317_001669	Ini tentang jiwa yang marah
QUEST_LV_0200_20150317_001670	"
Kemarahan dari jiwa-jiwa"
QUEST_LV_0200_20150317_001671	"
 Aku tidak akan. Ini terlalu menyusahkan"
QUEST_LV_0200_20150317_001672	Tangga yang tersebar
QUEST_LV_0200_20150317_001673	Bunga dari jiwa yang marah
QUEST_LV_0200_20150317_001674	Praying/WORSHIP/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001675	Notice /! / Collect flowers and offer it to the altar for the restrained souls # 3
QUEST_LV_0200_20150317_001676	Cleaning the altar / SITGROPE / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001677	Notice/Cleaned the altar and picked up the flowers!#3
QUEST_LV_0200_20150317_001678	Menawarkan untuk jiwa-jiwa yang marah
QUEST_LV_0200_20150317_001679	Notice /Calm down the souls!
QUEST_LV_0200_20150317_001680	Freedom to the enraged
QUEST_LV_0200_20150317_001681	Notice /! /Obtain sheets of scripture from surrounding monsters! # 3
QUEST_LV_0200_20150317_001682	Placing the scripture / MAKING / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001683	Condensed Anger
QUEST_LV_0200_20150317_001684	Notice /! / Firelord was hiding in the altar. Get rid of it! # 3
QUEST_LV_0200_20150317_001685	Rahasia Altar Hancur
QUEST_LV_0200_20150317_001686	Notice/!/Soul of the pilgrim disappeared!#3
QUEST_LV_0200_20150317_001687	Fragment of soul
QUEST_LV_0200_20150317_001688	Checking the altar/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001689	Spraying/CAMPFIRE_ADD/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001690	Give it a shot
QUEST_LV_0200_20150317_001691	Kamu tidak punya uang dan stop tingkah konyol kamu
QUEST_LV_0200_20150317_001692	Worship for the Blessings (1)
QUEST_LV_0200_20150317_001693	Find offerings
QUEST_LV_0200_20150317_001694	"
Kamu tidak perlu doa hanya pergi "
QUEST_LV_0200_20150317_001695	Worshipping/ WORSHIP / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001696	Notice/!/The sanctuary seems polluted!#3
QUEST_LV_0200_20150317_001697	Worship for the Blessings (2)
QUEST_LV_0200_20150317_001698	Checking the sanctuary/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001699	Notice/!/Monsters appeared around the sanctuary!#5
QUEST_LV_0200_20150317_001700	Worship for the Blessings (3)
QUEST_LV_0200_20150317_001701	Pensucian
QUEST_LV_0200_20150317_001702	Spraying holy water / STANDSPINKLE / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001703	Notice / The Sanctuary was purified! # 3
QUEST_LV_0200_20150317_001704	Holy Statue of Goddess
QUEST_LV_0200_20150317_001705	Worshipping / WORSHIP / 2 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001706	The True Statue of Goddess (1)
QUEST_LV_0200_20150317_001707	 Catatan /! on / statue seems to have a problem with {nl} are you going to find a sculptor Tesla's goal chestnut pavement # 3
QUEST_LV_0200_20150317_001708	The True Statue of Goddess (2)
QUEST_LV_0200_20150317_001709	 Sesuatu yang datang ke pikiran
QUEST_LV_0200_20150317_001710	Repairing Statue/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001711	The True Statue of Goddess (3)
QUEST_LV_0200_20150317_001712	Checking the Statue of Goddess/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001713	Notice/!/Monster summon circle showed up when the Statue of Goddess disappeared!#5
QUEST_LV_0200_20150317_001714	Sanctuary of Truth or Lie? (1)
QUEST_LV_0200_20150317_001715	Worshipping WORSHIP / 4 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001716	Sanctuary of Truth or Lie? (2)
QUEST_LV_0200_20150317_001717	Describing the work of the sanctuary / TALK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001718	It's annoying. Better luck next time
QUEST_LV_0200_20150317_001719	Naktis? Katredhal?
QUEST_LV_0200_20150317_001720	Bakar / MEMBUAT / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001721	Notice /Sanctuary seems to have been restored! # 3
QUEST_LV_0200_20150317_001722	Persyaratan Blessings
QUEST_LV_0200_20150317_001723	Dapatkan air
QUEST_LV_0200_20150317_001724	Jangan lakukan itu
QUEST_LV_0200_20150317_001725	Getting water/ SITGROPE / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001726	Worshipping with clean water/ WORSHIP / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001727	 In Search of Goddess Patung Benar
QUEST_LV_0200_20150317_001728	Sincerety di Sanctuary
QUEST_LV_0200_20150317_001729	Dapatkan grass flowers
QUEST_LV_0200_20150317_001730	Hanya lewat
QUEST_LV_0200_20150317_001731	Offering flowers and worship/ WORSHIP / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001732	Blessings through Money (1)
QUEST_LV_0200_20150317_001733	Penawaran dana
QUEST_LV_0200_20150317_001734	Jangan menawarkan uang
QUEST_LV_0200_20150317_001735	Notice /! / Sanctuary is not functioning! # 3
QUEST_LV_0200_20150317_001736	Buring Purifier/ FIRE / 3 / TRACK_BEFORE / None / None / 1 / BOT / F_pattern004_fire / 1 / BOT
QUEST_LV_0200_20150317_001737	Notice /The sanctuary has been purified! # 3
QUEST_LV_0200_20150317_001738	Blessings through Money (2)
QUEST_LV_0200_20150317_001739	Dengan pengabdian
QUEST_LV_0200_20150317_001740	Notice /You defeated the Ironbaum that was suppressing the sanctuary! Now receive the blessing of the sanctuary! # 3
QUEST_LV_0200_20150317_001741	Out of Bewilderment (1)
QUEST_LV_0200_20150317_001742	Alasan datang untuk berkunjung
QUEST_LV_0200_20150317_001743	Out of Bewilderment (2)
QUEST_LV_0200_20150317_001744	 sekarang melelahkan
QUEST_LV_0200_20150317_001745	Out of Bewilderment (3)
QUEST_LV_0200_20150317_001746	Reason for escaping
QUEST_LV_0200_20150317_001747	Out of Bewilderment (4)
QUEST_LV_0200_20150317_001748	Aku pergi sekarang
QUEST_LV_0200_20150317_001749	Bridge Road di masa sekarang
QUEST_LV_0200_20150317_001750	Berharga untuk seseorang
QUEST_LV_0200_20150317_001751	Looking at the tombstone/ MAKING / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001752	Notice/!/Find pieces of the picture to put in frame from the monsters! #5
QUEST_LV_0200_20150317_001753	Dibuang di pemakaman
QUEST_LV_0200_20150317_001754	Taking a look / LOOK / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001755	Notice/!/A box fell from the tombstone!#3
QUEST_LV_0200_20150317_001756	Opening the box/UNLOCK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001757	Notice /Took out a handkerchief! # 3
QUEST_LV_0200_20150317_001758	Purification of the well, recovery of the tree (1)
QUEST_LV_0200_20150317_001759	Lihat disekitar
QUEST_LV_0200_20150317_001760	Looking for the jar/SITGROPE/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001761	Purification of the well, recovery of the tree (2)
QUEST_LV_0200_20150317_001762	Spraying the sap/STANDUP/2/TRACK_BEFORE/None/F_light061/1/BOT
QUEST_LV_0200_20150317_001763	Notice /The water became clear and the tree began shining! # 5
QUEST_LV_0200_20150317_001764	Purification of the well, recovery of the tree (3)
QUEST_LV_0200_20150317_001765	For the movement of a space (1)
QUEST_LV_0200_20150317_001766	Rahasia ditempat yang tidak biasa
QUEST_LV_0200_20150317_001767	Permintaan Kerajaan menyelidiki ​​Frey
QUEST_LV_0200_20150317_001768	Oke . ( tapi tampak seperti dia akan mendorong di sekitar Kamu )
QUEST_LV_0200_20150317_001769	Mengapa Aku harus melakukan hal-hal seperti itu
QUEST_LV_0200_20150317_001770	Eccentric Statue (1)
QUEST_LV_0200_20150317_001771	Aku rasa kamu tidak dapat bilang bahwa dia terlibat
QUEST_LV_0200_20150317_001772	Mereka tidak melihat bahwa dia terlibat
QUEST_LV_0200_20150317_001773	Eccentric Statue (2)
QUEST_LV_0200_20150317_001774	Aku mendapatkan laporan dari Scouts
QUEST_LV_0200_20150317_001775	Eccentric Statue (3)
QUEST_LV_0200_20150317_001776	Aku mengirimkan laporan ke Frey
QUEST_LV_0200_20150317_001777	Secret of the Bark (1)
QUEST_LV_0200_20150317_001778	Aku akan mengumpulkan jiwa dari Vubbe pemanah merah
QUEST_LV_0200_20150317_001779	Secret of the Bark (1)
QUEST_LV_0200_20150317_001780	Aku menemukan barang persediaan
QUEST_LV_0200_20150317_001781	Notice /Chase the Vubbes that destroyed the supplies box and ran way! # 10
QUEST_LV_0200_20150317_001782	Secret of the Bark (3)
QUEST_LV_0200_20150317_001783	Aku mencoba mengejar monster
QUEST_LV_0200_20150317_001784	Notice / Let's find the Vubbes that ran away! # 8
QUEST_LV_0200_20150317_001785	Prilaku yang tidak biasa Vubbe
QUEST_LV_0200_20150317_001786	Aku mengikuti Vubbes
QUEST_LV_0200_20150317_001787	Disband the Ghost Assembly (1)
QUEST_LV_0200_20150317_001788	Menghancurkan bendera Vubbes
QUEST_LV_0200_20150317_001789	Notice /Move to next area # 5
QUEST_LV_0200_20150317_001790	Disband the Ghost Assembly (2)
QUEST_LV_0200_20150317_001791	Disband the Ghost Assembly (3)
QUEST_LV_0200_20150317_001792	Kalahkan dengan menyerang monster
QUEST_LV_0200_20150317_001793	Taking a look/ SITGROPE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001794	Notice / GetItem /Monsters suddenly smelled something and appeared! # 5
QUEST_LV_0200_20150317_001795	Digging it again / SITGROPE / 5 / TRACK_AFTER / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001796	Notice / GetItem /You found truffles in the hole! # 5
QUEST_LV_0200_20150317_001797	Kalahkan monster yang menghalangi jalan
QUEST_LV_0200_20150317_001798	Buka peti harta karun itu
QUEST_LV_0200_20150317_001799	Cerita sejarah Owl Statue
QUEST_LV_0200_20150317_001800	Notice /!/Monsters appeared nearby the Owl Statue! # 5
QUEST_LV_0200_20150317_001801	Trace of Owl Statue
QUEST_LV_0200_20150317_001802	Alasan Owl Statue jatuh
QUEST_LV_0200_20150317_001803	Notice /! /Mushwort Muncul! Pasti telah menghancurkan Owl Statue! # 5
QUEST_LV_0200_20150317_001804	Eternal Sleep of the Owl
QUEST_LV_0200_20150317_001805	Finding oil/#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001806	Destroyer of the Fault Line
QUEST_LV_0200_20150317_001807	Standing the fallen statue/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001808	Sisa-Sisa Owl Statue
QUEST_LV_0200_20150317_001809	Lighting fire/ FIRE / 2 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001810	Notice/! /Monster tetiba menerobos keluar ketika kamu mencoba menyalakan api! {nl}Singkirkan ini terlebih dahulu dan nyalakan apinya lagi! #5
QUEST_LV_0200_20150317_001811	Notice /Kamu membakar statue dengan benar! # 5
QUEST_LV_0200_20150317_001812	Kremasi dari Owl Statue
QUEST_LV_0200_20150317_001813	Igniting fire/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001814	Notice/! /Jaga api agar tetap menyala dan singkirkan monster! # 6
QUEST_LV_0200_20150317_001815	Pemakaman Owl Statue
QUEST_LV_0200_20150317_001816	Notice /! /Apinya hampir mati. {nl} Curi anak panah dari High Vubbe Archer dan lemparkan ke dalam api !! # 5
QUEST_LV_0200_20150317_001817	Raid dari Salister
QUEST_LV_0200_20150317_001818	Kaburlah secepatnya
QUEST_LV_0200_20150317_001819	Bonfire of the Patrol Road (1)
QUEST_LV_0200_20150317_001820	Bonfire of the Patrol Road (5)
QUEST_LV_0200_20150317_001821	Lighting fire/FIRE/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001822	Notice/! /Kalahkan Honeypin yang muncul tetiba!
QUEST_LV_0200_20150317_001823	The plate for the spirit(1)
QUEST_LV_0200_20150317_001824	Tanyakan dia bagaimana kamu bisa mendapatkan guide
QUEST_LV_0200_20150317_001825	Katakan padanya kamu akan mencarinya sendiri
QUEST_LV_0200_20150317_001826	The plate for the spirit(2)
QUEST_LV_0200_20150317_001827	Katakan padanya kamu akan menemukan Scripture
QUEST_LV_0200_20150317_001828	Notice/Menyelesaikan Scripture untuk summon spirit!
QUEST_LV_0200_20150317_001829	The plate for the spirit(3)
QUEST_LV_0200_20150317_001830	Tanyakan bagaimana memanggilnya
QUEST_LV_0200_20150317_001831	The mercy and the salvation(1)
QUEST_LV_0200_20150317_001832	Katakan kamu akan menerima artifact of the mercy
QUEST_LV_0200_20150317_001833	Notice/Device dibuka dan jewel berbentuk butiran air muncul. #3
QUEST_LV_0200_20150317_001834	The mercy and the salvation(2)
QUEST_LV_0200_20150317_001835	Tanyakan apa yang harus dilakukan
QUEST_LV_0200_20150317_001836	Katakan bahwa tak ada yang bisa dilakukan untuk yang sudah hilang
QUEST_LV_0200_20150317_001837	Notice/Kamu menerima jewel bulat dari Naktis' fellow. #3
QUEST_LV_0200_20150317_001838	The mercy and the salvation(3)
QUEST_LV_0200_20150317_001839	Aku akan pergi ke Holy Place
QUEST_LV_0200_20150317_001840	Checking../#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001841	Notice/Mendapatkan key of Mayvern!
QUEST_LV_0200_20150317_001842	Menghujat tanpa henti
QUEST_LV_0200_20150317_001843	Katakan bahwa kamu mendapatkan holy object
QUEST_LV_0200_20150317_001844	Find the object of the great cathedral(2)
QUEST_LV_0200_20150317_001845	Katakan padanya agar tak cemas dan percaya padamu
QUEST_LV_0200_20150317_001846	Ini berbahaya. Sebaiknya menyerah saja.
QUEST_LV_0200_20150317_001847	Research report milik disciple
QUEST_LV_0200_20150317_001848	Katakan kamu akan mendapatkan research report
QUEST_LV_0200_20150317_001849	The suspicious devices of the great hall(1)
QUEST_LV_0200_20150317_001850	Tolak
QUEST_LV_0200_20150317_001851	Checking../#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001852	The device of Mayvern(2)
QUEST_LV_0200_20150317_001853	Situasi genting
QUEST_LV_0200_20150317_001854	The suspicious devices of the great hall(2)
QUEST_LV_0200_20150317_001855	Dokumen yang tercecer di great hall
QUEST_LV_0200_20150317_001856	Cari mereka bersama
QUEST_LV_0200_20150317_001857	Katakan bahwa kamu akan membantunya nanti.
QUEST_LV_0200_20150317_001858	Material studi yang dicabut
QUEST_LV_0200_20150317_001859	Hasil studi
QUEST_LV_0200_20150317_001860	Medicine buatan Priest
QUEST_LV_0200_20150317_001861	Attack of fellow Naktis
QUEST_LV_0200_20150317_001862	The research of the disciple(1)
QUEST_LV_0200_20150317_001863	The research of the disciple(2)
QUEST_LV_0200_20150317_001864	The research of the disciple(3)
QUEST_LV_0200_20150317_001865	The efforts of the disciple(2)
QUEST_LV_0200_20150317_001866	Device aktif/MAKING/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001867	The research of the disciple(4)
QUEST_LV_0200_20150317_001868	The efforts of the disciple(1)
QUEST_LV_0200_20150317_001869	Farewell, my friend(2)
QUEST_LV_0200_20150317_001870	Farewell, my friend(3)
QUEST_LV_0200_20150317_001871	Adaptation to circumstances(1)
QUEST_LV_0200_20150317_001872	Adaptation to circumstances(3)
QUEST_LV_0200_20150317_001873	Mendapatkan medicine../#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001874	Adaptation to circumstances(4)
QUEST_LV_0200_20150317_001875	Adaptation to circumstances(5)
QUEST_LV_0200_20150317_001876	The suspicious devices at the sanctuary(1)
QUEST_LV_0200_20150317_001877	Notice/Tidak ada apa-apa pada device.#5
QUEST_LV_0200_20150317_001878	Object yang hilang
QUEST_LV_0200_20150317_001879	Pintu dengan seal
QUEST_LV_0200_20150317_001880	The suspicious devices at the santuary(2)
QUEST_LV_0200_20150317_001881	Kemarahan Naktis
QUEST_LV_0200_20150317_001882	Object of demon
QUEST_LV_0200_20150317_001883	Kesalahan disciple
QUEST_LV_0200_20150317_001884	Mencari device/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001885	Misi terakhir dari bishop(1)
QUEST_LV_0200_20150317_001886	Misi terakhir dari bishop(2)
QUEST_LV_0200_20150317_001887	Meletakkan Scrupture/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001888	Beradaptasi dengan keadaan(2)
QUEST_LV_0200_20150317_001889	Selamat jalan, teman (1)
QUEST_LV_0200_20150317_001890	Mengumpulkan mayat disciple/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001891	Research(1)
QUEST_LV_0200_20150317_001892	Katakan kamu bisa mendapatkannya
QUEST_LV_0200_20150317_001893	Research(2)
QUEST_LV_0200_20150317_001894	Katakan kamu jelas bisa mendapatkannya
QUEST_LV_0200_20150317_001895	Katakan kamu harus kembali
QUEST_LV_0200_20150317_001896	Bicara pada soldier, Dominique
QUEST_LV_0200_20150317_001897	Aku bertemu dengan soldier Dominique yang sedang bingung. Bicara pada Dominique
QUEST_LV_0200_20150317_001898	Reconnoiter Beltui Intersections
QUEST_LV_0200_20150317_001899	Soldier Dominique terlihat bingung karena dua perintah yang bentrok. Mata-matai Beltui Intersection untuk membantu Dominique.
QUEST_LV_0200_20150317_001900	Aku bertemu monster, tapi mereka mudah dikalahkan. Kembali ke soldier Dominique dan bicara padanya lagi.
QUEST_LV_0200_20150317_001901	Kalahkan monster yang muncul di intersection.
QUEST_LV_0200_20150317_001902	Bicara pada soldier Samson
QUEST_LV_0200_20150317_001903	Soldier Samson terlihat bingung. Bicara pada soldier Samson.
QUEST_LV_0200_20150317_001904	Cari cincin tunangan di perut Meleech
QUEST_LV_0200_20150317_001905	Soldier Samson berkata kalau dia terlalu lelah untuk dipindahkan oleh Dominique. Samson memintamu untuk mengalahkan Meleech dan mencari cincin tunangan.
QUEST_LV_0200_20150317_001906	Kirimkan pada slodier Samson
QUEST_LV_0200_20150317_001907	Aku menemukan sticky lump dengan cincin di dalamnya. Kembali pada soldier Samson dan berikan padanya.
