QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20161005_000599	You'll help us right?
QUEST_LV_0400_20161005_000600	{nl}Ah, thank the Goddesses...
QUEST_LV_0400_20161005_000601	{nl}I'm sure that you'll manage to persuade them.
QUEST_LV_0400_20161005_000602	{nl}Lord Ryudhas is ruling over the land in place of his sick brother.{nl}He is a very stubborn man.{nl}He's staying at Dhuvus Lot.
QUEST_LV_0400_20161005_000603	{nl}Lord Joquvas is a young lad who has recently come into power.{nl}He is at Nevhrandi Crossroads with his tutor.
QUEST_LV_0400_20161005_000604	{nl}We always get turned away every time we go near them.{nl}Please go and talk some sense into them.
QUEST_LV_0400_20161005_000605	Lord Ryudhas is at Dhuvus Lot,{nl}Lord Joquvas is at Nevhrandi Crossroads.{nl}Please convince them to stop arguing.
QUEST_LV_0400_20161005_000606	That was incredible!{nl}I didn't think that you'd be able to convince both of them...
QUEST_LV_0400_20161005_000607	Lord Ryudhas
QUEST_LV_0400_20161005_000608	Not anyone can simply go and talk to a lord.{nl}That has not changed despite how the rest of the world has changed since Medzio Diena.
QUEST_LV_0400_20161005_000609	I am currently running my family's business in my brother's place as he is ill.{nl}I will not ignore anyone who is threatening my family's rule.
QUEST_LV_0400_20161005_000610	You have my word since you have dutifully carried out the tasks I have set for you.{nl}I will attempt to talk to Joquvas.
QUEST_LV_0400_20161005_000611	All I promise is to attempt to talk.{nl}The fact that this is my family's land is not something that can be compromised.
QUEST_LV_0400_20161005_000612	Who are you to stand in front of me?
QUEST_LV_0400_20161005_000613	{nl}You are all as useless as a Kepa.{nl}How dare you allow this outsider to come near me...
QUEST_LV_0400_20161005_000614	{nl}I suppose you have a reason why you've decided to interrupt me?{nl}What business do you have with me, the representative for Lord Ryudhas?
QUEST_LV_0400_20161005_000615	The reason I am fighting with the Joquvas lad?
QUEST_LV_0400_20161005_000616	{nl}It's not even really a fight.{nl}I am simply notifying him of my family's right.
QUEST_LV_0400_20161005_000617	{nl}I have in my possession an official document that proves my right to the land here.{nl}That miserable lad is merely being a nuisance.
QUEST_LV_0400_20161005_000618	{nl}I am not as compromising as my brother.{nl}This is the rightful land of the Ryudhas family.{nl}I will not back down.
QUEST_LV_0400_20161005_000619	I was wondering what sort of nonsense you would tell me.{nl}Why do I need to talk to the lad about my rightful land?
QUEST_LV_0400_20161005_000620	{nl}You've been asked by the refugees...?{nl}The refugees over there?
QUEST_LV_0400_20161005_000621	{nl}Well, I suppose I cannot simply ignore the requests of my people as lord of this land.{nl}I might consider your request if you complete some tasks I set for you.
QUEST_LV_0400_20161005_000622	{nl}A few of my men seem to have caught a plague.{nl}They must be cured before it can spread so go and fetch me some roots from the Pysis plant.
QUEST_LV_0400_20161005_000623	Go and fetch me some Pystis roots from nearby.
QUEST_LV_0400_20161005_000624	Good.{nl}However, we need more to craft the medicine we need.
QUEST_LV_0400_20161005_000625	Ryudhas Guard
QUEST_LV_0400_20161005_000626	Get back from our lord!
QUEST_LV_0400_20161005_000627	You are standing in front of Lord Ryudhas.
QUEST_LV_0400_20161005_000628	Another ingredient is needed to craft the medicine. The legs of the Orange Grummer.{nl}Of course, you'll need to forcefully take it from them, so it may be too much for you.
QUEST_LV_0400_20161005_000629	{nl}Of course, I can simply give this task to another person if you don't want to do it.
QUEST_LV_0400_20161005_000630	Hmm... I am surprised.{nl}I don't know who you are, but why are you working so hard for the refugees?
QUEST_LV_0400_20161005_000631	{nl}Well, whatever the case, fine.{nl}If you have decided to accept the task, go fetch me the Orange Grummer legs.
QUEST_LV_0400_20161005_000632	My men will be able to be treated if you get me those Orange Grummer legs.
QUEST_LV_0400_20161005_000633	You seem to be more efficient than you look.{nl}If you keep up the good work, I may consider making more personal requests.
QUEST_LV_0400_20161005_000634	This is not only my family's land but also land that I have many found memories about.
QUEST_LV_0400_20161005_000635	{nl}There is a tree at Atmintis Lot where my brother and I used to see how tall we were.{nl}I wish to retrieve a toy box buried under it.
QUEST_LV_0400_20161005_000636	{nl}However, it's located where the lad from Joquvas is claiming as his own, so my soldiers cannot go.
QUEST_LV_0400_20161005_000637	{nl}I doubt he will be alarmed at you rummaging around.{nl}Could you get that box for me?
QUEST_LV_0400_20161005_000638	{nl}I wish to take it to my ill brother.
QUEST_LV_0400_20161005_000639	Good.{nl}I will consider talking to the lad if you get me that box.
QUEST_LV_0400_20161005_000640	{nl}I suppose that the tree will still have the marks from when we were young but...{nl}From the state of the trees nearby, I think that it will also be covered in moss.
QUEST_LV_0400_20161005_000641	{nl}The fluid of the Red Colimen has strong acidic properties so gather that first.{nl}After that, go and liquidify the moss on the trees and check for any marks.
QUEST_LV_0400_20161005_000642	{nl}It you find a tree with marks, dig underneath it for a box.
QUEST_LV_0400_20161005_000643	Go and get rid of the moss on trees at Atmintis Lot for a tree with marks.{nl}Dig under it to get a box.
QUEST_LV_0400_20161005_000644	This brings up memories.{nl}It is the same as I remember it even if it is a bit worn.{nl}I will listen to your request since you have kept your end of the deal.
QUEST_LV_0400_20161005_000645	{nl}I will send a person to Joquvas.{nl}I will not press any harder if the Joquvas lad refuses to talk.
QUEST_LV_0400_20161005_000646	Lord Joquvas
QUEST_LV_0400_20161005_000647	You lowly thing!{nl}How dare you speak to me.
QUEST_LV_0400_20161005_000648	If you have business worthy of my time, tell it to Roberta.
QUEST_LV_0400_20161005_000649	Roberta says that it is fine to listen even if it does not effect my decision.{nl}Therefore, I shall listen to what you have to say.
QUEST_LV_0400_20161005_000650	If the refugees wish to receive my help, isn't it correct to recognize me as the rightful owner of this land first?
QUEST_LV_0400_20161005_000651	You must go through me if you have anything to say to Lord Joquvas.
QUEST_LV_0400_20161005_000652	I have taught our lord since he was young.
QUEST_LV_0400_20161005_000653	{nl}As such, I have his absolute trust.{nl}You will have to convince me in order to convince our lord.
QUEST_LV_0400_20161005_000654	I keep my promises.{nl}I will convince our lord in order to have a conversation with the other side.
QUEST_LV_0400_20161005_000655	However, I don't understand.{nl}Why is a simple traveler so interested in the requests of mere refugees?
QUEST_LV_0400_20161005_000656	{nl}It's not like you're a Savior or anything.
QUEST_LV_0400_20161005_000657	Of course, there would have been no doubt about this land belonging to the Joquvas family...{nl}But I suppose there is no choice but to change along with the times.
QUEST_LV_0400_20161005_000658	I will convince our lord to be more mindful of the refugees once the new boundaries are settled.
QUEST_LV_0400_20161005_000659	Joquvas Guard
QUEST_LV_0400_20161005_000660	Talk to Robertas if you have any business.
QUEST_LV_0400_20161005_000661	Don't you dare approach Lord Joquvas!
QUEST_LV_0400_20161005_000662	What is this man?{nl}Get back I tell you!
QUEST_LV_0400_20161005_000663	Please calm yourself.{nl}Traveler, you must go through me if you have any business with our lord.
QUEST_LV_0400_20161005_000664	I am our lords most humble servant, Roberta.{nl}What is your business?
QUEST_LV_0400_20161005_000665	Who do you think you to speak to the lord?{nl}Talk to Roberta if you have any business!
QUEST_LV_0400_20161005_000666	Not anyone can simply come to speak to our lord.{nl}You must be seen as worthy of his attention before I consider telling him your business.
QUEST_LV_0400_20161005_000667	{nl}It is not too difficult.{nl}Simply go and deal with some pesky Red Colimen and I will consider your request.
QUEST_LV_0400_20161005_000668	Go and deal with the Red Colimen.{nl}I shall listen to you after that.
QUEST_LV_0400_20161005_000669	Good.{nl}Now, shall we listen to what you have to speak of?
QUEST_LV_0400_20161005_000670	Negotiations with the representative of Lord Ryudhas... You have brought me an annoying task.{nl}Our lord is embarrassed by the fact that he is facing a man that isn't even an actual lord.
QUEST_LV_0400_20161005_000671	{nl}However, I don't think we can simply ignore this.{nl}I don't think that the refugees recognize the true lord either...
QUEST_LV_0400_20161005_000672	{nl}I suppose that we will need to show more solid evidence.{nl}If you bring me what I ask of you, I will consider convincing our lord to listen to you.
QUEST_LV_0400_20161005_000673	You'll be able to see some wreckage near Arcmnys Lake.{nl}It used to be the residence of our grounds keeper.
QUEST_LV_0400_20161005_000674	{nl}There should be objects around there with the seal of the Joquvas family there.{nl}We can't go there because of the Ryudhas soldiers, so you'll have to go and retrieve them.
QUEST_LV_0400_20161005_000675	Look for objects belonging to the Joquvas family near the wreckage at Arcmnys Lake.
QUEST_LV_0400_20161005_000676	That is... a shield.{nl}I can confirm that there is a seal of the Joquvas family on it.
QUEST_LV_0400_20161005_000677	{nl}Very good, but this will not be enough.{nl}I believe that you must help with another task before I recognize you as worthy of audience.
QUEST_LV_0400_20161005_000678	The Joquvas family always set up Monument made of stone.{nl}We will be able to make the refugees accept the Joquvas family as the rightful rulers.
QUEST_LV_0400_20161005_000679	{nl}We've found a few places that the monuments might be, but we can't go there.{nl}We can't remove any of the soldiers from guarding our lord because of all the monsters.
QUEST_LV_0400_20161005_000680	{nl}We don't know when the soldiers from Ryudhas might attack either...
QUEST_LV_0400_20161005_000681	{nl}From the look of things, you are skilled enough to protect me if you accompany me while I investigate the Monuments.{nl}Would you mind accompanying me?
QUEST_LV_0400_20161005_000682	Good. We'll have to check Paccituche Trail, Skalda Road and Lyfetie Cliffs.{nl}Shall we go then?
QUEST_LV_0400_20161005_000683	Good work.{nl}The refugees will now know who the rightful owner of this land is.
QUEST_LV_0400_20161005_000684	{nl}Ah... I will try and talk to our lord about what you have told me.{nl}A promise is a promise.
QUEST_LV_0400_20161005_000685	{nl}However, we will only agree to simple conversation.{nl}There is no doubt in the fact that this land belongs to the Joquvas family.
QUEST_LV_0400_20161005_000686	There's a slight issue.
