QUEST_LV_0400_20161005_000001	케도라 상단원 알타
QUEST_LV_0400_20161005_000480	수 없이 많은 전설 중{nl}이후 기록될 장소들을 선정한{nl}이유는 다음과 같습니다.{nl}{nl} 보물과 황금이라는 부에 관한{nl}민중들의 관심은 여신에 대한{nl}믿음을 조금 밑돌 정도로{nl}지대하기 때문입니다.{nl}{nl} 이제 이 세가지 이야기 중{nl}바르콘시 황금 광맥에 대해 간략하게{nl}소개하도록 하겠습니다.
QUEST_LV_0400_20161005_000481	제 3장 : 바로콘시 황금 광맥{nl}-{nl}왕국의 어느 외진 산중에 전설적인{nl}황금 광맥이 있다는 소문이 있습니다.{nl}전설에 의하면 이 광맥을 발견한{nl}것은 놀랍게도 사람이 아니고{nl}마족인데 어떤 용사가 그 마족을{nl}물리치고, 광산을 빼았었다고 합니다.
QUEST_LV_0400_20161005_000482	그 용사는 마족이 금을 가지고{nl}사람들을 상대로 나쁜 일을 할까봐{nl}광산을 가졌을 뿐, 돈에는 관심이{nl}없는 명예로운 용사여서 광산의{nl}위치를 영원히 비밀로 하고, 그 안의{nl}황금도 자신을 위해서는 사용하지{nl}않았다고 합니다.
QUEST_LV_0400_20161005_000483	오랜 세월에 흘러 그 용사도 늙어{nl}수명이 다하고 자손을 남기지{nl}않았기에 이 전설의 금광은{nl}소유권이 없는 상태이며 누구든{nl}발견한다면 부자가 될 수 있다고{nl}합니다.
QUEST_LV_0400_20161005_000484	다만 이 전설적인 소문에는{nl}한 가지 의심스런 사실이 있습니다.{nl}그것은 왕국의 역사나 다른 어떤{nl}기록에도 이 광산을 마족에게서{nl}빼았었다는 바로콘시라는 이름을{nl}지닌 영웅을 찾아볼 수 없다는 점입니다.
QUEST_LV_0400_20161005_000485	따라서 많은 사람들은 영웅{nl}바로콘시가 실존하는 인물이{nl}아니기에 바로콘시의 황금광산{nl}역시 그냥 소문이라고 생각합니다.{nl}전설은 이 광산의 이름이{nl}바로콘시가 된 다른 까닭을{nl}설명하지 않고 있습니다.{nl}물론 세상에는 그럼에도 이러한{nl}전설을 믿고 나름대로 탐색을{nl}멈추지 않는 사람들도 있지만{nl}말입니다.
QUEST_LV_0400_20161005_000486	피난민 브랜든
QUEST_LV_0400_20161005_000487	다들 만류할 때 충고를 들을 걸 그랬소.{nl}이 숲은 위험해..!
QUEST_LV_0400_20161005_000488	도대체 이런 곳을 왜 그렇게 독차지하려 드는지 그 사냥꾼의 속을 알 수가 없군.
QUEST_LV_0400_20161005_000489	저기, 저 좀 도와주세요.
QUEST_LV_0400_20161005_000490	{nl}함정에 빠졌다가 겨우 나왔는데 다리가 아파서 더 못 가겠어요.{nl}여행자님이 좀 도와주세요.
QUEST_LV_0400_20161005_000491	옆에 있는 튜라스 공터에 흰꼬리풀이 있는데.. 통증을 없애 준다더군요.{nl}그거라도 씹으면 걸을 수는 있을 텐데..
QUEST_LV_0400_20161005_000492	이 위로 조금만 올라 가면 흰꼬리풀들이 있을 거예요.{nl}부탁합니다.
QUEST_LV_0400_20161005_000493	정말 고맙습니다.{nl}이제 여길 빠져 나갈 거예요.
QUEST_LV_0400_20161005_000494	{nl}이 곳에는 여길 자기 땅으로 삼으려는 포악한 사냥꾼이 있다더라고요.{nl}함정에 당하기 전까지는 저도 설마 했어요.
QUEST_LV_0400_20161005_000495	{nl}들리는 말로는 괴수까지 길들여서 외부인들을 쫓아낸다던데..{nl}여행자님도 더 이상 깊이 들어가지 마시고 피하세요.
QUEST_LV_0400_20161005_000496	그저 오지랖 넓은 모험자정도로 생각했는데 보통 내기가 아니었군.
QUEST_LV_0400_20161005_000497	정식으로 소개하지. {nl}난 빌헬마스라고 하네.
QUEST_LV_0400_20161005_000498	{nl}본래 별의.. 아니 옛 일은 중요하지 않으니 생략하도록 하지.
QUEST_LV_0400_20161005_000499	{nl}이 에메트 숲을 발견한지는 얼마 되지 않았지.{nl}피난민들이 거주하기 적당한 곳 같아서, 걸리적거리는 몬스터들을 처리하고 있었어.
QUEST_LV_0400_20161005_000500	{nl}그리고 이 곳에는 괴수가 살고 있고..
QUEST_LV_0400_20161005_000501	{nl}그러고 보니 나에 대한 내용을 빼고는 소문이 어느 정도 사실이긴 하구먼.{nl}지금 내가 하고 있는 일이 그 괴수를 물리치려는 일이네.
QUEST_LV_0400_20161005_000502	나를 돕겠다는 뜻은 기특하지만.. 우선 자네의 실력을 확인해야겠네.{nl}의미 없는 희생을 늘릴 수는 없지 않는가.
QUEST_LV_0400_20161005_000503	내가 괴수를 길들여서 사람들을 내쫓는다니..{nl}허탈한 심정이군.
QUEST_LV_0400_20161005_000504	자네가 소문이 자자한 계시자일 줄이야..{nl}아니, 이 곳에 자네가 오게 된 것도 여신의 안배일지도 모르지.
QUEST_LV_0400_20161005_000505	그 실력이 범상치 않다 느끼긴 했네만 계시자일 줄은 몰랐군.
QUEST_LV_0400_20161005_000506	아까도 말했지만 내 보기에 이 곳은 사람 살기 적당한 곳이야.{nl}폐도에서 피난 온 사람들이 새로 정착하기에도 괜찮은 곳이라는 뜻이지.
QUEST_LV_0400_20161005_000507	{nl}피난민들을 정착하게 하기 위해선 이 곳의 쿠게리들을 정리해야 하네.{nl}그런데 그 전에 그 괴수녀석을 처단하지 않으면 안돼.
QUEST_LV_0400_20161005_000508	{nl}안그래도 저주 때문에 놈을 추적하는데 많이 힘들던 참이야.{nl}자네가 날 도와줄 수 있다면 좋을 텐데..
QUEST_LV_0400_20161005_000509	{nl}하지만 보통 상대가 아니라 웬만큼 강하지 않고선 불필요한 희생자만 늘어나게 될걸세.{nl}내가 자네의 실력을 시험해봐도 괜찮겠나?
QUEST_LV_0400_20161005_000510	내가 이곳의 쿠게리들을 상대하기 시작한지 얼마 지나지 않아서였네.{nl}마족 하나가 이 에메트 숲에 들이닥쳤지.
QUEST_LV_0400_20161005_000511	{nl}무언가를 찾아 이곳까지 온 듯 한데 놈의 목적 따위 내가 신경 쓸 바가 아니잖은가.{nl}마족은 처단할 따름일세.
QUEST_LV_0400_20161005_000512	{nl}녀석과 싸우는 것은 어렵지 않았네.{nl}하지만 문제가 생겼지.
QUEST_LV_0400_20161005_000513	{nl}녀석은 궁지에 몰리더니 내게 저주를 걸었네.{nl}그 저주 탓에 지금도 내 시야는 심하게 좁혀져 있다네.
QUEST_LV_0400_20161005_000514	{nl}아무튼 그러더니 품 안에서 붉은 보석을 꺼내 자신의 몸에 박아 넣더군.{nl}그러자 녀석의 몸뚱이가 변화하기 시작했다네.
QUEST_LV_0400_20161005_000515	{nl}여기까지 들었으면 아마 짐작했겠지만 그 마족이 바로 소문의 그 괴수일세.{nl}괴수로 변한 녀석은 결코 만만한 상대가 아니란 건 사냥꾼의 감으로 알 수 있었지.
QUEST_LV_0400_20161005_000516	{nl}녀석도 나에 대한 두려움이 남았는지 바로 도망을 쳤어.{nl}그때부터 녀석과 나 사이에 길고 지루한 싸움이 시작되었네.
QUEST_LV_0400_20161005_000517	{nl}저주가 걸린 몸으로 놈을 추적하는 일이 결코 쉽지는 않았네.{nl}사냥꾼으로서 시야가 제한된다는 건 치명적인 단점이거든.
QUEST_LV_0400_20161005_000518	{nl}괴수의 피해자가 생길 까봐 경고문까지 사방에 세웠지만 그래도 끝끝내 들어오는 피난민들도 있고 말이지.{nl}하지만 이제 자네의 도움을 받게 되었으니 마지막 승부에 나설 때가 된 것 같네.
QUEST_LV_0400_20161005_000519	{nl}부디 힘을 빌려 주게나.
QUEST_LV_0400_20161005_000520	아주 좋군. {nl}그럼 이 숲의 쿠게리들을 처치해보게.{nl}녀석들을 잡을 수 있을 정도라면 나와 함께 괴수를 상대하는 것도 가능할지 몰라.
QUEST_LV_0400_20161005_000521	이 곳의 쿠게리들을 해치워서 자네의 실력을 확인하도록 해주게.
QUEST_LV_0400_20161005_000522	음.. 확실히 뛰어난 실력이로군.{nl}자네와 함께라면 녀석을 해치울 수 있겠어.
QUEST_LV_0400_20161005_000523	{nl}그런데 아무리 봐도 보통내기가 아니야..{nl}자네는 평범한 여행자가 아니지? {nl}도대체 정체가 뭔가?
QUEST_LV_0400_20161005_000524	자네가 바로 그..!{nl}이제야 자네의 실력에 납득이 가는군.
QUEST_LV_0400_20161005_000525	{nl}그렇다면 계시자님, 그 실력으로 나를 꼭 도와주셔야겠네.
QUEST_LV_0400_20161005_000526	도와 줄 사람이 생겼으니 그 방법을 시도해 봐야겠군.{nl}아마 녀석에게 적어도 치명상을 입힐 수 있을 거야.
QUEST_LV_0400_20161005_000527	{nl}녀석이 다니는 길목에 마비 함정을 설치해 발을 묶고 내가 독화살을 쏴서 녀석을 맞추는 거지.{nl}먼저 그 독을 만들 재료를 구해야 하는데 나 혼자서는 어렵다네.
QUEST_LV_0400_20161005_000528	{nl}독의 첫 번째 재료는 쿠게리들에게서 얻을 수 있어.{nl}지금 내 시력으로는 가까이 다가가야 쿠게리들을 판별할 텐데, 내가 가까이 가면 도망쳐 버린다네.
QUEST_LV_0400_20161005_000529	{nl}그러니 자네가 독을 좀 구해 줄 텐가?
QUEST_LV_0400_20161005_000530	고맙네. {nl}독은 쿠게리 토트들이 가지고 있다네.
QUEST_LV_0400_20161005_000531	{nl}아직 어린 녀석이라 그런지 보호용으로 몸에 독을 품고 있는데, 일반적인 수준으로는 모자라다네.{nl}이 자극제를 뿌리면 녀석이 품고 있는 독기가 한층 강력해지겠지.
QUEST_LV_0400_20161005_000532	{nl}자극제를 맞은 쿠게리 토트들을 처치하고, 자극 받은 독 주머니를 구해다 주게.
QUEST_LV_0400_20161005_000533	쿠게리 토트에게 접근해 자극제를 뿌린 후 해치우게.{nl}그리고 녀석들의 몸 안에 있는 자극 받은 독 주머니를 모아오게나.
QUEST_LV_0400_20161005_000534	고생 많았네.{nl}다음 재료는 나와 함께 움직여야 할 걸세.
QUEST_LV_0400_20161005_000535	다음으로 필요한 재료는 노란 투구꽃일세.
QUEST_LV_0400_20161005_000536	{nl}하지만 아무 꽃이나 사용할 수 있는 것은 아니지.{nl}독 배합에 쓸만한지 아닌지는 전문가만이 알아 볼 수 있다네.
QUEST_LV_0400_20161005_000537	{nl}이 일을 자네에게 맡기기는 어려우니 꽃의 판별 및 수집은 내가 하겠네.{nl}멀리 보지 못하는 날 꽃이 있는 위치로 인도해주는 것은 자네 역할이 될 걸세.
QUEST_LV_0400_20161005_000538	잘 부탁함세. 투구꽃들은 살마스 폭포 주변에서 자라고 있을 걸세.{nl}바로 출발하지.
QUEST_LV_0400_20161005_000539	수고 많았네.{nl}나는 이제 독 배합에 들어갈 텐데..
QUEST_LV_0400_20161005_000540	이제 독의 재료는 충분하다네.{nl}그런데.. {nl}마비 함정의 재료가 다 떨어졌구먼.
QUEST_LV_0400_20161005_000541	{nl}쿠게리 소미들은 작은 동물들에게 사용하기 위한 약한 마비약을 가지고 다닌다네.{nl}많은 양을 모아 졸이면 훌륭한 마비약을 만들 수 있지.
QUEST_LV_0400_20161005_000542	{nl}녀석들이 가지고 다니는 마비약을 모아다 줄 수 있겠는가?
QUEST_LV_0400_20161005_000543	고맙네.{nl}그 동안 나는 다른 준비를 하고 있겠네.
QUEST_LV_0400_20161005_000544	쿠게리 소미들을 해치우고 녀석들이 가지고 다니는 마비약을 모아다 주게.
QUEST_LV_0400_20161005_000545	생각보다 시간이 걸렸군.{nl}이제 함정을 완성시키세.
QUEST_LV_0400_20161005_000546	다 되었네.{nl}이제 이걸 설치만 하면 되네.
QUEST_LV_0400_20161005_000547	자네가 마비약을 모으는 동안 나는 독 배합을 끝내고 녀석의 흔적을 조사했지.{nl}녀석은 붉은 흔적을 남기고 다닌다네. 희미해서 자네는 아마 발견하기 어려울 게야.
QUEST_LV_0400_20161005_000548	{nl}아마 괴수로 변할 때 몸에 박아 넣은 붉은 보석 때문인 것 같네.{nl}어쨌든 그 붉은 흔적을 쫓다가 녀석이 주로 오가는 작은 길목을 발견했어.
QUEST_LV_0400_20161005_000549	{nl}트레달라이 냇가에서 살마스 폭포로 올라가는 길목에 마비 함정을 설치하면 될 것이네.{nl}나는 비수오베네 폭포에 숨어 있다가 함정에 걸린 녀석에게 이 독을 바른 화살을 쏘겠네.
QUEST_LV_0400_20161005_000550	{nl}녀석에게 치명상을 입히기 충분할 거야.{nl}자네는 내가 말한 위치에 함정을 설치 해 주게.
QUEST_LV_0400_20161005_000551	정확한 위치에 부탁하네.{nl}내가 말해준 위치가 아니면 내가 녀석을 맞출 수 없어.
QUEST_LV_0400_20161005_000552	녀석이 지나가버리기 전에 서둘러 마비 함정을 설치하게.
QUEST_LV_0400_20161005_000553	여기서 잠시 쉬고 있어야 겠네..{nl}녀석이 도망간 바이게 언덕은 막다른 곳이라네. 
QUEST_LV_0400_20161005_000554	{nl}그러니 자네가 쫓아 가서 녀석의 숨통을 끊어주게.{nl}독화살에 맞았으니 충분히 할 수 있을 거야.
QUEST_LV_0400_20161005_000555	내 걱정은 말고 어서 놈을 쫓게!{nl}놈이 회복되기 전에..!
QUEST_LV_0400_20161005_000556	놈은 막다른 곳으로 갔네.{nl}지금이 놈을 처리할 절호의 기회일세!
QUEST_LV_0400_20161005_000557	이제 괴수를 잡기 위해 곳곳에 설치된 함정들을 수거해야겠군.{nl}자네처럼 멋모르고 걸려들 사람들이 있어선 안되니까 말일세.
QUEST_LV_0400_20161005_000558	자네의 여정에 여신의 가호가 함께 하길..{nl}부디 그 사명을 완수할 수 있길 빌겠네.
QUEST_LV_0400_20161005_000559	내가 부상을 입었다 한들 쿠게리 정도에 쉽게 당하지는 않을 걸세.{nl}자네는 어서 녀석을 뒤쫓아가 마무리를 짓게.
QUEST_LV_0400_20161005_000560	그래..{nl}긴 싸움이 이제야 끝이 났군.
QUEST_LV_0400_20161005_000561	{nl}자네가 아니었으면 언제 결판이 났을지 모를 걸세.{nl}녀석이 죽어서 그런지 내 시야도 점점 회복되는 느낌이야.
QUEST_LV_0400_20161005_000562	{nl}자네에게는 큰 빚을 졌네.{nl}가능하다면 나와 함께 이곳을 정리해 주었으면 싶네만..
QUEST_LV_0400_20161005_000563	{nl}자네에겐 계시자로서의 사명이 있겠지.{nl}여기까지 도와준 것으로도 어떻게 감사를 표해야 좋을지 모르겠네.
QUEST_LV_0400_20161005_000564	{nl}그럼 조심해서 잘 가시게.{nl}자네의 여정에 여신의 가호가 함께 하길 빌겠네.
QUEST_LV_0400_20161005_000565	이 이상 깊이 들어오는 자의 목숨은 보장할 수 없다.{nl}아직 기회가 있으니 어서 되돌아갈 것을 권한다.
QUEST_LV_0400_20161005_000566	난폭한 쿠게리 부족과 아직 수거되지 않은 함정들이 있으니 조심할 것을 권한다.
QUEST_LV_0400_20161005_000567	피난민 밀리아
QUEST_LV_0400_20161005_000568	여기가 버틸만하다는 소문을 듣고 왔는데 아무래도 잘못 온 것 같아요.{nl}여기도 몬스터들은 들끓고 있고.. 도움을 청할 사람들은 서로 싸우기 바쁘고..
QUEST_LV_0400_20161005_000569	세상이 뒤집혀진 지가 벌써 4년인데 아직도 영지다툼을 하다니 믿겨지지가 않네요.
QUEST_LV_0400_20161005_000570	그래도 두 영주님이 대화라도 하신다니 다행이네요.{nl}저희가 누굴 의지하면 좋을지 결정 난다면 좋겠어요.
QUEST_LV_0400_20161005_000571	부디 협상이 잘 이루어지면 좋겠는데..{nl}두 분들의 평소 관계를 봐서는 왠지 좋게 흘러갈 것 같지 않아 걱정이에요.
QUEST_LV_0400_20161005_000572	어느 한 분으로 결정 난 건 아니지만 싸움을 멈추고 저희를 적극 도와주시겠다니 다행일 따름이에요.
QUEST_LV_0400_20161005_000573	여행자님 감사합니다.{nl}이게 전부 여행자님이 애써주신 덕분이에요.
QUEST_LV_0400_20161005_000574	여행자님이시군요..{nl}저희 부탁 좀 들어주세요..
QUEST_LV_0400_20161005_000575	{nl}저희가 이 곳으로 피난 올 때 가지고 왔던 식량은 이미 동난 지 오래랍니다..{nl}이 곳을 다스린다는 두 영주님들께 도와달라고 해 봤지만 서로 싸우는 데만 정신이 팔려 있어요.
QUEST_LV_0400_20161005_000576	{nl}여행자님은 몬스터들을 상대하실 수 있어 보이니 부탁 드립니다..{nl}근처의 노란 리프넛들을 사냥하고 그 꼬리열매를 모아 주실 수 있을까요?
QUEST_LV_0400_20161005_000577	감사합니다.{nl}이 근처에서 먹을 만한 것이라고는 이제 리프넛의 꼬리 정도밖에 없는 것 같아요.
QUEST_LV_0400_20161005_000578	주변의 노란 리프넛들을 사냥하고 그 꼬리열매를 가져다 주세요.
QUEST_LV_0400_20161005_000579	정말 고맙습니다.{nl}이걸로 당분간은 버틸 텐데.. 누가 됐든 이 곳의 주인이 얼른 결정되었으면 좋겠어요..
QUEST_LV_0400_20161005_000580	피난민 그렉
QUEST_LV_0400_20161005_000581	나 참.. 도움을 구하러 여기까지 왔는데 결국 스스로 몸을 지킬 수밖에 없다니..{nl}이래서야 다른 곳이랑 다를 게 없잖아요..
