QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20150317_001127	After that, Aiste also held out her bag and said, {nl}'This is a gift as thanks for looking for my silver. I was given this through Goddess Zemyna's grace.' {nl}Aiste then left before the Old Beggar could figure out how to reply.	아이스테는 거지의 은화를 잘 갈무리 한 다음에는 자신의 은화 주머니를 거지에게 내밀며 말했습니다.{nl}“이건 제 은화를 찾아주신 보답으로 드리는 선물이에요. 제미나 여신께서 은혜로 주신 것이기도 하고요.”{nl}{nl}그렇게 말하고는 거지 아저씨가 미처 뭐라 대답도 하기 전에 서둘러 사라졌습니다.{nl}{nl}				
QUEST_20150317_001128	The beggar looked towards Aiste's distant shadow, and opened the present she gave him, {nl}curious to what was inside. Inside, he was surprised to find dozens of silver coins. {nl}Now he understood why Aiste was able to depart much more quickly than she arrived - she had lightened her load by giving him the excess.	거지는 잠시 아이가 사라진 방향을 보다가 아이스테가 주고 간 선물이 무엇인지 궁금해져서 그것을 풀어보았습니다. {nl}그리고는 수십 개가 넘은 은화를 그 안에서 발견하고 깜짝 놀랐습니다.{nl}만약 거지가 그 주머니가 아이스테가 처음 받았을 때는 물론이고, 자신과 만나기 전보다 지금 훨씬 무겁고 많아졌다는 사실은 알았다면 더 놀랐을 것입니다.{nl}{nl}				페디미안의 은화
QUEST_20150317_001129	For a beggar who had been stingy over a single silver coin, the fact Aiste could simply give away several tens of times that amount moved him. {nl}The fact that Aiste, who had went off and solved the mystery of Fedimian, came back and gave him what she really didn't owe, made the beggar thankful.	거지는 은화 한 닢에 그렇게 애타던 아이스테가 그 수십 배의 은화를 그렇게 쉽게 자기에게 주었다는 사실에 마음이 움직였습니다. {nl}그리고 아이스테도 이미 페디미안의 신비를 알아서 자신이 준 은화가 본래 잃어버린 은화일 리 없다는 점을 알면서도 고맙게 받았다는 사실도 깨달았지요.{nl}{nl}				페디미안의 은화
QUEST_20150317_001130	The more he thought, the less the beggar was able to hold back his tears. {nl}As he cried, he noticed something odd - every shining teardrop that touched the ground transformed to silver coins.	그런 생각이 들자 거지 역시 눈물이 흐르는 것을 막을 수가 없었습니다. {nl}그런데 이게 무슨 일이지요? 그의 반짝이는 눈물 한 방울이 한 방울이 땅에 닿자 모두 은화로 변하는 것 아니겠습니까?{nl}{nl}				페디미안의 은화
QUEST_20150317_001131	The beggar could not believe his eyes, but quickly remembered Aiste words about a blessing from the goddess. {nl}After a while, the beggar stopped crying, and went to pick up the coins and put them in the bag Aiste gave him.	거지는 자기 눈을 믿을 수 없었지만, 조금 전에 아이스테가 여신의 은혜를 말한 것이 생각났습니다. {nl}잠시 후 거지는 자신의 눈물이 변한 은화를 아이스테가 준 주머니에 주워담고는 걸음을 옮겼습니다. 				페디미안의 은화
QUEST_20150317_001132	A few days later, the beggar went to the statue that Aiste prayed to. There, he took out one coin from the bag to keep, and offered the rest to the Goddess Statue. {nl}He then prayed to the goddess whole-heartedly and left. As the money he offered disappeared, the beggar again to shed tears, but that's another story.	{nl}얼마 후 거지는 아이스테가 기도했던 여신상에 도착한 뒤 주머니에서 자신이 적선 받은 은화 한 닢을 꺼내 갈무리하고는 나머지 은화와 주머니를 여신상에 봉헌했습니다.{nl}그리고 마음속으로 여신께 기원을 올리고 그 자리를 떠났습니다. {nl}거지가 봉헌한 은화들은 그가 떠난 후 다시 눈물로 돌아갔지만, 그것은 별로 상관없는 이야기입니다.				페디미안의 은화
QUEST_20150317_001133	After a few days, an odd rumor spread across Fedimian. {nl}The rumor claimed that silver no longer disappeared into Fedimian soil. {nl}The rumor did not sit well at first with older, experienced people, but some tested the rumor with a paltry amount of silver, {nl}and it turned out to be true. Everyone agreed that finally, the mysterious phenomenon of Fedimian has come to an end.	그 후 며칠 뒤에 페디미안에 이상한 소문이 퍼졌습니다. {nl}더는 은화가 땅에 떨어져도 사라지지 않는다는 소문이었습니다. {nl}사람들의 오래된 경험과는 맞지 않는 소문은, 적은 금액을 시험해 보는 사람들에 의해서 사실로 입증되었고, 결국은 페디미안의 신비한 현상이 사라졌다는 점에 모든 사람이 동의하게 되었습니다.{nl}				페디미안의 은화
QUEST_20150317_001134	After some time, word of this occurrence reached the king. Curious as to why this happened, the king ordered an investigation. {nl}The hidden truth was brought to light, and Aiste's story was known.	{nl}시간이 흘러 이 사실이 국왕의 귀에까지 들어갔을 때 국왕께서는 어째서 그런 일이 일어났는지 조사하라는 명령을 내리셨습니다. {nl}그리고는 감추어진 사실이 드러났고, 아이스테의 이야기가 알려지게 되었습니다.{nl}{nl}				페디미안의 은화
QUEST_20150317_001135	The king praised the people that caused the miracle with their charitable hearts. {nl}Additionally, to honor the grace of the goddess, he decided to spend the national treasury to build a large statue dedicated to her.	국왕께서는 서로서로 자애하는 마음으로 기적을 일으킨 사람들을 칭찬하시고, 한편으로 여신의 은혜를 기리기 위해 국고를 열어 페디미안에 큰 여신상을 만들기로 하셨습니다. {nl}{nl}				페디미안의 은화
QUEST_20150317_001136	On the day the statue was finally completed, {nl}something miraculous happened as the King and Aiste went together to make the first offering. {nl}From the circumference of the statue sprouted coins - all the silver coins that had been lost by Fedimians up until that time.	마침내 여신상이 완성되던 날 국왕께서 아이스테의 손을 잡고 첫 봉헌을 올리자, 놀라운 일이 벌어졌습니다. {nl}여신상의 주변 땅속에서 그간 페디미안 사람들이 잃어버린 수많은 은화가 나타난 것입니다. {nl}{nl}				페디미안의 은화
QUEST_20150317_001137	After heated debate, the Fedimian people decided to not to hoard their lost silver coins. {nl}Instead, they asked the king to collect all the coins and distribute them among the poor of the Kingdom. {nl}The king readily agreed, and gave the order to record this beautiful event into the history of the Kingdom.	의논 끝에 페디미안의 사람들은 그들이 잃은 은화에 욕심을 부리지 않기로 했습니다.{nl} 그들은 나타난 돈을 모두 모아서 왕국 곳곳의 가난한 사람들을 위해 써달라고 국왕께 부탁했답니다. {nl}국왕께서는 쾌히 승낙하시는 한편, 이 아름다운 사건을 왕국의 역사에 기록하여 길이 남기도록 명령하셨습니다. 				페디미안의 은화
QUEST_20150317_001138	Even now, nobody knows when and how the mysterious phenomenon of Fedimian started, {nl}but everybody knows when, how, and who helped unravel the mystery. {nl}It was through the kindness of Aiste and the people who helped her, as well as through the grace of the goddess, that the mystery came to an end.	페디미안에서 은화가 사라지는 신비한 일이 언제 어떻게 시작되었는지는 지금이나 그 때나 아무도 모릅니다. {nl}{nl}그러나 페디미안의 신비가 언제 어떻게 누구에 의해 사라졌는지는 이제는 누구나 알고 있습니다. {nl}{nl}아이스테와 그를 도왔던 선량한 사람들, 그리고 한없는 여신의 은혜 덕분이지요.{nl}				페디미안의 은화
QUEST_20150317_001139	The Gambler of Klaipeda	클라페다의 내기꾼				
QUEST_20150317_001140	The Gambler of Klaipeda {nl}~A Short Story~	클라페다의 내기꾼{nl}(A Wagerer of Kliapeda)				
QUEST_20150317_001141	{nl}{nl}In the town of Klaipeda, there once lived a man by the name of Modestas. {nl}He was a good, honest man - but had one major flaw that his friends and family all worried about, his wife especially so. {nl}Modestas was not lazy nor very clever nor not too foolish. {nl}He did not drink or repeatedly get into fights. {nl}The man had one flaw, and it was that he loved to gamble.{nl}	{nl}{nl} 옛날 클라페다에 모데스타스(Modestas)라는 남자가 살았습니다. {nl}모데스타스씨는 좋은 사람이었지만, 한 가지 큰 결점이 있어서 그의 친구와 친척들은 모두 그를 염려했습니다. 특히 그의 부인은 걱정이 많았습니다. {nl}모데스타스씨는 게으르지도 않았고, 매우 영리하지는 않았지만, 크게 어리석지도 않았으며, 술을많이 마시거나 싸움을 일삼는 사람도 아니었습니다. {nl}모데스타스씨의 문제는 단 하나; 그가 워낙 내기를 좋아하는 사람이라는 점입니다. {nl}				클라페다의 내기꾼
QUEST_20150317_001142	During the day, Modestas would work hard and would never let himself go hungry - {nl}but whenever he earned more than he really needed, he would gamble. {nl}The wife would always try to save this money, but not one extra coin would ever go toward their home.	 모데스타스씨는 낮에는 열심히 일했기 때문에 밥을 굶거나 하지는 않았습니다. {nl}그렇지만 생활비 이상을 벌면, 꼭 내기하곤 해서 부인이 절약하고 저축을 했어도 집안 형편은 조금도 나아지지 않았습니다.{nl}				클라페다의 내기꾼
QUEST_20150317_001143	Whenever she could, Modestas' wife would often go to the shrine, and pray to the goddess' likeness. {nl}But Modestas continued his odd habits, and the people around him grew increasingly concerned. {nl}After all, the mind of a gambler would think, 'Today it may be small, but tomorrow it could be big!' {nl}And so the days rolled by, same as they ever were, until one peculiar day.	 그래서 모데스타스 부인은 틈날 때마다 여신상이나 신전에 찾아가 남편을 놓고 기도를 드렸습니다.{nl} 그럼에도 모데스타스씨의 내기벽은 여전했고, 모데스타스씨의 주변 사람들의 걱정은 날로 커졌습니다. 내기니 도박이니 하는 것들은 지금은 작게 해도 나중에는 크게 하게 되고, 결국 큰 문제로 변할 가능성이 높기 때문입니다. {nl}어쨌거나 그렇게 비슷비슷한 날들이 흘러가던 어느 날이었습니다.				클라페다의 내기꾼
QUEST_20150317_001144	Like most of his days, Modestas was heading home after gambling away his excess coins. {nl}He was walking through the Siauliai Woods on the path to Klaipeda, when he saw a strange, old woman on the road.	 모데스타스씨는 그날도 어제나 그제와 마찬가지로 내기를 해서 돈을 다 잃고 집으로 돌아가는 길이었습니다. {nl}샤울레이 숲을 지나 클라페다로 걷고 있던 모데스타스씨는 한적한 숲길에서 한 노파를 만났습니다. {nl}				클라페다의 내기꾼
QUEST_20150317_001145	This old woman seemed not only old and frail, but had an unnerving aura around her. {nl}She was acting strangely, as if deep in thought or as if she was obsessed with whatever she was doing. {nl}Modestas thought about simply ignoring the woman and walking past. Nothing would have happened if he did that, {nl}but curiosity got the better of him.	 노파는 단순히 나이만 많이 먹은 것이 아니라 겉모습이 무섭고, 어딘가 수상한 기운을 풍기는 사람이었습니다. {nl}모데스타스씨는 그녀를 무시하고 자기 갈 길을 가는 것이 좋겠다고 생각했고, 노파 역시 자기가 하던 어떤 일에 열중하느라 모데스타스씨를 쳐다보지도 않았습니다. {nl}그렇게 모데스타스씨가 노파를 무시하고 갔으면 그걸로 아무 일도 일어나지 않았겠지만, 노파가 하고 있는 일이 모데스타스씨의 눈길을 끌었습니다.{nl}				클라페다의 내기꾼
