ETC_20150317_000001	케파
ETC_20150317_002301	위타스가 수면을 걸었습니다!
ETC_20150317_002302	영혼의 속박을 풀어 주는 데 성공 했습니다!
ETC_20150317_002303	영혼이 공격해 옵니다! 일단 물리치세요!
ETC_20150317_002304	영혼이 속박당한 몬스터 사냥에 성공 하였습니다!
ETC_20150317_002305	꽃
ETC_20150317_002306	제단에 속박당했던 영횬
ETC_20150317_002307	약재를 구했습니다!
ETC_20150317_002308	샘물 근처의 항아리를 가지고 오세요!
ETC_20150317_002309	이미 수액을 담았습니다!
ETC_20150317_002310	나에게 무슨 일이..
ETC_20150317_002311	정신이 돌아올 것 같은 아콘에게 말을 걸어 보세요!
ETC_20150317_002312	오르골을 주운 곳에 대한 설명 중
ETC_20150317_002313	음식찌꺼기가 가득 찼습니다{nl}먼저 음식찌꺼기를 사용하고 다시 구하러 오세요
ETC_20150317_002314	부베의 옷자락을 구했습니다!{nl}단서가 될 만한 물건인 것 같습니다!
ETC_20150317_002315	피난민의 체력이 소진되어 퀘스트를 실패했습니다!{nl}이 퀘스트는 5분동안 재시작 하실 수 없습니다.
ETC_20150317_002316	제한 시간을 초과하여 퀘스트를 실패했습니다!{nl}이 퀘스트는 5분동안 재시작 하실 수 없습니다.
ETC_20150317_002317	공간의 문장 사용 중
ETC_20150317_002318	공간의 문장과 비슷한 문양을 가진 기둥 주변에서 사용하세요.
ETC_20150317_002319	이미 해제한 결계입니다!
ETC_20150317_002320	제미나 상에 경배하고 스태이터스를 받으세요!
ETC_20150317_002321	부엉이 조각상의 불씨가 꺼졌습니다!
ETC_20150317_002322	부엉이 조각상의 불씨를 지키지 못했습니다!
ETC_20150317_002323	봉인 장치가 해제 되었습니다!
ETC_20150317_002324	많이 지친 드라페리운에게 말을 걸어 보세요!
ETC_20150317_002325	드라페리운을 설득 하는 중
ETC_20150317_002326	드라페리운이 다시 인간의 모습으로 돌아오려는 것 같습니다!
ETC_20150317_002327	기운이 넘치는 드라페리운에게는 말을 걸어 봤자 소용이 없습니다!
ETC_20150317_002328	식량 무지를 치우는 중
ETC_20150317_002329	큰아귀 길에서만 사용 할 수 있습니다
ETC_20150317_002330	특정 퀘스트 진행 중에는 사용 할 수 없습니다
ETC_20150317_002331	식량무지를 헤쳤더니 폭발해 버렸습니다!
ETC_20150317_002332	더미 안에서 코왁이 출현했습니다!
ETC_20150317_002333	먼지폭발이 일어나면서 잠시 기절했습니다!
ETC_20150317_002334	코왁으로부터 촉촉한 이끼를 얻었습니다!{nl}이것을 나무뿌리 수정에 뿌려서 불길을 잡아 보세요!
ETC_20150317_002335	이끼를 뿌리는 중
ETC_20150317_002336	이끼를 뿌렸더니 불이 조금씩 잦아듭니다!
ETC_20150317_002337	이끼로 불길을 잠재웠으니 이제 변형 나무뿌리 수정을 파괴하세요
ETC_20150317_002338	몬스터들이 상자에 모두 들어갔습니다!
ETC_20150317_002339	보물 상자에 몬스터를 집어 넣었습니다!
ETC_20150317_002340	보물 상자 주변으로 몬스터들을 끌고 와서 처치해야 합니다!
ETC_20150317_002341	나무뿌리 수정의 핵이 없으므로 없앨수도, 파괴 할 수도 없습니다{nl}주변 몬스터에게서 수정의 핵을 찾아 와서 넣은 뒤 파괴를 시도해 주세요
ETC_20150317_002342	수정에 반응 시키는 중
ETC_20150317_002343	나무뿌리 수정의 핵심을 가진 몬스터의 영혼이 빠져 나왔습니다! 
ETC_20150317_002344	빠져나온 몬스터의 영혼
ETC_20150317_002345	주변의 몬스터를 데리고 와서 체력을 소진 시킨 뒤 영혼을 빼내야 합니다
ETC_20150317_002346	나무뿌리 수정이 반응하지 않습니다
ETC_20150317_002347	시약을 뿌리는 중
ETC_20150317_002348	시약이 잘 뿌려졌습니다! {nl}이제 영혼이 빠져 나오는 지 잠시 기다려 보세요!
ETC_20150317_002349	아무 반응이 없습니다. {nl}다른 몬스터에 다시 시도해 보세요
ETC_20150317_002350	꽃이 있어야 영혼을 불러 낼 수 있습니다!
ETC_20150317_002351	제물을 모두 바쳤습니다!
ETC_20150317_002352	제물을 바쳤습니다!
ETC_20150317_002353	성소 주변으로 몬스터를 유인해서 처치해야 합니다!
ETC_20150317_002354	몬스터 소환진이 생긴 바닥을 문질러 없앴습니다!
ETC_20150317_002355	여신상의 체력이 60% 이하로 떨어집니다!{nl}덩굴을 쳐서 없애야 합니다!
ETC_20150317_002356	여신상의 체력이 20% 이하로 떨어집니다!{nl}덩굴을 쳐서 없애야 합니다!
ETC_20150317_002357	여신상의 체력이 10% 이하로 떨어집니다!{nl}덩굴을 쳐서 없애야 합니다!
ETC_20150317_002358	꽃이 까맣게 죽고 말았습니다!
ETC_20150317_002359	그림을 다시 줍는 중
ETC_20150317_002360	그림을 다시 주웠습니다
ETC_20150317_002361	그림을 버리는 중
ETC_20150317_002362	그림을 묘비에 버렸습니다
ETC_20150317_002363	손수건을 다시 꺼내는 중
ETC_20150317_002364	손수건을 상자에서 꺼냈습니다
ETC_20150317_002365	손수건을 상자에 넣는 중
ETC_20150317_002366	손수건을 도로 상자에 넣었습니다. 다시 꺼낼 수 있습니다
ETC_20150317_002367	열쇠가 없습니다{nl}몬스터들로부터 열쇠를 구해 오세요
ETC_20150317_002368	보조 마법구를 가지고 오벨리스크 작동 확인
ETC_20150317_002369	시험 실패
ETC_20150317_002370	제문을 태웠습니다.
ETC_20150317_002371	제문 태우기
ETC_20150317_002372	허수아비 수리 중
ETC_20150317_002373	선택 대사1
ETC_20150317_002374	선택 대사2
ETC_20150317_002375	자리를 떠난다.
ETC_20150317_002376	첫 번째 자리 
ETC_20150317_002377	두 번째 자리 
ETC_20150317_002378	세 번째 자리 
ETC_20150317_002379	네 번째 자리 
ETC_20150317_002380	장작더미
ETC_20150317_002381	여신께 인도해주세요.
ETC_20150317_002382	수호자의 기운을 흡수
ETC_20150317_002383	이동한다.
ETC_20150317_002384	이동하지 않는다.
ETC_20150317_002385	{@st59}SP, SP회복력 증가{/}
ETC_20150317_002386	 퀘스트 {nl}목표 달성
ETC_20150317_002387	내가 봤어. 분명 데드본은 아냐. 
ETC_20150317_002388	데드본 아니라니까.
ETC_20150317_002389	데드본이면 내가 왜 쫓아왔겠어?
ETC_20150317_002390	살티스터에 데드본이라고? 말도 안돼.
ETC_20150317_002391	사전 조건을 달성 필요 : 
ETC_20150317_002392	 레벨 이상
ETC_20150317_002393	 레벨 이하
ETC_20150317_002394	 랭크
ETC_20150317_002395	 랭크 이상
ETC_20150317_002396	 랭크 이하
ETC_20150317_002397	남자 캐릭터 전용
ETC_20150317_002398	여자 캐릭터 전용
ETC_20150317_002399	 아이템 
ETC_20150317_002400	 개 필요
ETC_20150317_002401	 필요
ETC_20150317_002402	하위 퀘스트 조건{nl}
ETC_20150317_002403	퀘스트 사전 조건을 만족하지 못해 파티원과 같이 진행하실 수 없습니다
ETC_20150317_002404	탁한 기운이 흘러나오려고 합니다. 멀리 도망치세요.
ETC_20150317_002405	마족 소환진 파괴 성공
ETC_20150317_002406	마력 정제소 파괴
ETC_20150317_002407	정신나간 판토
ETC_20150317_002408	정화 제단 지키기 실패
ETC_20150317_002409	가이갈라스 처치 성공!{nl}브람블의 뿌리를 잘라버리세요.
ETC_20150317_002410	몰렉 처치 성공! {nl}브람블의 뿌리를 잘라버리세요.
ETC_20150317_002411	브람블의 뿌리 처치 성공! 가이갈라스를 처치하세요.
ETC_20150317_002412	브람블의 뿌리 처치 성공! 몰렉을 처치하세요.
ETC_20150317_002413	탁한 기운 정화 성공(
ETC_20150317_002414	왕릉석등 보호 실패!
ETC_20150317_002415	오염된 비카라스가 폭발했습니다.
ETC_20150317_002416	오염된 비카라스가 곧 폭발하려고 합니다.
ETC_20150317_002417	왕릉 파괴 저지 실패!
ETC_20150317_002418	대성당이 지어진 시기
ETC_20150317_002419	나크티스에 대해
ETC_20150317_002420	영혼의 정수 획득!
ETC_20150317_002421	변질된 영혼입니다.
ETC_20150317_002422	영혼의 정수가 먼지처럼 허공에 흩날립니다.
ETC_20150317_002423	1개를 킨다
ETC_20150317_002424	2개를 킨다
ETC_20150317_002425	3개를 킨다
ETC_20150317_002426	4개를 킨다
ETC_20150317_002427	5개를 킨다
ETC_20150317_002428	6개를 킨다
ETC_20150317_002429	정수 확인 중
ETC_20150317_002430	경전 내용 확인
ETC_20150317_002431	경전 획득!
ETC_20150317_002432	너무 낡고 더럽혀진 경전입니다.
ETC_20150317_002433	늙은이라도 도울 일은 많아
ETC_20150317_002434	장치의 위치를 묻는다
ETC_20150317_002435	홈과 성유물이 일치합니다!
ETC_20150317_002436	홈에 성유물을 끼워넣을 수 없습니다.
ETC_20150317_002437	자비의 성유물을 끼워본다
ETC_20150317_002438	구원의 성유물을 끼워본다
ETC_20150317_002439	이미 주교 아우렐리우스의 영혼이 기다리고 있습니다.
ETC_20150317_002440	확인 중
ETC_20150317_002441	밑에 아이템을 발견했습니다
ETC_20150317_002442	아무것도 발견하지 못했습니다
ETC_20150317_002443	종족
ETC_20150317_002444	속성
ETC_20150317_002445	{Count}개 획득
ETC_20150317_002446	나크티스와 관련된 자료를 찾았다
ETC_20150317_002447	나크티스와 관련된 내용을 찾지 못했다
ETC_20150317_002448	약재 획득!
ETC_20150317_002449	장치가 열린 것 같다
ETC_20150317_002450	열쇠를 사용한다.
ETC_20150317_002451	그냥 둔다.
ETC_20150317_002452	열쇠를 사용해서 장치를 열었다.
ETC_20150317_002453	찾고 있던 물건이 어디있는지 안다고 한다
ETC_20150317_002454	인간이 숨겨놓은 물건이 어디있는지 안다고 한다
ETC_20150317_002455	나크티스님에게 잘보일 기회가 있다고 한다
ETC_20150317_002456	어서 찾아야 한다고 한다.
ETC_20150317_002457	기회가 이때 뿐이라고 한다
ETC_20150317_002458	 설득 성공!
ETC_20150317_002459	먼저 가 있는다!
ETC_20150317_002460	변신 성공!{nl}나크티스 부하들에게 정보를 흘리세요!
ETC_20150317_002461	변신 물약 마시는 중
ETC_20150317_002462	알았어..
ETC_20150317_002463	봉인 장치 해제
ETC_20150317_002464	봉인 장치 해제 중
ETC_20150317_002465	빨간색 열쇠를 사용한다
ETC_20150317_002466	파란색 열쇠를 사용한다
ETC_20150317_002467	보라색 열쇠를 사용한다
ETC_20150317_002468	초록색 열쇠를 사용한다
ETC_20150317_002469	노란색 열쇠를 사용한다
ETC_20150317_002470	구슬이 빛나기 시작했다
ETC_20150317_002471	열쇠가 없다.
ETC_20150317_002472	비밀을 풀 힌트에 대해
ETC_20150317_002473	구원의 성유물을 얻는 방법에 대해
ETC_20150317_002474	성유물에 대해 
ETC_20150317_002475	두번째 장치에 대해서 묻는다.
ETC_20150317_002476	다음 장치의 위치
ETC_20150317_002477	약재가 썩었다.
ETC_20150317_002478	내용 확인 중..
ETC_20150317_002479	약과 관련된 내용 확인
ETC_20150317_002480	약과 관련되지 않은 내용이다.
ETC_20150317_002481	나크티스의 부하들이 냄비를 파괴했습니다.
ETC_20150317_002482	메이번의 장치의 내구도에 대한 의심
ETC_20150317_002483	나크티스의 부하들
ETC_20150317_002484	마지막 열쇠의 행방
ETC_20150317_002485	나크티스의 행방
ETC_20150317_002486	구슬과 열쇠
ETC_20150317_002487	미약한 석화서리를 흡수했습니다.
ETC_20150317_002488	수집 중
ETC_20150317_002489	석화된 꽃을 수집했습니다!
ETC_20150317_002490	바르는 중
ETC_20150317_002491	 에게 향나는 돌가루를 발랐습니다!
ETC_20150317_002492	이미 향나는 돌가루가 묻어있는 몬스터입니다.
ETC_20150317_002493	하급 아이스월
ETC_20150317_002494	하급 아이스월 스크롤을 사용했습니다.{nl}몬스터들에게 최대한 많은 피해를 입히세요!
ETC_20150317_002495	스크롤 사용 중
ETC_20150317_002496	도둑맞은 물자를 회수했습니다!
ETC_20150317_002497	포탈 확인 중
ETC_20150317_002498	왠지 작동할 것 같습니다!
ETC_20150317_002499	전혀 작동할 기미가 보이지 않습니다.
ETC_20150317_002500	선전물 부착 중
ETC_20150317_002501	왕국군 선전물을 부착했습니다!
ETC_20150317_002502	왕국군을 모집한다는 내용이 붙어있습니다.{nl}아직 잘 붙어있는 것 같습니다.
ETC_20150317_002503	반란군 기록을 파괴했습니다!
ETC_20150317_002504	훼손된 선전물을 획득했습니다.
ETC_20150317_002505	냄새 묻히는 중
ETC_20150317_002506	보급품에 몬스터의 체취를 묻혔습니다.
ETC_20150317_002507	이 몬스터의 체취는 이미 보급품에 묻혔습니다.
ETC_20150317_002508	폭탄을 사용했습니다!
ETC_20150317_002509	기록물을 회수 했습니다.
ETC_20150317_002510	워프
ETC_20150317_002511	너흰.. 모두 죽어야 해!
ETC_20150317_002512	네 뜻대론 되지 않을 게다!
ETC_20150317_002513	콜렉션을 본다
ETC_20150317_002514	모험일지를 본다
ETC_20150317_002515	기부를 한다
ETC_20150317_002516	의뢰를 본다
ETC_20150317_002517	다른 플레이어가 채취 중입니다.
ETC_20150317_002518	스크롤 사용 중..
ETC_20150317_002519	불의 항아리 설치 중..
ETC_20150317_002520	상자 여는 중..
ETC_20150317_002521	이미 홍염의 보석을 발견했습니다
ETC_20150317_002522	홍염의 보석을 발견했습니다
ETC_20150317_002523	1층 중앙 정화장치의 정보
ETC_20150317_002524	1층 통로 정화장치의 정보
ETC_20150317_002525	2층 보조 정화장치의 정보
ETC_20150317_002526	방해되는 베아카라스를 처치하였습니다.{nl}예비 정화장치에서 쓸만한 부품을 찾으세요.
ETC_20150317_002527	2층 주 정화장치의 정보
ETC_20150317_002528	나침반은 아무런 반응이 없습니다
ETC_20150317_002529	이쪽 정화관은 문제없이 잘 작동합니다.
ETC_20150317_002530	건너편에서 기계장치가 작동하는 소리가 들립니다.{nl}5구역으로 가면 윤활유가 있을 것 같습니다.
ETC_20150317_002531	기계장치의 소리가 선명하게 들려옵니다.{nl}5구역으로 가면 윤활유가 있을 것 같습니다.
ETC_20150317_002532	나침반 확인 중
ETC_20150317_002533	윤활유를 찾았습니다.{nl}마력 공급장치를 수리하러 돌아가세요.
ETC_20150317_002534	이제 모든 정화관이 제대로 작동합니다.{nl}순환 정화장치를 다시 작동시켜 보세요.
ETC_20150317_002535	수리에 필요한 모든 부품을 찾았습니다.{nl}주 정화장치로 돌아가 수리하세요.
ETC_20150317_002536	홍염의 보석에서 마력이 조금씩 새어나가고 있습니다.{nl}빨리 원인을 찾아 제거하는 것이 좋겠습니다.
ETC_20150317_002537	밸브의 정면에서만 살펴볼 수 있습니다.
ETC_20150317_002538	베아카라스를 처치한 뒤 진행하세요.
ETC_20150317_002539	부품을 찾았습니다!{nl}입구 정화장치로 돌아가 수리하세요
ETC_20150317_002540	부품을 찾았습니다!{nl}중앙 정화장치로 돌아가 수리하세요
ETC_20150317_002541	부품 수색을 방해해는 석화고래를 처치하였습니다.{nl}주 정화장치의 나머지 부품을 찾아 보세요.
ETC_20150317_002542	수호석 작동 중
ETC_20150317_002543	수호석의 힘이 방출됩니다!
ETC_20150317_002544	아직 수호석이 충전되지 않았습니다
ETC_20150317_002545	수호석의 에너지가 충전되었습니다
ETC_20150317_002546	기름 빼내는 중
ETC_20150317_002547	더 이상 나크티스와 관련된 자료가 없다.
ETC_20150317_002548	사제의 책 회수 중..
ETC_20150317_002549	메이번의 열쇠 회수 중..
ETC_20150317_002550	메이번의 열쇠 획득!
ETC_20150317_002551	나크티스 부하들의 방해가 심하다!
ETC_20150317_002552	메이번의 열쇠 사용 중..
ETC_20150317_002553	실험용 메슘
ETC_20150317_002554	산성용액 뿌리기
ETC_20150317_002555	마력수정 사용 중
ETC_20150317_002556	성물 회수 중
ETC_20150317_002557	성력이 탐지되지 않습니다
ETC_20150317_002558	성력 탐지 중
ETC_20150317_002559	마법 스크롤 사용
ETC_20150317_002560	아무 반응이 없다
ETC_20150317_002561	몬스터가 기절했다
ETC_20150317_002562	몬스터가 폭발했다
ETC_20150317_002563	그대는 계시자임을 증명해 보였다
ETC_20150317_002564	문이 열렸다. 계시를 획득 하라
ETC_20150317_002565	고기에 약 바르는 중
ETC_20150317_002566	고기 더 줘요
ETC_20150317_002567	머리가 어지럽고 배고파
ETC_20150317_002568	배불러
ETC_20150317_002569	순례자에게 고기 주는 중
ETC_20150317_002570	장치 작동 중
ETC_20150317_002571	추가 데미지 {Auto_1}!
ETC_20150317_002572	체력 흡수 {Auto_1}!
