ETC_20150317_000001	$Kepa
ETC_20150317_003010	{memo X}Tried to open the box but couldn't
ETC_20150317_003011	Available during the tagging game
ETC_20150317_003012	Cannot be used by the tagger
ETC_20150317_003013	Current Ice status
ETC_20150317_003014	Available in West Siauliai Woods
ETC_20150317_003015	There are no [Beast Type] monsters nearby!
ETC_20150317_003016	Ride on
ETC_20150317_003017	Using
ETC_20150317_003018	First reaction: Movement speed decrease
ETC_20150317_003019	Second reaction: Addiction
ETC_20150317_003020	Third reaction: Faint
ETC_20150317_003021	No special reaction
ETC_20150317_003022	Placing
ETC_20150317_003023	No effects
ETC_20150317_003024	Available only in opened, closed Crystal Mine
ETC_20150317_003025	:Fainted! Defeat.
ETC_20150317_003026	Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom_Big: Big Draw Bar: 51
ETC_20150317_003027	{memo X}Get rid of the Matsums charging in!
ETC_20150317_003028	You have completed placing the Sun Essence!
ETC_20150317_003029	Offering
ETC_20150317_003030	You have already made an offering!
ETC_20150317_003031	{memo X}This area already uses a shield.
ETC_20150317_003032	Exploring..
ETC_20150317_003033	Distance from the target:
ETC_20150317_003034	Releasing
ETC_20150317_003035	This anvil does not match this type of equipment.
ETC_20150317_003036	The rating of the anvil is low.
ETC_20150317_003037	[
ETC_20150317_003038	} has it!
ETC_20150317_003039	You cannot pass through this area yet!
ETC_20150317_003040	Collect bomb flower
ETC_20150317_003041	Obtained Bomb Flowers!
ETC_20150317_003042	You already have obtained the Bomb Flowers!
ETC_20150317_003043	Collect Oil-Stained Fuse
ETC_20150317_003044	Obtained!
ETC_20150317_003045	You have already have the Fuse!
ETC_20150317_003046	Delivering ingredients
ETC_20150317_003047	Collecting Bombs
ETC_20150317_003048	Obtained Canyon Bomb (disposable)!
ETC_20150317_003049	You already have that item
ETC_20150317_003050	Obtained Canyon Bomb!
ETC_20150317_003051	The box is locked!
ETC_20150317_003052	's
ETC_20150317_003053	Silver
ETC_20150317_003054	Trying to drop item without monster
ETC_20150317_003055	Skill is not available
ETC_20150317_003056	Remove
ETC_20150317_003057	Defeat the surrounding monsters to proceed
ETC_20150317_003058	NPCState no. 1 should be used in ArgStr1
ETC_20150317_003059	Quest ClassName is not in ArgStr1.
ETC_20150317_003060	Troubadour
ETC_20150317_003061	Death awaits you, if you don't win!
ETC_20150317_003062	For Klaipeda!
ETC_20150317_003063	The blessing of the goddess is with us!
ETC_20150317_003064	{/}{#ffFFFF} Hit Me of {/}
ETC_20150317_003065	Mejuda larvae has detected danger and is now self destructing!
ETC_20150317_003066	Avoid me!
ETC_20150317_003067	You do not want to commit the crime.
ETC_20150317_003068	I do not want to attack!
ETC_20150317_003069	A monster is controlling me!
ETC_20150317_003070	Just kill me instead!
ETC_20150317_003071	I want to be free..
ETC_20150317_003072	Thank you...
ETC_20150317_003073	I owe it to you! Thanks...
ETC_20150317_003074	Are you leading me to the goddess?
ETC_20150317_003075	I'm so afraid...
ETC_20150317_003076	Where is this place?
ETC_20150317_003077	What happened to me?
ETC_20150317_003078	The goddess is calling from there...
ETC_20150317_003079	$You led the soul to the Owl Sculpture!
ETC_20150317_003080	Angry Soul
ETC_20150317_003081	Revived Corpse
ETC_20150317_003082	$The soul made it to the Goddess Statue!
ETC_20150317_003083	Successfully crafted.
ETC_20150317_003084	{Auto_1} minutes {Auto_2} seconds remaining to craft the item
ETC_20150317_003085	{Auto_1} seconds remaining to craft the item
ETC_20150317_003086	Item successfully crafted
ETC_20150317_003087	{Auto_1} times left to create item
ETC_20150317_003088	Is already generated
ETC_20150317_003089	No session
ETC_20150317_003090	Created Friend session 01
ETC_20150317_003091	It is such a relief to have met you!
ETC_20150317_003092	Where did you meet that guy?
ETC_20150317_003093	Is that one going together?
ETC_20150317_003094	I shall join the Vacenin troops!
ETC_20150317_003095	I will accomplish it!
ETC_20150317_003096	Where were you born?
ETC_20150317_003097	Examples?
ETC_20150317_003098	That's a strange connection
ETC_20150317_003099	There can be no one left behind!
ETC_20150317_003100	Let's accomplish it!
ETC_20150317_003101	You're funny!
ETC_20150317_003102	Wont that guy also need a name?
ETC_20150317_003103	Blessing of the Goddess!
ETC_20150317_003104	Vacenin troop is a top notch troop
ETC_20150317_003105	I'll watch out from behind!
ETC_20150317_003106	And we have devoted our help!
ETC_20150317_003107	I have to go now
ETC_20150317_003108	It tag repeated!
ETC_20150317_003109	It tag already in progress
ETC_20150317_003110	Insufficient It tag participants
ETC_20150317_003111	Give session to PC participant
ETC_20150317_003112	End It tag
ETC_20150317_003113	{memo X}A Treasure Vubbe has appeared!
ETC_20150317_003114	The inhibiting group has been destroyed. Please start the quest again!
ETC_20150317_003115	Close
ETC_20150317_003116	Monument leading to the  second floor appeared
ETC_20150317_003117	Monument leading to the  second floor appeared {nl}
ETC_20150317_003118	Protect the group leader!
ETC_20150317_003119	Stop them!
ETC_20150317_003120	Help!
ETC_20150317_003121	Where did they come from??
ETC_20150317_003122	Ugh!
ETC_20150317_003123	Watch out for the monsters.
ETC_20150317_003124	Aggressive plants appear in this area
ETC_20150317_003125	Monsters will attack you so avoid them when they approach
ETC_20150317_003126	Wish me good luck
ETC_20150317_003127	I'm not afraid of monsters
ETC_20150317_003128	I want to finish it all and just rest
ETC_20150317_003129	I have a bad feeling about today.
ETC_20150317_003130	I won't lose to those guys
ETC_20150317_003131	I want to go to his hometown.
ETC_20150317_003132	Need to concentrate on them
ETC_20150317_003133	Initialization function
ETC_20150317_003134	on loop
ETC_20150317_003135	owner_ssn not available
ETC_20150317_003136	no parent PC available
ETC_20150317_003137	SSN_OBJECT_STORAGE session not given
ETC_20150317_003138	Accept Mission
ETC_20150317_003139	Cancel
ETC_20150317_003140	Can be traded right away through instant shop
ETC_20150317_003141	Opening lock
ETC_20150317_003142	Empty box
ETC_20150317_003143	Need to get rid of /3
ETC_20150317_003144	{memo X}Guardian of the contract emerged!
ETC_20150317_003145	Guardian of the Contract
ETC_20150317_003146	Box
ETC_20150317_003147	Ask what's going on
ETC_20150317_003148	Leave
ETC_20150317_003149	I can't you grow something like a garden
ETC_20150317_003150	Leave
ETC_20150317_003151	Ask if it wasn't a crush
ETC_20150317_003152	Give a pat on the shoulder
ETC_20150317_003153	No
ETC_20150317_003154	Show copy of the memorial stone
ETC_20150317_003155	Tell the story about meeting the soul of a lost lady
ETC_20150317_003156	Say 'OK' and just leave
ETC_20150317_003157	How dare you? Let go you human!
ETC_20150317_003158	Kyaoow!
ETC_20150317_003159	Groowwl...!!
ETC_20150317_003160	Real cuteness is in the gates of the Great King
ETC_20150317_003161	] should be completed before passing through
ETC_20150317_003162	Someone might own it so just copy it
ETC_20150317_003163	Defeat the horde of Vubbes!
ETC_20150317_003164	You need to place the crystal in district 9 in order to go down
ETC_20150317_003165	You can go down the rejected Specter
ETC_20150317_003166	You need the Vubbe Holystone
ETC_20150317_003167	Dungeon Vubbe Holystone
ETC_20150317_003168	Offer
ETC_20150317_003169	Dungeon Vubbe Holystone required
ETC_20150317_003170	I'll give
ETC_20150317_003171	Yes
ETC_20150317_003172	No
ETC_20150317_003173	Feels leery so just copy it
ETC_20150317_003174	Let's search
ETC_20150317_003175	Stop. Doesn't seem like there's anything here.
ETC_20150317_003176	Let's take a look at it
ETC_20150317_003177	Let me put your hands in it
ETC_20150317_003178	Let's put only one hand again
ETC_20150317_003179	Stop. It hurts.
ETC_20150317_003180	Stop. It's scary.
ETC_20150317_003181	Take it
ETC_20150317_003182	Eat it
ETC_20150317_003183	Try eating it
ETC_20150317_003184	Must try eating it
ETC_20150317_003185	Wonders of Kateen Forest
ETC_20150317_003186	The power of just six stones is not enough
ETC_20150317_003187	Rock Vubbe Miner
ETC_20150317_003188	Pickaxe Vubbet Miner
ETC_20150317_003189	Smells like some petty humans
ETC_20150317_003190	Knight Uska
ETC_20150317_003191	Soldier
ETC_20150317_003192	Detailed description is skipped
ETC_20150317_003193	Good work!
ETC_20150317_003194	Move to Crystal Mine Lot 2 - 2F
ETC_20150317_003195	Investigating
ETC_20150317_003196	Collecting
ETC_20150317_003197	Vubbe Tribe Flag
ETC_20150317_003198	Destroy the Flag of the Vubbe tribe!
ETC_20150317_003199	Placing the Bomb
ETC_20150317_003200	Secret passage of Vubbes
ETC_20150317_003201	{memo X}Fight back the Vubbes and install a bomb in the secret passage
ETC_20150317_003202	{memo X}Monsters are trying to get rid of the seal! Get rid of them!
ETC_20150317_003203	Vubbe Archer Soldier
ETC_20150317_003204	Vubbe Soldier
ETC_20150317_003205	You need to go to the goddess quickly
ETC_20150317_003206	Why are there so many monsters suddenly?
ETC_20150317_003207	Help!
ETC_20150317_003208	I can't get out!
ETC_20150317_003209	Please destroy this!
ETC_20150317_003210	Collecting Flame Vapor
ETC_20150317_003211	Grita's Reflection
ETC_20150317_003212	Be careful!
ETC_20150317_003213	You're in danger!
ETC_20150317_003214	What's that?
ETC_20150317_003215	There's no time to chat!
ETC_20150317_003216	You need to go fast
ETC_20150317_003217	You..
ETC_20150317_003218	Received damage
ETC_20150317_003219	Dead
ETC_20150317_003220	Click NPC
ETC_20150317_003221	Within trigger range
ETC_20150317_003222	Outside trigger range
ETC_20150317_003223	I got the item
ETC_20150317_003224	Item was discarded or stolen
ETC_20150317_003225	Used item
ETC_20150317_003226	Equipped item
ETC_20150317_003227	Removed item
ETC_20150317_003228	Used skill
ETC_20150317_003229	Entered zone
ETC_20150317_003230	Left the zone
ETC_20150317_003231	Received buff
ETC_20150317_003232	Removed buff
ETC_20150317_003233	Removed all buffs
ETC_20150317_003234	BroadMSG reception
ETC_20150317_003235	Receive UI events
ETC_20150317_003236	Cast
ETC_20150317_003237	Ritual of blessing
ETC_20150317_003238	You do not have enough sacrifices for the ceremony
ETC_20150317_003239	In front of [Forgotten Sanctuary]
ETC_20150317_003240	Press to proceed with the blessing ceremony
ETC_20150317_003241	Required! {nl} can be obtained from the Carved Owl nearby
ETC_20150317_003242	You can safely pass through the barrier if you have a bowl
ETC_20150317_003243	These gates are blocked {nl} You need the help of the Carved Owl to pass through
ETC_20150317_003244	Collecting
ETC_20150317_003245	I found the trail of scout troops
ETC_20150317_003246	Altar of Magic
ETC_20150317_003247	Obedient Owl Image
ETC_20150317_003248	Jalias Truffle
ETC_20150317_003249	The monster was attacked while comforting the souls!
ETC_20150317_003250	Owl Statue
ETC_20150317_003251	Fallen Carved Owl
ETC_20150317_003252	Fierce Spirit
ETC_20150317_003253	Grrrr... Grrrr...
ETC_20150317_003254	{memo X}Looking for Dry Twigs...
ETC_20150317_003255	{memo X}Obtained Dry Twigs of Thorn Forest!
ETC_20150317_003256	No more Dry Twigs left in Thorn Forest
ETC_20150317_003257	Ball shot
ETC_20150317_003258	Gathering trails
ETC_20150317_003259	{memo X}While awake in the debris of memory.
ETC_20150317_003260	Matsum v13
ETC_20150317_003261	Kill monsters!
ETC_20150317_003262	The effect of active stones is disabled!
ETC_20150317_003263	{memo X}The effect of active stones is disabled!{nl} You can receive the active buff again if you return to Mausoleum suppressor manual
ETC_20150317_003264	Absorbing energy
ETC_20150317_003265	Removing
ETC_20150317_003266	Awakened Boowook
ETC_20150317_003267	Waking up
ETC_20150317_003268	Releasing
ETC_20150317_003269	Key of local troop is missing
ETC_20150317_003270	Offered the local troops!
ETC_20150317_003271	Consecrating the power source
ETC_20150317_003272	Consecrated the power source!
ETC_20150317_003273	{memo X}The power source is not enough
ETC_20150317_003274	{memo X}Get rid of the Ominous Souls
ETC_20150317_003275	Turning off guardian device
ETC_20150317_003276	{memo X}Turned off local guardian device
ETC_20150317_003277	{memo X}This local guardian device is turned off
ETC_20150317_003278	Start lever
ETC_20150317_003279	{memo X}Get rid of the boss on the 2nd floor of Royal Mausoleum.
ETC_20150317_003280	Restarting
ETC_20150317_003281	Collecting the condensed magic source
ETC_20150317_003282	You need to get rid of the phantom
ETC_20150317_003283	Faithful Vassal
ETC_20150317_003284	Released the loyal servants
ETC_20150317_003285	Defeat the Bear General!
ETC_20150317_003286	Lure the Tomb Warriors into the trap and kill them!
ETC_20150317_003287	This path is not allowed for you
ETC_20150317_003288	Defeat the summoned monsters!
ETC_20150317_003289	Defeat the monsters!
ETC_20150317_003290	Defeat Medakia!
ETC_20150317_003291	Charging soul
ETC_20150317_003292	Pouring magic source
ETC_20150317_003293	The jar has been filled!
ETC_20150317_003294	Royal Mausoleum Warriors
ETC_20150317_003295	High-level taser
ETC_20150317_003296	Recovery Device
ETC_20150317_003297	Low-level taser
ETC_20150317_003298	Suppressor
ETC_20150317_003299	Defeat Madakia by using the magic device!
ETC_20150317_003300	Do not destroy the inhibiting group!
ETC_20150317_003301	Defeat the Royal Mausoleum Warriors!
ETC_20150317_003302	Defeat the monsters!
ETC_20150317_003303	Defeat Rexipher and the monsters!
ETC_20150317_003304	] should be completed to pass through
ETC_20150317_003305	The song seems to touch the heart so let's copy it
ETC_20150317_003306	Found the lighted fountain
ETC_20150317_003307	Building
ETC_20150317_003308	You cannot pass because the monster is blocking the way. {nl}
ETC_20150317_003309	Go back!
ETC_20150317_003310	Piece of wood with diving power
ETC_20150317_003311	ea obtained
ETC_20150317_003312	Obtained the essence of soul
ETC_20150317_003313	Are you telling me to die again?!
ETC_20150317_003314	That's nonsense!
ETC_20150317_003315	You cold-blooded fool!
ETC_20150317_003316	You're no different from the one who killed me!
ETC_20150317_003317	I see.. Please use it well..
ETC_20150317_003318	I've been waiting for you..
ETC_20150317_003319	Persuading
ETC_20150317_003320	The soul has turned hostile! {nl} You have to get the essence of the soul forcibly!
ETC_20150317_003321	You obtained the Meduja larvae
ETC_20150317_003322	You obtained the lost package
ETC_20150317_003323	Thank you.. You are so kind..
ETC_20150317_003324	Taking memo.
ETC_20150317_003325	You copied the writings on the memorial stone of pilgrims
ETC_20150317_003326	Jibyu Banshee
ETC_20150317_003327	Gryna Bushspider
ETC_20150317_003328	Ludas Bushspider
ETC_20150317_003329	You must to complete the Owl Chief's request to pass through
ETC_20150317_003330	Sounds like a good song so let's copy it
ETC_20150317_003331	Senior Melinas Pokubu
ETC_20150317_003332	Large Ludas Mini Griba
ETC_20150317_003333	Get rid of Spectre
ETC_20150317_003334	[Defeat Mushwort] must be completed in order to pass through
ETC_20150317_003335	$Delivering Supplies
ETC_20150317_003336	$Received Supplies
ETC_20150317_003337	$Retrieving Supplies
ETC_20150317_003338	$Recovering Body
ETC_20150317_003339	Collecting provocative fragrance
ETC_20150317_003340	Session available
ETC_20150317_003341	He.. Help!
ETC_20150317_003342	Scout Danus
ETC_20150317_003343	Releasing trap
ETC_20150317_003344	This is all because of you!
ETC_20150317_003345	And to do now!
ETC_20150317_003346	Scary...
ETC_20150317_003347	I want to run away but I can't...
