ITEM_20150317_000001	없음_helmet
ITEM_20150317_001315	마이트 페디미안 체인
ITEM_20150317_001316	페디미안에서 생산되는 세공품의 명성은 수 백년의 전통을 지니고 있습니다. 여느 도시의 제품과 다른 차이를 느낄 수 있습니다.
ITEM_20150317_001317	덱스 페디미안 체인
ITEM_20150317_001318	헬스 페디미안 체인
ITEM_20150317_001319	인텔 페디미안 체인
ITEM_20150317_001320	마인드 페디미안 체인
ITEM_20150317_001321	유코푸스 네클리스
ITEM_20150317_001322	착용자의 마법력을 향상시켜줍니다.
ITEM_20150317_001323	부베 네클리스
ITEM_20150317_001324	매직 팬던트
ITEM_20150317_001325	아이보리 팬던트
ITEM_20150317_001326	룬 팬던트
ITEM_20150317_001327	실버 탈리스만
ITEM_20150317_001328	대성당의 축복이 내려진 목걸이.
ITEM_20150317_001329	나태의 목걸이
ITEM_20150317_001330	분노의 목걸이
ITEM_20150317_001331	거짓의 목걸이
ITEM_20150317_001332	스트링 네클리스
ITEM_20150317_001333	전설에 따르면 리디아 샤펜이 수행 초기 가난하던 시절에 비법을 깨우쳐 이 목걸이를 만들어 착용하고 실력을 연마했다고 합니다. 
ITEM_20150317_001334	판토 탈리스만
ITEM_20150317_001335	판토족이 인간과 적대지 않았던 시절에 한 인간 마법사가 이 목걸이의 제작법을 판토족에게 선물했다고 합니다.
ITEM_20150317_001336	파이라이트 팬던트
ITEM_20150317_001337	예전에는 파이로맨서 마스터가 입문자에게 수여했습니다. 그러나 여신들께서 종적을 감추신 이후 이 전통은 끊겼습니다.
ITEM_20150317_001338	크리오라이트 팬던트
ITEM_20150317_001339	크리오맨서 마스터는 식물재앙 이전인 자신의 취임부터 이 펜던트의 수여 행사를 중단하였습니다. 이제 이 목걸이는 착용자가 직접 만들거나 획득해야 합니다.
ITEM_20150317_001340	매직 탈리스만
ITEM_20150317_001341	두 종류의 마력이 깃든 물품을 융합하는 일은 일단 촉매가 되는 재료를 발견하면 쉬운 일이 됩니다. 다만 그러한 발견이 인간만 가능한 것은 아닙니다.
ITEM_20150317_001342	스트랭스 팬던트
ITEM_20150317_001343	식물재앙 이후 몬스터의 능력을 이용하는 새로운 마법물품이 발명되고 있습니다.
ITEM_20150317_001344	파이루마 체인
ITEM_20150317_001345	파이로맨서 마스터는 이 물품의 제조에 아무런 관련이 없습니다. 
ITEM_20150317_001346	아이스마 체인
ITEM_20150317_001347	떠도는 소문에 의하면 이 제품이 팔릴 때마다 크리오맨서 마스터가 돈을 받는다고 합니다.
ITEM_20150317_001348	포이즈마 체인
ITEM_20150317_001349	마법사의 탑에서 쫓겨난 마법사들이 주로 제조에 참여하고 있다고 합니다.
ITEM_20150317_001350	라이트나 체인
ITEM_20150317_001351	전설에 따르면 아가일라 플러리가 마왕과 싸울 때 이 목걸이를 수십 개 준비하였고, 준비한 것이 모두 파괴될 때까지 싸웠다고 합니다.
ITEM_20150317_001352	헬스 스톤
ITEM_20150317_001353	건강에 좋다는 모든 재료를 모아 그 능력을 마법으로 응축해 제조하는 방식의 장비입니다.
ITEM_20150317_001354	워리어 팬던트
ITEM_20150317_001355	이 물품의 제조법이 왕국에 전파된 시기는 오래되었으나 기원은 바바리안 마스터의 고향이라는 설이 있습니다. 현재는 두 지역의 방식이 다를 것이라 추측합니다.
ITEM_20150317_001356	사이클롭스 아이
ITEM_20150317_001357	이것이 지켜본 마계의 어둠이 이제 반대로 당신을 보호합니다.
ITEM_20150317_001358	본 네클리스
ITEM_20150317_001359	언데드로 이 땅에 귀환하려던 시도가 실패하자 그 활동력을 변환해서 담은 장비입니다.
ITEM_20150317_001360	카너버 네클리스
ITEM_20150317_001361	자신의 것이 아닌 물건을 지니고 있으면, 불길할 지도 모릅니다. 다만 이 장비의 본 이름과 출처를 알 수 없으니 걱정은 없습니다.
ITEM_20150317_001362	케파 팬던트
ITEM_20150317_001363	포 마인 네클리스
ITEM_20150317_001364	어느 고결한 병사의 유품이 새 주인을 찾았습니다.
ITEM_20150317_001365	퀀커러
ITEM_20150317_001366	건국전쟁기에 한 현자가 자카리엘 대왕을 섬기기로 결정하면서 선물로 바친 물품이 기원입니다. 대왕께서는 이후 제작법을 비밀로 하지 않으셨기에 당시에 널리 퍼졌으나 현재는 오히려 실전되어 구하기 어렵습니다.
ITEM_20150317_001367	페타미온
ITEM_20150317_001368	어떤 사람들은 이 물건이 모든 능력을 일시에 향상시키는 비법을 먼저 찾아낸 것은 인간이 아닌 마족이라는 설을 증명한다고 생각합니다.
ITEM_20150317_001369	일렉투스
ITEM_20150317_001370	화합하지 않는 두 속성을 이용하여 어느 한 속성을 극대화할 수 있습니다. 향상된 효능에 비해 잃게 될 능력을 충분히 고려해야 합니다. 
ITEM_20150317_001371	사피에 네클리스
ITEM_20150317_001372	이것은 전주인을 지키지 못했지만, 끝까지 함께 했습니다. 당신에게는 두 가지가 모두 성공하기 바랍니다.
ITEM_20150317_001373	가디언
ITEM_20150317_001374	다툼을 즐기지 않으시는 제미나 여신의 성총이 담긴 물건입니다. 착용자에게 놀라운 보호력을 제공하지만, 공격시에는 큰 단점을 보여줍니다.
ITEM_20150317_001375	막스 페타미온
ITEM_20150317_001376	사람이 지닌 모든 능력을 향상시킬 방법을 찾고 있다면, 그 답은 이미 나와있습니다. 그러나 그 답을 자신의 것으로 만들기는 어렵습니다.
ITEM_20150317_001377	애니무스
ITEM_20150317_001378	이 목걸이의 착용자는 영혼의 일부를 다른 세계에 둔다는 소문이 있습니다. 많은 사람들이 연구하고 있으나 어떻게 이 목걸이가 그런 효과를 내는지는 아직 미지수입니다.
ITEM_20150317_001379	없음_Ring
ITEM_20150317_001380	홈 파인 뱅글
ITEM_20150317_001381	팔찌
ITEM_20150317_001382	수정이 박혀있던 홈의 흔적이 선명하게 남아있습니다.
ITEM_20150317_001383	레더 뱅글
ITEM_20150317_001384	몇몇 몬스터의 가죽은 굳이 특별한 마력을 담지 않아도 만드는 방법에 의해 마법적인 효과를 냅니다. 단순한 가죽 팔찌라고 무시하지 마십시오.
ITEM_20150317_001385	라이트 뱅글
ITEM_20150317_001386	착용자의 근력을 올린다고 착각하는 사람들이 있습니다. 이는 전혀 사실이 아닙니다.
ITEM_20150317_001387	헤비 뱅글
ITEM_20150317_001388	정신력의 향상은 자신의 능력이 확대되는 것이 아니라 주변과의 교감이 향상된다는 의미이며, 이로써 당신의 원기가 충만해집니다. 
ITEM_20150317_001389	링 브레이슬릿
ITEM_20150317_001390	명중력은 결국 자신의 몸에 대한 통제력입니다. 어큐러시 뱅글의 효능이 그것을 가능하게 합니다.
ITEM_20150317_001391	노블 브레이슬릿
ITEM_20150317_001392	이 장비에는 대지의 여신 제미나의 은총이 깃들어 있다고 합니다. 
ITEM_20150317_001393	아이언 뱅글
ITEM_20150317_001394	마법적인 효력은 없지만, 방어력이 오르는 것은 확실합니다.
ITEM_20150317_001395	헬스 헤비 뱅글
ITEM_20150317_001396	큰 마력이 필요치 않은 장비는 페디미안 제품이 좋은 성능으로 오래전부터 명성을 떨쳐왔습니다.
ITEM_20150317_001397	마기 헤비 뱅글
ITEM_20150317_001398	어큐러시 헤비 뱅글
ITEM_20150317_001399	라이트 헤비 뱅글
ITEM_20150317_001400	라이트 아이언 뱅글
ITEM_20150317_001401	아이언 뱅글이 닳고 손상된 형태라고 추측됩니다.
ITEM_20150317_001402	클라페다 브레이슬릿
ITEM_20150317_001403	우든 뱅글
ITEM_20150317_001404	가벼운 재질의 나무로 만들어져 있습니다.
ITEM_20150317_001405	부베 뱅글
ITEM_20150317_001406	포레스트 뱅글
ITEM_20150317_001407	로카스 브레이슬릿
ITEM_20150317_001408	룬 브레이슬릿
ITEM_20150317_001409	실버 브레이슬릿
ITEM_20150317_001410	크리스탈 뱅글
ITEM_20150317_001411	과거에는 수정광산에서 나오는 수정이 주로 사용되었습니다. 광산에 여러 문제가 생긴 후로 제작이 어려워졌습니다.
ITEM_20150317_001412	샤인 브레이슬릿
ITEM_20150317_001413	착용자들의 말에 따르면 장착하면 원기와 생기가 넘치는 기분이 든다고 합니다.
ITEM_20150317_001414	배틀 브레이슬릿
ITEM_20150317_001415	슬픈 일이지만, 과거에는 인간 사이의 전쟁에서 더 많이 사용되곤 했습니다.
ITEM_20150317_001416	포이즌 뱅글
ITEM_20150317_001417	예전부터 여러 생물독을 이용하여 제작하였으며 식물재앙 이후에 재료가 더 구하기 쉬워진 편입니다.
ITEM_20150317_001418	플랜츠 브레이슬릿
ITEM_20150317_001419	식물의 약점을 이용할 방법을 빠르게 찾아낸 윈터스푼 가문은 그 비법을 널리 세상에 공유하고 있습니다. 
ITEM_20150317_001420	컨트롤 뱅글
ITEM_20150317_001421	무생물이 변이되어 몬스터가 된 경우; 그들의 정신을 조종하여 약화시킬 수단이 있으며 이를 팔찌에 담은 장비입니다.
ITEM_20150317_001422	헌터 뱅글
ITEM_20150317_001423	이 팔찌는 사냥꾼들 사이에서는 오래전부터 알려진 물품입니다. 근래에 들어 몬스터의 폭증으로 더 많은 사람들이 사용합니다.
ITEM_20150317_001424	브레이서 오브 아처
ITEM_20150317_001425	재료에 포함된 피를 갈망하는 기운이 명중률에 영향을 미친다는 추측이 있습니다.
ITEM_20150317_001426	위저드 브레이슬릿
ITEM_20150317_001427	기원을 알 수 없을 정도로 오래전에 고안된 제작법입니다. 비록 발견되는 횟수는 적어도 발견장소는 넓게 분포되어있습니다. 
ITEM_20150317_001428	래피드 뱅글
ITEM_20150317_001429	식물재앙 이후 부베들이 마족에게서 얻은 비법을 인간 용사들이 탈취하는데 성공하여 세상에 알려지게 되었습니다.
ITEM_20150317_001430	글래스 브레이슬릿
ITEM_20150317_001431	이 장비를 착용하고 싶은 사람이 늘어나서 왕국 각지에서 보석값이 폭등하려 한다는 소문이 있습니다.
ITEM_20150317_001432	머레지나 뱅글
ITEM_20150317_001433	어떤 사람들은 바다의 향취가 느껴진다고도 합니다만, 그저 심리적 착각이라고 봅니다.
ITEM_20150317_001434	베아카라스 브레이슬릿
ITEM_20150317_001435	베아카라스가 힘이 어디에서 나왔는지 알 수 있습니다. 
ITEM_20150317_001436	노비스 뱅글
ITEM_20150317_001437	손에 뭔가를 처음 착용한다면 좋은 선택입니다.
ITEM_20150317_001438	글래디에이터 밴드
ITEM_20150317_001439	왕국의 역사에서 검투경기가 가장 활발하던 카듀멜 국왕 시대에 고안된 제작법으로 근래 몬스터의 위협이 증가하자 새삼 주목받는 제작법이 되었습니다.
ITEM_20150317_001440	브레이슬릿 오브 린네
ITEM_20150317_001441	식물재앙 이후 새로운 종들이 나타났고, 대처법을 찾는 일에 공헌한 한 학자의 이름을 따라 지어졌습니다.
ITEM_20150317_001442	포라
ITEM_20150317_001443	자세히보면 
ITEM_20150317_001444	빛과 어둠이 공존하던 시대에 생명의 근원 아래에서 최초의 인간들에 의해 만들어졌도다.
ITEM_20150317_001445	 라는 문장을 발견할 수 있습니다.
ITEM_20150317_001446	포레
ITEM_20150317_001447	자카리엘 뱅글
ITEM_20150317_001448	대왕의 사후 그를 추모하여 만들어졌다는 말이 전합니다.
ITEM_20150317_001449	시셀 브레이슬릿
ITEM_20150317_001450	전설에 따르면 한 병사가 자신의 이성 및 모든 것을 광기에 내주는 대가로 이 팔찌를 얻은 후 강력한 마왕을 봉인했다고 합니다.
ITEM_20150317_001451	스킬1 팔찌
ITEM_20150317_001452	특수 스킬을 사용할 수 있습니다.
ITEM_20150317_001453	스킬2 팔찌
ITEM_20150317_001454	스킬3 팔찌
ITEM_20150317_001455	스킬4 팔찌
ITEM_20150317_001456	하이랜더 코스튬
ITEM_20150317_001457	코스튬
ITEM_20150317_001458	왕궁의 정식 행사에서도 입을 수 있는 품위를 갖추되 팔다리를 편안히 움직일 수 있는 형태로 만들어졌습니다. 
ITEM_20150317_001459	펠타스타 코스튬
ITEM_20150317_001460	펠타스타들은 화려한 복장을 선호합니다. 적에 눈에 띄는 위험보다는 아군에게 자신의 활약을 과시하는 편이기 때문입니다.
ITEM_20150317_001461	하플라이트 코스튬
ITEM_20150317_001462	다리의 활동성을 보장하여 도약후 투창등의 동작에 원활한 의상입니다. 격식을 갖춰야 할 장소에서도 어색하지 않습니다.
ITEM_20150317_001463	센츄리온 코스튬
ITEM_20150317_001464	이 의상은 지난 천 년가 거의 변함없이 이어지는 전통적 외양에 충실합니다. 
ITEM_20150317_001465	바바리안 코스튬
ITEM_20150317_001466	특정한 복식을 따르지는 않지만, 그래도 선호하는 복장이 있다면 이런 종류입니다.
ITEM_20150317_001467	캐터프락트 코스튬
ITEM_20150317_001468	기마에 어울리는 무장의 형태를 취한 상입니다. 올라탄 생물에게도 부담이 적습니다.
ITEM_20150317_001469	커세어 코스튬
ITEM_20150317_001470	실제로는 여러 옷이 모여서 하나의 옷을 구성하는 형식입니다. 바다 생활에 필요한 지혜를 반영하고 있습니다.
ITEM_20150317_001471	도펠죌트너 코스튬
ITEM_20150317_001472	도펠죌트너를 탄생시킨 지방의 복식을 유지하면서 그들의 자유로운 정신을 반영한 복장입니다. 
ITEM_20150317_001473	로델레로 코스튬
ITEM_20150317_001474	정열적인 기상을 나타내는 한편 전투에 필요한 단단한 조임을 자랑하는 의상입니다. 
ITEM_20150317_001475	스콰이어 코스튬
ITEM_20150317_001476	전장과 전투로의 험지를 도보로 이동하는 잦았던 시대의 스콰이어의 필요를 반영하고 있는 전통적인 의상입니다.
ITEM_20150317_001477	시노비 코스튬
ITEM_20150317_001478	무르밀로 코스튬
ITEM_20150317_001479	팬서 코스튬
ITEM_20150317_001480	랜서 코스튬
ITEM_20150317_001481	드라군 코스튬
ITEM_20150317_001482	파이로맨서 코스튬
ITEM_20150317_001483	파이로맨서들은 자신들의 의상이 마법사이자 신사적인 사제의 외양을 나타낸다고 생각합니다.
ITEM_20150317_001484	크리오맨서 코스튬
ITEM_20150317_001485	냉기에는 익숙하지만 극한의 냉기를 다룰 경우도 고려하여 만들어졌습니다. 현재 마스터의 성격을 반영해 실용적인 목작에 충실합니다.
ITEM_20150317_001486	사이코키노 코스튬
ITEM_20150317_001487	겉으로는 단정하지만, 입어보면 헐렁한 의상입니다. 사이코키노는 정신만큼이나 신체도 구속받기 원하지 않기 때문입니다.
ITEM_20150317_001488	알케미스트 코스튬
ITEM_20150317_001489	사실은 여러 벌의 옷을 겹쳐 입어 비상시에 하나씩 벗을 수 있도록 되어있습니다.
ITEM_20150317_001490	소서러 코스튬
ITEM_20150317_001491	마법사치고는 전투적인 복장입니다. 그들이 다루는 피조물을 생각하면 당연한 일입니다.
ITEM_20150317_001492	링커 코스튬
ITEM_20150317_001493	사물의 연결을 추구하기에 복식에서는 아무런 연상점을 찾을 수 없는 단백한 의상이 요구됩니다. 다른 링커에게 연상에 의한 연결점을 주지 않기 위해서라고 합니다.
ITEM_20150317_001494	크로노맨서 코스튬
ITEM_20150317_001495	크로노맨서의 의상은 그들의 주장에 따르면 아가일라 플러리가 가장 좋아하던 형태의 옷이라고 합니다.
ITEM_20150317_001496	네크로맨서 코스튬
ITEM_20150317_001497	그들은 자신들이 어둡게 보이기를 원하지 않지만, 장례 의식을 집전해도 충분한 의상입니다.
ITEM_20150317_001498	쏘마터지 코스튬
ITEM_20150317_001499	실은 이들의 의상은 이들이 사용하는 마법과는 잘 어울리지 않습니다. 그러나 전통이란 무시할 수 없는 요소입니다.
