QUEST_20160718_003975	Found staff recipe from the grave.	무덤에서 지팡이 제작서를 발견했다				정체불명의 기둥	
QUEST_20160718_003976	There is nothing around the grave.	무덤 근처에 아무것도 없다				정체불명의 기둥	
QUEST_20160718_003977	My staff has been restored.{nl}As a token for my gratitude, I will help you fight the monsters.	제 지팡이가 복원이 되었군요.{nl}감사의 뜻으로 당신이 몬스터를 상대하는데 도움을 드리겠습니다.				마법사 영혼	
QUEST_20160718_003978	I will be with you, weakening the enemies.	그대 주위를 맴돌면서 몬스터 무리를 약화시키겠습니다.				마법사 영혼	
QUEST_20160718_003979	Officer's Soul	장교 영혼					
QUEST_20160718_003980	Please, find my soldiers who are disperesed.	흩어진 내 부하들을 찾아주시오.				장교 영혼	
QUEST_20160718_003981	Epitaph	무덤에 적힌 글귀					
QUEST_20160718_003982	In the hopes of restoring my staff...	부서진 지팡이가 다시 복원되길 바라며..				무덤에 적힌 글귀	
QUEST_20160718_003983	With the owner of the grave.	무덤의 주인과 함께 하고 있다				무덤에 적힌 글귀	
QUEST_20160718_003984	The Wizard's soul roams around.	마법사 영혼이 주위를 맴돌고 있다				무덤에 적힌 글귀	
QUEST_20160718_003985	Show them the proof you have received, and they will follow.	그대에게 준 증표를 부하들에게 보여주면 부하들이 그대를 따를 것이오.				장교 영혼	
QUEST_20160718_003986	The orb pieces are not enough to activate the device.	장치를 작동시키기엔 구슬 조각이 부족하다				정체불명의 기둥	
QUEST_20160718_003987	Thanks to you my soldiers have returned safely.	고맙다. 그대 덕분에 부하들이 무사히 돌아왔다.					
QUEST_20160718_003988	You made it possible for us to go back home. I consider the moment I met you as the best luck I have ever had.	자네 덕분에 안전하게 고향으로 돌아갈 수 있을 것 같군. 자네를 만난 건 내 인생 최고의 행운이었네.				부대장 탈른	
QUEST_20160718_003989	The Baron's greed had him send his men into this area. {nl}None of them made it back.	남작은 욕심에 눈이 멀어 수하들을 이 안으로 들여보냈었지. {nl}물론 돌아오진 못했지만.{nl}	QUEST_20150414_001826	The Baron's greed had him send his men into this area. {nl}None of them made it back.	남작은 욕심에 눈이 멀어 수하들을 이 안으로 들여보냈었지. {nl}물론 돌아오진 못했다만.{nl}	마군주 하우벅	
QUEST_20160718_003990	The easiest way to tell clerics and wizards apart is to see how they use the grace of the goddess.{nl}Clerics use it as it comes to them, Wizards transform it in different ways according to their will.{nl}	성직자와 마법사를 구분하는 가장 쉬운 방법은 여신의 은총을 어떤 방법으로 사용하느냐는 것이다.{nl}여신의 은총을 그대로 사용하는 성직자와, 사용하는 이의 의지에 따라 여러 모습으로 환원하여 사용하는 마법사.{nl}	QUEST_20150317_000644	The easiest way to tell clerics and wizards apart is to see how they use the grace of the goddesses. {nl}They can turn the grace of the goddesses to different forms.	성직자와 마법사를 구분하는 가장 쉬운 방법은 여신의 은총을 어떤 방법으로 사용하느냐는 것이다.{nl}여신의 은총을 그대로 사용하는 성직자와 마법사는 사용하는 이의 의지에 따라 여러 모습으로 환원될 수 있다.{nl}	성자 메이번의 견해	
QUEST_20160718_003991	Because of Helgasercle, a great chaos will come down on this world. {nl}It's a desperate gamble to leave the tower to a goddess who should be taking care of the world's flame.	그로 인해 분명 세상에 가져다 줄 혼란도 있을 것이다.{nl}세상의 불꽃을 관장해야 할 여신께 탑을 맡긴다는 것 자체가 무모한 도전일 수도 있다.{nl}	QUEST_20150317_000657	Because of Helgasercle, a great chaos will come down on this world. {nl}It's a desperate gamble to leave the tower to a goddess who should be taking care of the world's flame.	그로 인해 분명 세상에 가져다 줄 혼란도 있을 것이다.{nl}세상의 불꽃을 관장해야 할 여신께 탑을 맞긴다는 것 자체가 무모한 도전일 수도 있다.{nl}	아가일라 플러리의 일기	
QUEST_20160718_003992	I came to Agailla Flurry's room to pick up cleaning materials, {nl}and I saw Flurry talking to a woman with giant flames swaying around her body.{nl}	아가일라 플러리님의 방에 놓고 온 청소도구를 다시 가지러 갔다가 플러리님께서 몸 주위에 엄청난 불꽃이 일렁이는 여자와 대화하시는 것을 보았다.{nl}	QUEST_20150317_000661	I came to Agailla Flurry's room to pick up cleaning materials, {nl}and I saw Flurry talking to a woman with giant flames swaying around her body.	아가일라 플러리님의 방에 놓고 온 청소도구를 다시 가질러 갔다가 플러리님께서 몸 주위에 엄청난 불꽃이 일렁이는 여자와 대화하시는것을 보았다.{nl}	수습 마법사 제인의 일기	
QUEST_20160718_003993	After that, the basic senses, religious belief of the goddess, {nl}and mathematical approaches were mixed to find areas for expansion.	그 후 선천적인 자각이나 여신의 신앙, 수학적 접근이 가미되어 마법학은 새로운 확장을 꾀하였다.{nl}	QUEST_20150317_000674	After that, the basic senses, religious belief of the goddesses, {nl}and mathematical approaches were mixed to find areas for expansion.	그 후 선천적인 자각이나 여신의 신앙, 수학적 접근이 가미되어 마법학은 새로운 확장을 꾀하기 시작했다.{nl}	마법의 계보	
QUEST_20160718_003994	However, you shouldn't forget SPR if you want to cast more spells.{nl}You'll have to choose between being balanced or specialized.	{nl}하지만 마법을 자주 사용하려면 정신도 잊지 말아야 합니다.{nl}마법을 많이 사용할 수 있도록 최대 SP를 높여 주고, SP 회복력도 증가시켜 주거든요.{nl}잘 선택하셔야 해요.	QUEST_20151224_003311	However, you shouldn't forget SPR if you want to cast more spells.{nl}You'll have to choose between being balanced or specialized.	하지만 마법을 자주 사용하려면 정신력도 잊지 말아야 합니다.{nl}균형과 집중 중에서 잘 선택하셔야 해요.	이주민 브로펜	
QUEST_20160718_003995	{nl}But DEX is almost equally important. It increases Hit Probability, Evasion Rate and Critical Rate.{nl}Think careful about what path you will take.	{nl}하지만 민첩에 투자하면 명중, 회피, 치명타 확률을 높여줍니다.{nl}앞으로 무엇이 될 지 먼저 따져보는 게 좋을 겁니다.	QUEST_20151224_003313	However, DEX will prevent problems with movements.{nl}Think careful about what path you will take.	하지만 민첩한 몸놀림을 빼 놓을 순 없겠지만요.{nl}앞으로 무엇이 될지 먼저 따져보는 게 좋을 겁니다.	이주민 브로펜	
QUEST_20160718_003996	The Orb Crystal can be found around Nuosirdum Chapel and Worship Anteroom.{nl}We are counting on you!	보주 결정은 아마 예배 준비실과 누오실둠 예배소 주변에서 찾을 수 있을 거야.{nl}꼭 부탁한다!				추종자 바이두티스	
QUEST_20160718_003997	I installed most of them in the Waiting Room and the Supply Room.{nl}You might be able to get some from the Blue Vubbe Archers over there, too.	함정은 대기실과 비품실에 대부분 매설해 두었습니다.{nl}혹은 이곳을 배회하는 푸른 부베 궁수들에게서도 구하실 수 있을 겁니다.				사제 드라즈니에	
QUEST_20160718_003998	His last request was to fulfill the divine mission in Maven's place before returning to the goddess, and the Church accepted.	유언으로 메이번을 대신하여 여신의 품으로 가지 않고 신성한 사명을 수행하고 싶다고 간청했고 교단에서는 그의 간청을 승인하였다.	QUEST_20151001_002663	His last request was for the Divine Mission for Maven to be fulfilled even after his death, {nl}and the Church accepted.	유언으로 메이번을 대신하여 여신의 품으로 가지 않고 신성한 사명을 수행하고 싶다고 간청했고 교단에서는 그의 바램을 승인하였다.	주교 일람	
QUEST_20160718_003999	The difference is that it is the will of the dead that keeps the spirit behind {nl}while curses are forced upon by others onto you.	하지만 죽은 이의 영혼은 자신의 바람이 강한 염으로 발현된 것이라면 {nl}저주는 타인의 의지가 반영된 것임을 분명히 구분해야 한다.{nl}	QUEST_20150323_001605	The difference is that it is the will of the dead that keeps the spirit behind {nl}while curses are forced upon by others onto you.	하지만 죽은 이의 영혼은 자신의 바램이 강한 염으로 발현된 것이라면 {nl}저주는 타인의 의지가 반영된 것임을 분명히 구분해야 한다.{nl}	저주의 본질	
QUEST_20160718_004000	The Demon Lord of Curses, Naktis... {nl}She has not shown herself yet, but I'm sure she's somewhere inside the sanctuary.	저주의 마군주 나크티스..{nl}실체는 드러낸 적은 없지만 이 지성소 어딘가에 있는 것만은 확실합니다.{nl}	QUEST_20150323_001635	The monarch of curses, Naktis... {nl}She has not shown herself yet, but I'm sure she's somewhere inside the sanctuary.	저주의 마군주 나크티스..{nl}실체는 드러낸 적은 없다만 이 지성소 어딘가에 있는 것만은 확실합니다.{nl}	주교 아우렐리우스의 영혼	
QUEST_20160718_004001	264th day of the War{nl}-{nl}A friend who's acting as Ruklys' advisor told me that Kadumel is conspiring with a group of thieves to overturn the situation.{nl}To stop this, Ruklys with his chosen elite troops will leave the fortress in secret.{nl}Telling me to keep the secret at all costs, my friend had a very serious look on his face.{nl}	전쟁 264일째{nl}-{nl}루클리스님의 참모로 있는 친구가 말하길 카듀멜이 왕국군의 난항을 뒤집기 위해 도적 무리와 결탁한다고 했다.{nl}루클리스님은 이걸 막기 위해 직접 정예들을 이끌고 은밀히 요새를 벗어나신다고 했다.{nl}절대로 비밀을 지킬 것을 다짐시키는 친구의 얼굴이 무척 진지하다.{nl}	QUEST_20151016_002782	264th day of the War{nl}-{nl}A friend who's acting as Ruklys' advisor told me that Kadumel is conspiring with a group of thieves to overturn the situation.{nl}To stop this, Ruklys with his chosen elite troops will leave the fortress in secret.{nl}Telling me to keep the secret at all costs, my friend had a very serious look on his face.{nl}	전쟁 264일째{nl}-{nl}루클리스님의 참모로 있는 친구가 말하길 카듀멜이 왕국군의 난황을 뒤집기 위해 도적 무리와 결탁한다고 했다.{nl}루클리스님은 이걸 막기 위해 직접 정예들을 이끌고 은밀히 요새를 벗어나신다고 했다.{nl}절대로 비밀을 지킬 것을 다짐시키는 친구의 얼굴이 무척 진지하다.{nl}	많이 훼손된 서적	
QUEST_20160718_004002	{nl}The small boat was unable to withstand the combined weight of Vladislova and Hirevan {nl}and tilted over.{nl}Waves continuously rocked the boat, {nl}and the seagulls that held their breath during the fight now started crying again.{nl}	{nl}그 작은 조각배는 블라디슬로바스와 하이레번의 무게를 이기지 못하고 {nl}그만 뒤집히고 말았다.{nl}파도는 계속 조각배의 옆구리를 때렸고, {nl}숨 죽여 구경하던 갈매기들도 꺼억꺼억 울어댔다.{nl}	QUEST_20151224_003498	{nl}The small boat was unable to withstand the combined weight of Vladislova and Hirevan {nl}and tilted over.{nl}Waves continuously rocked the boat, {nl}and the seagulls that held their breath during the fight now started crying again.{nl}	{nl}그 작은 조각배는 블라디슬로바스와 하이레번의 무게를 이기지 못하고 {nl}그만 뒤집히고 말았다.{nl}파도는 계속 조각배의 옆구리를 때렸고, {nl}숨 죽여 구경하던 갈매기들도 입을 열어 꺼억꺼억 울어댔다.{nl}	대해적과 하이레번 하편	
QUEST_20160718_004003	Please bring me the herbs.	약초 좀 부탁하네.					
QUEST_20160718_004004	Thank you.{nl}I, myself, will find out about the girl.	고맙네.{nl}나도 소녀에 대해 알아보고 있겠네.				딥디르비 아젤	
QUEST_20160718_004005	While I am suppressing the evil energy, use this sculpture to cleanse the malicious force.	내가 사악한 기운을 억누르고 있을 동안 이 정화의 조각으로 사악한 기운을 정화해보게나.				딥디르비 아젤	
