ETC_20150317_005001	이미 향나는 돌가루가 묻어있습니다!
ETC_20150317_006287	헌터는 컴패니언에게 명령을 내려 적을 사냥하는 조련 클래스입니다. 목표물을 물고 늘어지거나 숨어있는 적을 찾아내는 등 주인과 협력하여 사냥하는 기술을 사용합니다.
ETC_20150317_006288	쿼렐슈터
ETC_20150317_006289	방패와 쇠뇌를 사용하는 쿼렐슈터는 엄폐물을 사용하여 전략적인 플레이를 하는 클래스로, 적의 원거리 공격을 방어하는 동시에 쇠뇌 기술로 접근하는 적을 처리할 수 있습니다.
ETC_20150317_006290	레인저
ETC_20150317_006291	레인저는 활을 사용하여 원거리에서 빠른 사격을 하는 클래스로 다수의 적을 상대하는데 특화되어 있습니다.
ETC_20150317_006292	새퍼
ETC_20150317_006293	새퍼는 덫을 설치하는 궁수로 적군을 자신의 트랩으로 유인하여 공격하는 클래스 입니다.
ETC_20150317_006294	무고사
ETC_20150317_006295	독을 전문적으로 사용하는 무고사는 비전의 방법으로 만든 여러가지 고독을 사용해 적을 공격하거나 고혹하게 합니다.
ETC_20150317_006296	하카펠
ETC_20150317_006297	스카우트
ETC_20150317_006298	정찰과 침투에 특화된 스카우트는 자신의 모습을 숨길 수 있고 주변의 상황을 동료에게 전달하여 전투를 유리하게 이끌 수 있습니다.
ETC_20150317_006299	슈바르츠라이터
ETC_20150317_006300	플레쳐
ETC_20150317_006301	파이드파이퍼
ETC_20150317_006302	감정사
ETC_20150317_006303	클레릭은 여신의 은총으로 동료에게는 치유와 보호 마법을, 적군에게는 강력한 타격을 줍니다.
ETC_20150317_006304	프리스트
ETC_20150317_006305	프리스트는 성물을 사용하여 동료에게 축복을 내리고 성스러운 힘으로 죽은 이를 부활 시키는 성직자 클래스 입니다.
ETC_20150317_006306	크리비
ETC_20150317_006307	불을 섬기는 사제인 크리비는 성스러운 불을 사용하여 동료의 회복을 돕거나 적에게 강력한 피해를 입힙니다.
ETC_20150317_006308	보코르
ETC_20150317_006309	부두술의 사제인 보코르는 죽은 사체를 되살려 좀비로 만들거나 적에게 저주를 걸어 멀리서 괴롭힐 수 있습니다.
ETC_20150317_006310	드루이드
ETC_20150317_006311	사두
ETC_20150317_006312	사두는 자신의 영혼을 유체화하여 적의 눈에 보이지 않게 활동하거나, 자신의 힘을 동료에게 전송할 수 있습니다.
ETC_20150317_006313	딥디르비
ETC_20150317_006314	딥디르비는 성스러운 조각상을 깎아 배치합니다. 이 조각상들은 동료을 보호하거나 적을 공격합니다.
ETC_20150317_006315	오라클
ETC_20150317_006316	몽크
ETC_20150317_006317	신체 단련을 통한 수련으로 여신의 은총을 더해가는 성직자입니다.
ETC_20150317_006318	파드너
ETC_20150317_006319	여신의 권능이 재물에도 있음을 부정하지 않는 성직자입니다.
ETC_20150317_006320	팔라딘
ETC_20150317_006321	강력한 전투력을 발휘하는 팔라딘은 성스러운 힘으로 주변의 동료들을 보호하거나 마신을 숭배하던 적을 개종시켜 여신을 위해 싸우게 합니다.
ETC_20150317_006322	군목
ETC_20150317_006323	양치기
ETC_20150317_006324	GM입니다
ETC_20150317_006325	대한민국
ETC_20150317_006326	일본
ETC_20150317_006327	중국
ETC_20150317_006328	대만
ETC_20150317_006329	태국
ETC_20150317_006330	싱가폴
ETC_20150317_006331	미국
ETC_20150317_006332	샤울레이 필드를 발견했습니다.
ETC_20150317_006333	앱소바 벌판
ETC_20150317_006334	히스 절벽
ETC_20150317_006335	살라비자 둔덕
ETC_20150317_006336	버려진 캠프
ETC_20150317_006337	텅빈나무 숲
ETC_20150317_006338	갈대밭
ETC_20150317_006339	이쉬블리쉬 광장
ETC_20150317_006340	수도자의 안식처
ETC_20150317_006341	네바싱가스 가도
ETC_20150317_006342	카베티 언덕
ETC_20150317_006343	유랑민 캠프
ETC_20150317_006344	자코레 기슭
ETC_20150317_006345	순례자의 무덤
ETC_20150317_006346	파수크티 굽잇길
ETC_20150317_006347	노레티 샘터
ETC_20150317_006348	루디주 숲길
ETC_20150317_006349	비나스 양조장
ETC_20150317_006350	오쉬마스 가도
ETC_20150317_006351	츠리즈 오름길
ETC_20150317_006352	브랑긴티 언덕
ETC_20150317_006353	파마이쉬 언덕
ETC_20150317_006354	성자의 무덤
ETC_20150317_006355	사우사스 갈림길
ETC_20150317_006356	이별의 다리
ETC_20150317_006357	은둔자의 집
ETC_20150317_006358	이리에노스 예배소
ETC_20150317_006359	마로네 숲길
ETC_20150317_006360	세스티네 황야
ETC_20150317_006361	행상인 간이 캠프
ETC_20150317_006362	니에카스 벌판
ETC_20150317_006363	만남의 광장
ETC_20150317_006364	위드로카 진입로
ETC_20150317_006365	미르쉬타 연못
ETC_20150317_006366	메일레 경당
ETC_20150317_006367	파말두 신랑
ETC_20150317_006368	무너져내린 돔
ETC_20150317_006369	아르카 예배실
ETC_20150317_006370	접견실
ETC_20150317_006371	베이니카 제단
ETC_20150317_006372	우올리에 예배실
ETC_20150317_006373	안정의 제단
ETC_20150317_006374	소회당
ETC_20150317_006375	리우데지 가도
ETC_20150317_006376	올리비나스 공터
ETC_20150317_006377	파사두 쉼터
ETC_20150317_006378	라욱티 배랑
ETC_20150317_006379	아테지마 중앙홀
ETC_20150317_006380	소 접견실
ETC_20150317_006381	파사라 제단
ETC_20150317_006382	티킨티에 제랑
ETC_20150317_006383	이쉬가키 쉼터
ETC_20150317_006384	그리나 수원지
ETC_20150317_006385	퓨리네 갈림길
ETC_20150317_006386	템디티 교차로
ETC_20150317_006387	미르지나 기슭
ETC_20150317_006388	랑키나 공터
ETC_20150317_006389	슬랍투 저지대
ETC_20150317_006390	파슬례 샘터
ETC_20150317_006391	수자디니 삼거리
ETC_20150317_006392	피에바 언덕
ETC_20150317_006393	세비니 정원
ETC_20150317_006394	스바이굴 언덕
ETC_20150317_006395	압스바이기 굽잇길
ETC_20150317_006396	스마크라 기슭
ETC_20150317_006397	아메스티 오름길
ETC_20150317_006398	방치된 무덤자리
ETC_20150317_006399	파스투마 개울
ETC_20150317_006400	유졔츠 정원
ETC_20150317_006401	제1 채굴구역
ETC_20150317_006402	제2 채굴구역
ETC_20150317_006403	제3 채굴구역
ETC_20150317_006404	보강 작업 구역
ETC_20150317_006405	수정 갱도
ETC_20150317_006406	미굴착 구역
ETC_20150317_006407	고갈 1 구역
ETC_20150317_006408	폐쇄된 임시 휴게소
ETC_20150317_006409	지반 붕괴 구역
ETC_20150317_006410	고갈 2 구역
ETC_20150317_006411	집회장 터
ETC_20150317_006412	무너진 광장 외벽
ETC_20150317_006413	대광장
ETC_20150317_006414	대장장이 거리
ETC_20150317_006415	흔적만 남은 집회소
ETC_20150317_006416	공회소 앞뜰
ETC_20150317_006417	석화된 정원
ETC_20150317_006418	장인의 거리
ETC_20150317_006419	상업 지구
ETC_20150317_006420	망루
ETC_20150317_006421	게로베 공방 터
ETC_20150317_006422	팔듀오 광장 터
ETC_20150317_006423	세관 터
ETC_20150317_006424	교역 지구
ETC_20150317_006425	루클리스 대광장
ETC_20150317_006426	페르겔레 대로
ETC_20150317_006427	드라사 예배소 폐허
ETC_20150317_006428	귀족 주거 지구
ETC_20150317_006429	군사 지구
ETC_20150317_006430	무너져내린 개선문
ETC_20150317_006431	하구 둑 삼거리
ETC_20150317_006432	즈모네 광장
ETC_20150317_006433	파괴된 아모시 선착장
ETC_20150317_006434	물레방앗간 폐허
ETC_20150317_006435	주거 지구
ETC_20150317_006436	비스카 성소 폐허
ETC_20150317_006437	바도바 선착장
ETC_20150317_006438	코보스 전당 터
ETC_20150317_006439	돌고드름 광장
ETC_20150317_006440	네베키아 성채
ETC_20150317_006441	성채 보루
ETC_20150317_006442	소광장
ETC_20150317_006443	집결지
ETC_20150317_006444	렌테레자 가도
ETC_20150317_006445	잘리아빈 계곡
ETC_20150317_006446	미글랑 언덕
ETC_20150317_006447	쿠보티 고개
ETC_20150317_006448	레다스 계곡
ETC_20150317_006449	베버티 교차로
ETC_20150317_006450	디델라 낭떠러지
ETC_20150317_006451	그루부스 가도
ETC_20150317_006452	끊어진 길
ETC_20150317_006453	드로지바 절벽
ETC_20150317_006454	리에주베 저지대
ETC_20150317_006455	파지네 개울가
ETC_20150317_006456	프라스티 고개
ETC_20150317_006457	스타디티 기슭
ETC_20150317_006458	샤우라스 골짜기
ETC_20150317_006459	아티달티 평원
ETC_20150317_006460	수지베 구릉지
ETC_20150317_006461	로디클레 가도
ETC_20150317_006462	로왁티 공터
ETC_20150317_006463	교차로 캠프
ETC_20150317_006464	유오로스 농장 터
ETC_20150317_006465	들롱 쉼터
ETC_20150317_006466	작은 울새 다리
ETC_20150317_006467	플루데 섬
ETC_20150317_006468	그늘 숲 가도
ETC_20150317_006469	동쪽 숲 캠프
ETC_20150317_006470	캠프 거점
ETC_20150317_006471	보급지
ETC_20150317_006472	불볘스 농장
ETC_20150317_006473	누데기 벌목지
ETC_20150317_006474	수정광산 입구
ETC_20150317_006475	광산 마을 광장
ETC_20150317_006476	피난처
ETC_20150317_006477	쌍둥이 다리
ETC_20150317_006478	부베 전초기지
ETC_20150317_006479	나우딩가스 벌목지
ETC_20150317_006480	인적 없는 나루터
ETC_20150317_006481	사슴발굽 공터
ETC_20150317_006482	감시탑
ETC_20150317_006483	게베네 절벽
ETC_20150317_006484	갓베스 가도
ETC_20150317_006485	곰취 언덕
ETC_20150317_006486	아찔카 쉼터
ETC_20150317_006487	뉴오더 벌판
ETC_20150317_006488	이쉬라이 사거리
ETC_20150317_006489	콩피스카 언덕
ETC_20150317_006490	토끼풀 고원
ETC_20150317_006491	후방부대 주둔지
ETC_20150317_006492	중앙 부대 주둔지
ETC_20150317_006493	라지기스 언덕
ETC_20150317_006494	지티즈 기슭
ETC_20150317_006495	이즈다깅카스 가도
ETC_20150317_006496	주둔군 차고지
ETC_20150317_006497	지베니 정원
ETC_20150317_006498	간이 신병 훈련소
ETC_20150317_006499	부뷜비떼 대교
ETC_20150317_006500	모르꼬스 농장
ETC_20150317_006501	큰바위얼굴 언덕
ETC_20150317_006502	주둔군 보급지
ETC_20150317_006503	부베 약탈 기지
ETC_20150317_006504	제1 보급창고
ETC_20150317_006505	제2 보급창고
ETC_20150317_006506	중앙 보급 기지
ETC_20150317_006507	아다타 가도
ETC_20150317_006508	암지나 굽잇길
ETC_20150317_006509	지에도 연못
ETC_20150317_006510	말코스 벌목지
ETC_20150317_006511	제4 보급창고
ETC_20150317_006512	제3 보급창고
ETC_20150317_006513	중앙 광장
ETC_20150317_006514	카틴 숲 캠프
ETC_20150317_006515	펠례다 사거리
ETC_20150317_006516	유제지 언덕
ETC_20150317_006517	보랏빛 샘터
ETC_20150317_006518	그로비스 사거리
ETC_20150317_006519	우는 자리
ETC_20150317_006520	나비 무덤
ETC_20150317_006521	위로의 정원
ETC_20150317_006522	무덤 거미 둥지
ETC_20150317_006523	넬라스볘 기슭
ETC_20150317_006524	아몰라룰 언덕
ETC_20150317_006525	누압티 저지대
ETC_20150317_006526	바스티티스 벌판
ETC_20150317_006527	무명용사의 무덤
ETC_20150317_006528	샴쌍둥이 언덕
ETC_20150317_006529	뼈바람 절벽
ETC_20150317_006530	듀오클뤼 전당
ETC_20150317_006531	수제티 계곡
ETC_20150317_006532	돌무지 언덕
ETC_20150317_006533	세콰이아의 요람
ETC_20150317_006534	광부 휴게소
ETC_20150317_006535	2구역
ETC_20150317_006536	3구역
ETC_20150317_006537	4구역
ETC_20150317_006538	5구역
ETC_20150317_006539	6구역
ETC_20150317_006540	1구역
ETC_20150317_006541	7구역
ETC_20150317_006542	조사단 캠프
ETC_20150317_006543	봉화대 고개
ETC_20150317_006544	둘키우 언덕
ETC_20150317_006545	제메 고원
ETC_20150317_006546	메토스 들판
ETC_20150317_006547	버려진 옛 작업장
ETC_20150317_006548	카파스 가도
ETC_20150317_006549	앱비자 언덕
ETC_20150317_006550	파미르짓 고원
ETC_20150317_006551	마조나스 쉼터
ETC_20150317_006552	파사가 절벽
ETC_20150317_006553	즈루기 유적지
ETC_20150317_006554	기둥의 뜰
ETC_20150317_006555	드지다 절벽
ETC_20150317_006556	무너진 성소
ETC_20150317_006557	발굴단 캠프
ETC_20150317_006558	오데가 언덕길
ETC_20150317_006559	아피니스 군락지
ETC_20150317_006560	알쿠네 계단길
ETC_20150317_006561	비에니사 고원
ETC_20150317_006562	라타스 갈림길
ETC_20150317_006563	누오토리 절벽
ETC_20150317_006564	로도마 제1 유적지
ETC_20150317_006565	무덤지기의 오두막
ETC_20150317_006566	로도마 제2 유적지
ETC_20150317_006567	무너진 돌기둥 다리
ETC_20150317_006568	지빈타 고갯마루
ETC_20150317_006569	겔토나스 고원
ETC_20150317_006570	돌기둥 언덕
ETC_20150317_006571	이즈발리타 유적지
ETC_20150317_006572	쉬르나스 고원
ETC_20150317_006573	디키네 갈림길
ETC_20150317_006574	아파티 벼랑
ETC_20150317_006575	네파토구 벌판
ETC_20150317_006576	뱀의 목 절벽
ETC_20150317_006577	바키스의 캠프
ETC_20150317_006578	반딧불이의 숲
ETC_20150317_006579	헤세드의 제단
ETC_20150317_006580	게둘라의 제단
ETC_20150317_006581	스비에샤의 제단
ETC_20150317_006582	훼손된 발굴지
ETC_20150317_006583	케툴카 진입로
ETC_20150317_006584	리키우오티 진입로
ETC_20150317_006585	이쉬플라우 사거리
ETC_20150317_006586	과거의 전당
ETC_20150317_006587	흔적 없는 폐허
ETC_20150317_006588	세시자 도열주랑
ETC_20150317_006589	마르가스 동산
ETC_20150317_006590	촐라스 굽잇길
ETC_20150317_006591	슈뷜핀티 쉼터
ETC_20150317_006592	미에귀스타 언덕길
ETC_20150317_006593	네파비 양지
ETC_20150317_006594	뇨살루스 가도
ETC_20150317_006595	스팔바 삼거리
ETC_20150317_006596	기에드라 평원
ETC_20150317_006597	투스틴티 고원
ETC_20150317_006598	숲지기 오두막
ETC_20150317_006599	라부레 가도
ETC_20150317_006600	발리오 산장 고개
ETC_20150317_006601	파슐리마 벌판
ETC_20150317_006602	마자즈 쉼터
ETC_20150317_006603	나무 초소
ETC_20150317_006604	마이루나스 동산
ETC_20150317_006605	퓸푸라 언덕
ETC_20150317_006606	빌베 능선
ETC_20150317_006607	필랴로제 봉우리
ETC_20150317_006608	우즈바이기 고지대
ETC_20150317_006609	나쉴나이떼 벼랑굽이
ETC_20150317_006610	꽃맞이 고개
ETC_20150317_006611	발리마 성소
ETC_20150317_006612	르반다 군락지
ETC_20150317_006613	로주스 고원
ETC_20150317_006614	졔다둘케 갈림길
ETC_20150317_006615	라쉬아스 가도
ETC_20150317_006616	피에네 들판
ETC_20150317_006617	성당 안뜰
ETC_20150317_006618	스파르무 주랑
ETC_20150317_006619	시다브라스 쉼터
ETC_20150317_006620	슬라퍄 오솔길
ETC_20150317_006621	누그리아 성소
ETC_20150317_006622	즈벨쟌 공터
ETC_20150317_006623	베이드마 오름길
ETC_20150317_006624	신성한 연못
ETC_20150317_006625	막다른 폐허
ETC_20150317_006626	잉크스타 굽잇길
ETC_20150317_006627	세르페 사거리
ETC_20150317_006628	수마제 공터
ETC_20150317_006629	네프리토 계곡
ETC_20150317_006630	갈참나무 숲
