QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20150323_006463	I knew it was Ebonypawn's poison. {nl}No one else would use a poison this strong. 	에보니폰의 독일 줄은 알고 있었습니다.{nl}이렇게 지독한 독을 쓰는 것은 그 밖에 없으니까요.
QUEST_LV_0100_20150323_006464	Don't worry. I'll give you the recipe. {nl}Ridimed leaves from there will be enough to make it. 	걱정 마세요. 해독제 레시피를 드릴 테니까요.{nl}재료는 그 지역에 있는 리디메드의 잎이면 충분할 겁니다.
QUEST_LV_0100_20150323_006465	Is the antidote ready yet? {nl}The situation's grave. He's gradually getting worse.	아직 해독제는 멀었습니까?{nl}큰일이군. 점점 안색이 안좋아지는 것 같은데..
QUEST_LV_0100_20150323_006466	Ebonypawn sure employed a vicious poison. {nl}We need to hunt him down before he causes more damage... 	에보니폰도 참 악랄한 방법을 쓰는군요.{nl}피해가 더 커지기전에 어떻게든 그를 잡아야 하는데..
QUEST_LV_0100_20150323_006467	Oh, is this the antidote? {nl}Thank you very much. I will let them take it right away. {nl}	오, 해독제입니까?{nl}정말 감사합니다. 어서 먹이도록 하지요.{nl}
QUEST_LV_0100_20150323_006468	If it wasn't for you, many workers would have lost their lives for nothing. {nl}I will report about this to Sir Uska. {nl}No doubt about it... you were sent by the goddess!{nl}	계시자님이 아니었으면 인부들이 헛된 희생을 치뤄야 했을 지도 모릅니다.{nl}이 일은 우스카님께도 보고드리지요. {nl}정말.. 여신께서 당신을 보내신게 틀림 없습니다!{nl}
QUEST_LV_0100_20150323_006469	The monsters in the Owl Burial Ground should be a fair bet for you. Right? 	매너클 묘지의 몬스터라면 네겐 적당히 공정한 내기가 아닌가 싶은데.{nl}아닌가?
QUEST_LV_0100_20150323_006470	The Chaparition in Escanciu Village took a lot of lives. {nl}Please defeat that monster in the name of the Goddess.	에산치우 마을의 채퍼리션은 많은 생명을 앗아갔네.{nl}그 몬스터를 여신의 이름으로 처치해 주게.
QUEST_LV_0100_20150323_006471	I'm sorry but can you burn this oration in front of the epitaph in Rukas Plateau? {nl}You have explored different areas of the valley. {nl}I think you are more than qualified to comfort their souls. 	죄송하지만, 이 제문을 루카스 고원에 있는 비문 앞에서 태워 주실 수 있을까요?{nl}협곡지대를 샅샅이 탐험하신 계시자님이라면 그들의 넋을 달랠 자격이 충분한 것 같아서요.
QUEST_LV_0100_20150323_006472	Try and perform a killing spree of the monsters in the Owl Burial Ground. {nl}Around 40 of them? I bet you can't do it.	매너클 묘지의 위험한 몬스터들을 닥치는대로 해치우고 오는거야.{nl}한 40마리 정도? 네가 해내지 못한다에 걸지.
QUEST_LV_0100_20150323_006473	I'll go to Ramstis Ridge and release the seals	람스티스 협곡으로 가서 봉인을 풀겠다고 한다
QUEST_LV_0100_20150323_006474	Let's go help Grita at Fedimian Suburbs	그리타를 도우러 페디미안 외곽으로 가자
QUEST_LV_0100_20150323_006475	Breaking Seal/MAKING/20/TRACK_BEFORE/None/F_smoke011_blue/2.5/BOT	결계 해제 중/MAKING/20/TRACK_BEFORE/None/F_smoke011_blue/2.5/BOT
QUEST_LV_0100_20150323_006476	About the barriers in Nefritas Cliff	네프리타스 벼랑의 결계에 대해
QUEST_LV_0100_20150323_006477	Owl Burial Ground Test	매너클 묘지 시험
QUEST_LV_0100_20150323_006478	Tyrant of the Srautas Gorge	스라우타스 협곡의 폭군
QUEST_LV_0100_20150323_006479	Notice/Find the elderly in Vieta Gorge!#5	Notice/비에타 계곡의 마을 원로를 찾아가세요!#5
QUEST_LV_0100_20150323_006480	Curse of Laziness - Soul Attack	나태의 저주 - 영혼의 공격
QUEST_LV_0100_20150323_006481	Notice/!/A piece of paper fell#3	Notice/!/종이 쪽지 하나가 떨어 졌습니다#3
QUEST_LV_0100_20150323_006482	Notice/Mutated Tree Root Crystal is disappeared!#5	Notice/변형된 나무뿌리 수정이 사라졌습니다!#5
QUEST_LV_0100_20150323_006483	Give the portrait and handkerchief	초상화와 손수건을 주자
QUEST_LV_0100_20150323_006484	It's frightening. Make a run for it!	무서우니 도망가자
QUEST_LV_0100_20150323_006485	Leave your spot	자리를 떠난다
QUEST_LV_0100_20150323_006486	Notice/Witas is dead??{nl}Make him a grave#5	Notice/위타스가 숨을 거두었습니다.{nl}그의 무덤을 만들어 주세요#5
QUEST_LV_0100_20150323_006487	Show the Succubus Eyes	서큐버스의 눈을 보여 준다
QUEST_LV_0100_20150323_006488	I can't lose this precious thing so I refuse.	이 귀한걸 뺏길 순 없으니 거절한다
QUEST_LV_0100_20150323_006489	About the reason of concern	관심을 가지는 이유에 대해
QUEST_LV_0100_20150323_006490	Kvailas Forest is more urgent	크바일라스 숲이 더 급하다고 한다
QUEST_LV_0100_20150323_006491	Purify Kvailas Forest (1)	크바일라스 숲 정화(1)
QUEST_LV_0100_20150323_006492	Purify Kvailas Forest (2)	크바일라스 숲 정화(2)
QUEST_LV_0100_20150323_006493	Notice/Collected all the tree sap.{nl}Go to Ershike Altar and combine the materials!#5	Notice/나무 진액을 모두 모았습니다.{nl}에르쉬케 제단으로 가서 재료를 합성하세요!#5
QUEST_LV_0100_20150323_006494	Combining materials/FLASK/3/TRACK_BEFORE/None	재료 합성 중/FLASK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150323_006495	Notice/Go to Priest Andale in Cobalt Forest!#5	Notice/코발트 숲의 안데일 마을 사제를 찾아가세요!#5
QUEST_LV_0100_20150323_006496	Ominous Energy at Ershike Altar	불길한 기운이 감도는 에르쉬케 제단
QUEST_LV_0100_20150323_006497	Taking out things/DRAW/3/TRACK_BEFORE/None	물건 꺼내는 중/DRAW/3/TRACK_BEFORE/None
QUEST_LV_0100_20150323_006498	Rolandas Jonas of Akmens Ridge	아크멘스 능선의 롤란다스 요나스
QUEST_LV_0100_20150323_006499	To Kvailas Forest	크바일라스 숲으로
QUEST_LV_0100_20150323_006500	To Gele Plateau	겔리 고원으로
QUEST_LV_0100_20150323_006501	The Suspicious Dagger (3)	수상한 단검(3)
QUEST_LV_0100_20150323_006502	Do you know someone who is familiar with poison?	독을 잘 아는 사람을 아는지 묻는다
QUEST_LV_0100_20150323_006503	OK. (Stop the pursuit)	알겠다고 하고 추적을 그만둔다
QUEST_LV_0100_20150323_006504	Ask about the antidote	해독제에 대해 묻는다
QUEST_LV_0100_20150323_006505	Defeat Gazing Golem	게이징 골렘 처치
QUEST_LV_0100_20150323_006506	Collect stones from Stele Road	비석로에서 추모비 재료 중 바위 채취
QUEST_LV_0100_20150323_006507	Stonemason Pipoti wants to set up a memorial stone for his colleague and other explorers who lost their lives here. Bring him the stones from Stele Road. 	석공 피포티는 죽은 친구와 이곳에서 죽은 많은 탐험가들을 위해 추모비를 세우고 싶어 합니다. 먼저 비석로에 있는 바위를 가져다 주세요.
QUEST_LV_0100_20150323_006508	Install the Memorial Stone at the entrance of the Royal Mausoleum at Zachariel Crossroads.	자카리엘 교차로의 왕릉 입구에 추모비 설치
QUEST_LV_0100_20150323_006509	The entrance to the Royal Mausoleum is just the right place to commemorate the lives lost in this area. Install the memorial stone at the Royal Mausoleum entrance in Zachariel Crossroads. 	이곳에서 죽은 이들을 추모하기엔 왕릉 입구가 적격인 것 같습니다. 자카리엘 교차로에 있는 왕릉 입구에 추모비를 설치하세요.
QUEST_LV_0100_20150323_006510	Pick up and retrieve the purifier tube on the way to district 7.	7구역으로 가는 길에 떨어져 있는 정화관을 찾아 회수하세요.
QUEST_LV_0100_20150323_006511	Arrive at the Miners' Village	광산 마을 도착
QUEST_LV_0100_20150323_006512	You must enter the Crystal Mines but the Miners' Village, where the Crystal Mine is located, in under attack by the Vubbes. Go to the Miners' Village quickly!	여신의 계시를 좇아 수정광산으로 들어가야 하는데, 수정광산이 있는 광산 마을이 부베에게 습격당한 모양입니다. 광산 마을로 빨리 가 보세요!
QUEST_LV_0100_20150323_006513	Treasure Hunter Eden of Stele Road is looking for someone who can deliver stones.	비석로의 보물사냥꾼 에당이 비석 조각을 배달해줄 사람을 찾고 있습니다.
QUEST_LV_0100_20150323_006514	Talk to Grita at Fedimian Suburbs	페디미안 외곽에서 그리타와 대화
QUEST_LV_0100_20150323_006515	Grita is waiting at the Karsta Hall Site of the Fedimian Suburbs. Talk to Grita.	페디미안 외곽의 카르스타 전당 터에 그리타가 기다리고 있었습니다. 그리타를 찾아 대화해 보세요.
QUEST_LV_0100_20150323_006516	Came to Karsta Hall Site and Grita is waiting for you. Talk to Grita.	페디미안 외곽의 카르스타 전당 터에 가 보니 그리타가 기다리고 있었습니다. 그리타와 대화해 보세요.
QUEST_LV_0100_20150323_006517	Goddess Gabija says you need to strengthen your powers at the Entrance of Kateen Forest. Pass through Tenet Garden and go to the Entrance of Kateen Forest.	가비야 여신은 카틴 숲 입구에서 조금 더 힘을 키워야 한다고 합니다. 테넷 화원을 지나 카틴 숲 입구로 가세요.
QUEST_LV_0100_20150323_006518	Missed Gesti again but got back the revelation safely. Go to the Paladin Master in Nefritas Cliff. 	제스티는 또 놓쳐 버렸지만 계시는 무사히 찾았습니다. 팔라딘 마스터가 있는 네프리타스 벼랑으로 가세요.
QUEST_LV_0100_20150323_006519	Watcher Allen is waiting for someone's help at Nefritas Cliff.	네프리타스 벼랑의 파수꾼 알렌이 누군가의 도움을 기다리고 있습니다
QUEST_LV_0100_20150323_006520	Watcher Kenneth is waiting for someone's help at Nefritas Cliff.	네프리타스 벼랑의 파수꾼 케네스가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150323_006521	Follower Kayetonas at Nefritas Cliff is looking for someone who can fight with him.	네프리타스 벼랑의 추종자 카예토나스가 함께 싸워줄 사람을 찾고 있습니다.
QUEST_LV_0100_20150323_006522	The Paladin Master is waiting for you at Uzbaiga Hillside in Nefritas Cliff. 	네프리타스 벼랑의 팔라딘 마스터가 우즈바이가 고지대에서 당신을 기다리고 있습니다.
QUEST_LV_0100_20150323_006523	The Paladin Master is waiting for your help at Nefritas Cliff.	네프리타스 벼랑에서 팔라딘 마스터가 당신의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150323_006524	Arrived at Akmens Ridge and Rolanda is waiting for you. Talk to Rolanda to find the legacy of the Great King Zachariel.	모르쿠스 요나스가 알려준 대로 아크멘스 능선에 도착하니 롤란다스가 기다리고 있었습니다. 자카리엘 대왕의 유산을 찾기 위해 롤란다스와 대화해 봅시다.
QUEST_LV_0100_20150323_006525	Archaeologist Dezek's status is getting worse. Cable car managers might have the antidote. Ask if others in Akmens Ridge have the antidote. 	고고학자 데지크의 상태가 점점 나빠지고 있습니다. 케이블 카의 관리인들이라면 해독제를 가지고 있을 지도 모릅니다. 아크멘스 능선에 있는 다른 사람들에게 해독제가 있는지 물어 봅시다.
QUEST_LV_0100_20150323_006526	Release all seals of Tiltas Valley	틸타스 협곡의 모든 봉인 장치 해제
QUEST_LV_0100_20150323_006527	Take the key from Overlong Bridge Valley and use the map from Akmens Ridge to release all seals of Awaiting Stone Bridge.	긴다리 계곡에서 얻은 열쇠를 가지고 아크멘스 능선에서 얻은 지도를 참고하여 돌다리 망터의 모든 봉인 장치를 해제하세요.
QUEST_LV_0100_20150323_006528	Enter the entrance to Royal Mausoleum in Zachariel Crossroads	자카리엘 교차로의 왕릉입구로 들어가기
QUEST_LV_0100_20150323_006529	All seals are released. Enter the Royal Mausoleum to protect the legacy of Great King Zachariel that has been guarded by the Jonas' people.	모든 봉인을 풀었습니다. 요나스의 일족들이 수 백년 동안 지켜 온 자카리엘 대왕의 유산을 찾기 위해 자카리엘 교차로에 있는 왕릉으로 들어갑시다.
QUEST_LV_0100_20150323_006530	Historian Rexipher is waiting for you along the path to the Royal Mausoleum. Talk to Rexipher in Rukas Plateau.	왕릉으로 가는 길목에서 사학자 렉시퍼가 당신을 기다리고 있었습니다. 루카스 고원에서 사학자 렉시퍼와 대화해 보세요.
QUEST_LV_0100_20150323_006531	Thankfully, it seems as if you've protected the Sviesa Altar Seal. Go back to Cyrenia Odell.	다행히 비에샤 제단의 봉인은 지킨 것 같습니다. 시레니아 오델에게 돌아가 보세요.
QUEST_LV_0100_20150323_006532	Break the Sviesa Altar Seal	비에샤 제단 봉인 해제
QUEST_LV_0100_20150323_006533	Epigraphist Raymond of Stele Road is waiting for someone's help.	비석로의 금석학자 레이몬드가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150323_006534	Watcher Rikke of Tenet Garden is waiting for someone's help.	테넷 화원의 파수꾼 리케가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150323_006535	Watcher Erra in Tenet Garden is waiting for someone's help.	테넷 화원의 파수꾼 에라가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150323_006536	Follower Alfonsas of Tenet Garden is waiting for someone's help.	테넷 화원의 추종자 알폰사스가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150323_006537	Follower Algis is waiting for you at Tenet Garden.	테넷 화원에서 추종자 알기스가 당신을 기다리고 있습니다.
QUEST_LV_0100_20150323_006538	Rexipher kidnapped Cyrenia Odell. Follow Rexipher to the Zachariel Crossroads.	렉시퍼는 시레니아 오델을 납치해 버렸습니다. 렉시퍼가 사라진 쪽인 자카리엘 교차로로 렉시퍼를 뒤쫓아가세요.
QUEST_LV_0100_20150323_006539	Epigraphist Schmid of Stele Road is waiting for someone's help.	비석로의 금석학자 스미드가 누군가의 도움을 기다리고 있습니다.
