QUEST_LV_0200_20150317_000001	$Philipas' Soldier
QUEST_LV_0200_20150317_002482	{memo X}Hand over the Royal Jellies to Cleopas
QUEST_LV_0200_20150317_002483	{memo X}You've obtained all Royal Jellies. Hand them over to Cleopas.
QUEST_LV_0200_20150317_002484	$Collect %s from monsters
QUEST_LV_0200_20150317_002485	$Talk to Maras
QUEST_LV_0200_20150317_002486	{memo X}Talk to Maras who is investigating at Three Brooks Wood
QUEST_LV_0200_20150317_002487	$Check the Sweet-smelling Beehives
QUEST_LV_0200_20150317_002488	$Maras wants you to check whether the monsters are going after honey or not. Obtain pieces of honey that would lure the monsters.
QUEST_LV_0200_20150317_002489	$You have obtained a piece of sweet honeycomb. Ask Maras what to do next.
QUEST_LV_0200_20150317_002490	$Obtain %s from beehives
QUEST_LV_0200_20150317_002491	$Ask how Maras will use the fragments of sweet honeycomb
QUEST_LV_0200_20150317_002492	{memo X}Defeat the monsters who smelled the sweet fragrance
QUEST_LV_0200_20150317_002493	$Maras suspects that the monsters are lured by the honey so he told you to check their reaction to the fragments of sweet honeycomb.
QUEST_LV_0200_20150317_002494	$The monsters did not show any peculiar response, even after smelling the fragments of sweet honeycomb. Tell Maras about this.
QUEST_LV_0200_20150317_002495	$It seems that what the monsters were going after was not honey. Ask him whether he has a different idea.
QUEST_LV_0200_20150317_002496	$Check Bichiu Altar
QUEST_LV_0200_20150317_002497	{memo X}If they are not going after the honey, then there is only one possible culprit. Check the Bichiu altar where monsters often go.
QUEST_LV_0200_20150317_002498	$Hand over the magic piece to Maras
QUEST_LV_0200_20150317_002499	$It seems that the monsters were lured to the magic piece at Bichiu Altar. Hand over the magic piece to Maras.
QUEST_LV_0200_20150317_002500	$Ask about the piece that was discovered at Bichiu Altar.
QUEST_LV_0200_20150317_002501	{memo X}Check the Gaudezi Altar
QUEST_LV_0200_20150317_002502	{memo X}Maras told you that she doesn't know this piece is, but there is one more altar like this up there so check the Gaudezi Altar.
QUEST_LV_0200_20150317_002503	$Talk to Lamar near Wood Watch Tower
QUEST_LV_0200_20150317_002504	{memo X}You found the piece with the same shape at the Gaudezi Altar. Go to Lamar as Maras told you.
QUEST_LV_0200_20150317_002505	$Talk with Lamar
QUEST_LV_0200_20150317_002506	$Talk with Lamar about the magic fragment at Gaudeji Altar.
QUEST_LV_0200_20150317_002507	$Talk with Raeli
QUEST_LV_0200_20150317_002508	{memo X}The Priest Raeli told you to come to Swaying Arable Land and left. Follow her to Swaying Arable Land.
QUEST_LV_0200_20150317_002509	{memo X}Check the altar of Three Brooks Wood at the north
QUEST_LV_0200_20150317_002510	{memo X}Check the altar of Three Brooks Wood at the north
QUEST_LV_0200_20150317_002511	{memo X}Destroy Cyclops at the altar of Three Brooks Wood
QUEST_LV_0200_20150317_002512	{memo X}Destroy Cyclops at the altar of Three Brooks Wood
QUEST_LV_0200_20150317_002513	$Talk to Riesz
QUEST_LV_0200_20150317_002514	$Riesz seems to have lost something and doesn't know what to do. Ask him what is he looking for.
QUEST_LV_0200_20150317_002515	$Find the bag of farming tools at Shirsie Sunny Place
QUEST_LV_0200_20150317_002516	$Riesz encountered a Honeypin at Shirsie Sunny Place, so he ran away without his bag of farming tools. Retrieve his farming tools.
QUEST_LV_0200_20150317_002517	$Hand over the farming tools to Riesz
QUEST_LV_0200_20150317_002518	$You found the bag of farming tools. Give it back to Riesz.
QUEST_LV_0200_20150317_002519	$Search for %s at Shirsie Sunny Place
QUEST_LV_0200_20150317_002520	$Defeat Honeypin
QUEST_LV_0200_20150317_002521	$Talk with Valda
QUEST_LV_0200_20150317_002522	$Valda has something to ask you. Listen to him.
QUEST_LV_0200_20150317_002523	$Collect the pieces of honeycomb
QUEST_LV_0200_20150317_002524	$Maras asked Valda to collect the pieces of honeycomb, but the nearby monsters scare him from going. Collect the pieces of honeycomb at Saldus Bee Farm on behalf of Valda.
QUEST_LV_0200_20150317_002525	$You've collected all pieces of honeycomb. Hand them over to Valda.
QUEST_LV_0200_20150317_002526	$Collect %s at the Saldus Bee Farm 
QUEST_LV_0200_20150317_002527	$Riesz seems to have a problem. Find out what happened.
QUEST_LV_0200_20150317_002528	$Sow seeds at Radanza Farm
QUEST_LV_0200_20150317_002529	$Riesz should be sowing seeds at the fields near the village, but he is scared of the monsters. Sow seeds at his farm for him.
QUEST_LV_0200_20150317_002530	$You've sowed all the seeds. Return to Riesz and let him know.
QUEST_LV_0200_20150317_002531	$Talk with Priest Raeli
QUEST_LV_0200_20150317_002532	$Priest Raeli seems to be quite angry. Meet Priest Raeli.
QUEST_LV_0200_20150317_002533	$Collect Bee Tree Branches
QUEST_LV_0200_20150317_002534	$To quell a possible insurgency of the villagers, Priest Raeli requested you obtain branches of bee trees. Collect the branches of bee trees near the village.
QUEST_LV_0200_20150317_002535	$You've collected enough branches. Return to Priest Raeli.
QUEST_LV_0200_20150317_002536	{memo X}Obtain %s using the branches
QUEST_LV_0200_20150317_002537	$It seems that Priest Raeli has something to say. Meet Priest Raeli.
QUEST_LV_0200_20150317_002538	$Activate the Guardian Stone
QUEST_LV_0200_20150317_002539	$Priest Raeli told you that more demons are incoming. Activate the Guardian Stone and stop the demons.
QUEST_LV_0200_20150317_002540	$Stopped the monster attack. Return to Priest Raeli.
QUEST_LV_0200_20150317_002541	$Ask Priest Raeli what to do with the branches.
QUEST_LV_0200_20150317_002542	$Defeat the demons with the branches and collect the ashes of the demons
QUEST_LV_0200_20150317_002543	$Priest Raeli told you to use the branches to burn demons when their HP is below half, using the power of the Goddess Austeja, so you can get ashes from the demons.
QUEST_LV_0200_20150317_002544	$You've collected the ashes of the demons. Talk to Priest Raeli.
QUEST_LV_0200_20150317_002545	$Priest Raeli made the orb using the ashes of the demons. Ask her about what to do the orb.
QUEST_LV_0200_20150317_002546	$Recharge the orb made of ash with holy energy
QUEST_LV_0200_20150317_002547	{memo X}The land where the Goddess Austeja used to control is full of holy magic energies. Go to Palama cliffs and recharge the marble of ashes with the energies.
QUEST_LV_0200_20150317_002548	$You've filled the orb made of ash with holy energy. Return to Priest Raeli.
QUEST_LV_0200_20150317_002549	$The orb made of ash has gathered enough holy energy. Ask Priest Raeli what to do next with this.
QUEST_LV_0200_20150317_002550	$Restore the weakened seal tower
QUEST_LV_0200_20150317_002551	$Restore the weakened seal tower at Stulr Road. Demons may be there to break the seal, so you should hurry.
QUEST_LV_0200_20150317_002552	$Talk to Goddess Austeja
QUEST_LV_0200_20150317_002553	$As you restored the seal tower, Goddess Austeja has appeared. Listen to Goddess Austeja's story
QUEST_LV_0200_20150317_002554	$Listen to Goddess Austeja's story
QUEST_LV_0200_20150317_002555	$Goddess Austeja told you that the everything that is occurring at the apiary is the act of the demons that are trying to release the seal that is placed upon the Demon Lord.
QUEST_LV_0200_20150317_002556	$Priest Raeli is worrying about something. Ask her what to do.
QUEST_LV_0200_20150317_002557	Check the large mutant plant
QUEST_LV_0200_20150317_002558	The large plant looks somewhat dangerous. Inspect it.
QUEST_LV_0200_20150317_002559	The large mutant plant was a Kurumis. Report about it to Priest Raeli.
QUEST_LV_0200_20150317_002560	$Check the weakened Seal Tower
QUEST_LV_0200_20150317_002561	$Check the Seal Tower that was weakened by demon attacks
QUEST_LV_0200_20150317_002562	{memo X}Defeat the Demon Lord Tautrimas
QUEST_LV_0200_20150317_002563	{memo X}The Demon Lord, Tautrimas appeared to go after the weakened sealed tower. Defeat the Demon Lord, Tautrimas.
QUEST_LV_0200_20150317_002564	{memo X}Talk with Greedy Druva
QUEST_LV_0200_20150317_002565	{memo X}Greedy Druva is looking for someone who can help him out. Talk with greedy Druva.
QUEST_LV_0200_20150317_002566	$Collect Oak Wood Planks
QUEST_LV_0200_20150317_002567	{memo X}Greedy Druva wants to put the scarecrow that would drive out the monsters. Collect the oak stems that will be the materials to make the scarecrow.
QUEST_LV_0200_20150317_002568	{memo X}You've collected all the oak stems. Return to greedy Druva.
QUEST_LV_0200_20150317_002569	$Collect %s near the village
QUEST_LV_0200_20150317_002570	{memo X}You've brought the oak stems as requested by greedy Druva. Listen to the next story.
QUEST_LV_0200_20150317_002571	$Place the scarecrow with the charm attached
QUEST_LV_0200_20150317_002572	{memo X}Set up scarecrows with amulets on it in Druva's farm and observe the monsters' reactions. The farm is located on the left of Arkllui Crossroads.
QUEST_LV_0200_20150317_002573	$Talk to Ruined Bee Farmer Logen
QUEST_LV_0200_20150317_002574	$It seems like Logen is in a bad mood. Ask him what's wrong.
QUEST_LV_0200_20150317_002575	$Bee Farmer Logen says his bee farm had to close down because of the monsters. Enact revenge against the monsters for Logen's sake.
QUEST_LV_0200_20150317_002576	$Defeated the monsters as Logen requested. Return to Logen.
QUEST_LV_0200_20150317_002577	$Talk to Priest Dazine
QUEST_LV_0200_20150317_002578	$Go to Priest Dazine in the Spring Light Woods.
QUEST_LV_0200_20150317_002579	$Collect the Fragmented Symbol of Austeja
QUEST_LV_0200_20150317_002580	$You need the Symbol of Austeja to cure the Revelators who are addled by the evil energy. First, collect the fragmented symbols of Austeja.
QUEST_LV_0200_20150317_002581	$Retrieve the Fragmented Symbol of Austeja
QUEST_LV_0200_20150317_002582	$Restore the symbol at the Austeja Altar 
QUEST_LV_0200_20150317_002583	$Restore the fragments of the symbol at the Austeja Altar.
QUEST_LV_0200_20150317_002584	$Restored the symbol at the Austeja Altar. Give it to Priest Dazine.
QUEST_LV_0200_20150317_002585	$Talk to Priest Dazine about how to purify the addled Revelators.
QUEST_LV_0200_20150317_002586	$Purify the addled Revelators
QUEST_LV_0200_20150317_002587	$Fight the addled Revelators to subdue them, then use the Austeja's Symbol to purify them.
QUEST_LV_0200_20150317_002588	$Purified all the addled Revelators. Talk to Priest Dazine.
QUEST_LV_0200_20150317_002589	$Cured all the addled Revelators. Ask Priest Dazine what to do next. {nl}{nl}With the addled Revelators now purified, talk to Priest Dazine about the seal.
QUEST_LV_0200_20150317_002590	$Restore the Rankis Seal and the Ranka Seal
QUEST_LV_0200_20150317_002591	$The seal towers that sealed the forces of evil were all destroyed by the monsters. The Symbol of Austeja can restore a little bit of power to the Seal. {nl}{nl}The Seal Towers that sealed the forces of evil were all destroyed by the monsters. The Symbol of Austeja can restore a little bit of power to the Seal.
QUEST_LV_0200_20150317_002592	$Restore the goddess' powers to Rankis Seal Tower and Ranka Seal Tower
QUEST_LV_0200_20150317_002593	$Restored power to the first destroyed tower. Now, I have to restore power of the other destroyed tower as well.
QUEST_LV_0200_20150317_002594	$Goddess Austeja appeared and is trying to tell you something. Listen to what she is saying.
QUEST_LV_0200_20150317_002595	$Check the Spring Light Woods Altar
QUEST_LV_0200_20150317_002596	$There is a suspicious shadow in Spring Light Woods Altar. Take a close look at it.
QUEST_LV_0200_20150317_002597	$A Chafer was hiding near the altar. Defeat the Chafer.
QUEST_LV_0200_20150317_002598	$Check the destroyed seal tower
QUEST_LV_0200_20150317_002599	$Someone destroyed the tower. Check its status.
QUEST_LV_0200_20150317_002600	$Defeat Manticen
QUEST_LV_0200_20150317_002601	$It seems like this Manticen destroyed the tower. Defeat it.
QUEST_LV_0200_20150317_002602	$Talk to Merchant Dulke
QUEST_LV_0200_20150317_002603	$Seems like Merchant Dulke is troubled. {nl}Ask him what's wrong.
QUEST_LV_0200_20150317_002604	$Find Merchant Dulke's Package
QUEST_LV_0200_20150317_002605	$Merchant Dulke says that he lost his belongings while running away from the monsters. Find Dulke's belongings for him.
QUEST_LV_0200_20150317_002606	$Give the packages to Merchant Dulke
QUEST_LV_0200_20150317_002607	$Found all Merchant Dulke's packages. Give it to him,.
QUEST_LV_0200_20150317_002608	$Find %s
QUEST_LV_0200_20150317_002609	$Talk to Villager Emil
QUEST_LV_0200_20150317_002610	$Villager Emil in the Spring Light Woods wants to ask you a favor. Go to Villager Emil.
QUEST_LV_0200_20150317_002611	$Defeat the monsters around the village
QUEST_LV_0200_20150317_002612	{memo X}Emils says that it is too dangerous to go to Three Brooks Woods. Defeat the monsters so that the route will be safe.
QUEST_LV_0200_20150317_002613	$Defeated enough monsters. Go back and talk to Emil of Spring Light Woods.
QUEST_LV_0200_20150317_002614	$Talk to Pharmacist Tiana
QUEST_LV_0200_20150317_002615	$Pharmacist Tiana makes medicine using herbs from Spring Light Woods. Talk to her.
QUEST_LV_0200_20150317_002616	$Collect Spring Light Grass
QUEST_LV_0200_20150317_002617	$Pharmacist Tiana says she needs more Spring Light Grass to make her medicine. Use bee honey jelly to find and collect the elusive Spring Light Grass.
QUEST_LV_0200_20150317_002618	$Give the Spring Light Grass to Pharmacist Tiana
QUEST_LV_0200_20150317_002619	$Gathered enough Spring Light Grass. Give it to Tiana.
QUEST_LV_0200_20150317_002620	$Talk to Equipment Merchant in Fedimian
