SKILL_20150317_000001	공격
SKILL_20150317_001271	공격력 #{SkillAtkAdd}#{nl}#{CaptionRatio}#회 사격
SKILL_20150317_001272	풀드로우
SKILL_20150317_001273	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}활 시위를 쭉 당겨 적을 관통하는 화살을 발사합니다. 대상은 꿰임 상태에 빠집니다.
SKILL_20150317_001274	{memo X}공격력 #{SkillAtkAdd}#{nl}{#339999}{ol}[꿰임]{/}{/} 지속시간 #{CaptionTime}#초
SKILL_20150317_001275	닐링샷
SKILL_20150317_001276	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}무릎으로 앉은채 공격합니다. 공격력과 사거리가 증가합니다.
SKILL_20150317_001277	{memo X}물리 공격력 #{CaptionRatio}# 증가{nl}사정거리 #{CaptionRatio2}#증가
SKILL_20150317_001278	스위프트스텝
SKILL_20150317_001279	{memo X}무빙샷의 이동속도가 증가합니다.
SKILL_20150317_001280	무빙샷 이동속도 #{SkillFactor}#% 증가{nl}방어력 #{CaptionRatio}#감소{nl}#{CaptionTime}#초 지속
SKILL_20150317_001281	오블리크 샷
SKILL_20150317_001282	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}공격시 근처 한명의 적에게 화살이 튕겨져 나갑니다.
SKILL_20150317_001283	{memo X}공격력 #{SkillAtkAdd}#{nl}튕긴 화살 대미지 #{CaptionRatio}#%로 적용
SKILL_20150317_001284	배라지
SKILL_20150317_001285	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}지면을 향해 부채꼴 모양으로 5개의 화살을 발사합니다.
SKILL_20150317_001286	하이앵커링
SKILL_20150317_001287	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}활 시위를 강하게 당겨 직선상의 적을 관통하는 화살을 발사합니다.
SKILL_20150317_001288	크리티컬 샷
SKILL_20150317_001289	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상에게 치명타 확률이 높게 적용되는 화살을 발사합니다.
SKILL_20150317_001290	공격력 #{SkillAtkAdd}#{nl}추가 치명타 확률 50%
SKILL_20150317_001291	스테디에임
SKILL_20150317_001292	{memo X}자신의 공격스킬 위력이 증가하지만, 공격속도가 감소합니다.
SKILL_20150317_001293	추가대미지 +#{CaptionRatio}#{nl}공격속도 #{CaptionRatio2}#%감소{nl}지속시간 40초
SKILL_20150317_001294	타임봄 애로우
SKILL_20150317_001295	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}화살에 폭탄을 매달아 발사합니다.
SKILL_20150317_001296	{memo X}공격력 #{SkillAtkAdd}#{nl}폭탄 지속시간 5초
SKILL_20150317_001297	바운스샷
SKILL_20150317_001298	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}공격 당한 대상이 죽으면 주변으로 튕겨 나가는 화살을 발사합니다.
SKILL_20150317_001299	화살비
SKILL_20150317_001300	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}백점프하여 전방에 여러발의 화살을 발사합니다.
SKILL_20150317_001301	{memo X}공격력 #{SkillAtkAdd}#{nl}공격 횟수 5회
SKILL_20150317_001302	스파이럴 애로우
SKILL_20150317_001303	{memo X}다음 기본공격 1회에 한하여 연타로 적을 공격합니다.
SKILL_20150317_001304	{memo X}연타 #{CaptionRatio}#회 적용{nl}지속시간 10초
SKILL_20150317_001305	파비스 설치
SKILL_20150317_001306	{memo X}지면에 파비스를 설치해 원거리 투사체를 방어합니다.
SKILL_20150317_001307	{memo X}원거리 투사체 #{SkillFactor}#회 방어{nl}파비스 지속시간 #{CaptionTime}#초
SKILL_20150317_001308	캘트롭 뿌리기
SKILL_20150317_001309	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}지면에 캘트롭을 던져 밟은 대상에게 피해를 주고 이동속도를 감소시킵니다.
SKILL_20150317_001310	{memo X}공격력 #{SkillAtkAdd}#{nl}#{CaptionRatio2}#개 투척{nl}캘트롭 지속시간 20초{nl}{#339999}{ol}[슬로우]{/}{/} 지속시간 10초
SKILL_20150317_001311	돌멩이 줍기
SKILL_20150317_001312	{memo X}필드에서 돌 탄환이 될 만한 것을 줍습니다. 마을에서는 획득이 불가능합니다.
SKILL_20150317_001313	돌 탄환 #{SkillFactor}#개 까지 획득
SKILL_20150317_001314	스톤샷
SKILL_20150317_001315	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}돌 탄환을 발사하여 대상을 밀쳐냅니다. 대상은 일정 확률로 스턴 상태에 빠집니다.
SKILL_20150317_001316	{memo X}공격력 #{SkillAtkAdd}#{nl}{#339999}{ol}[스턴]{/}{/} 지속시간 #{CaptionRatio2}#초{nl}돌 탄환 1개 소비
SKILL_20150317_001317	래피드파이어
SKILL_20150317_001318	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}여러개의 화살을 석궁에 장전한 뒤, 대상에게 발사합니다.
SKILL_20150317_001319	{memo X}공격력 #{SkillAtkAdd}#{nl}최대 장전 시간 #{CaptionTime}#초
SKILL_20150317_001320	브룸트랩
SKILL_20150317_001321	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}주변 대상에게 피해를 주는 트랩을 설치합니다.
SKILL_20150317_001322	공격력 #{SkillAtkAdd}#{nl}15초간 지속
SKILL_20150317_001323	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}전방에 산탄을 발사하여 피해를 입히는 트랩을 설치합니다.
SKILL_20150317_001324	{memo X}공격력 #{SkillAtkAdd}#{nl}스플래시 #{CaptionRatio}#
SKILL_20150317_001325	푼지스테이크
SKILL_20150317_001326	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}밟은 대상을 뒤로 멀리 날려보내는 함정을 설치합니다.
SKILL_20150317_001327	{memo X}공격력 #{SkillAtkAdd}#{nl}캐스팅 시간 3초
SKILL_20150317_001328	데토네이트 트랩
SKILL_20150317_001329	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}마법진과 설치물을 폭파시켜 적들에게 피해를 입힙니다.
SKILL_20150317_001330	{memo X}공격력 #{SkillAtkAdd}#{nl}폭파 갯수 #{CaptionRatio}#개
SKILL_20150317_001331	코싱
SKILL_20150317_001332	{memo X}컴패니언이 대상을 물고 늘어집니다. 물린 대상에게 치명타 확률 보너스가 적용 됩니다.
SKILL_20150317_001333	{memo X}추가 치명타 확률 30%{nl}지속시간 #{CaptionTime}#초
SKILL_20150317_001334	리트리브
SKILL_20150317_001335	컴패니언이 대상을 물고 주인쪽으로 끌고 옵니다.
SKILL_20150317_001336	{memo X}HP #{CaptionRatio}#% 이하인 적을 물고 옴{nl}지속시간 4초
SKILL_20150317_001337	스내칭
SKILL_20150317_001338	컴패니언이 공중형 몬스터를 물어 땅으로 떨어뜨립니다.
SKILL_20150317_001339	프레이즈
SKILL_20150317_001340	{memo X}컴패니언의 이동속도와 공격속도를 일시적으로 올립니다.
SKILL_20150317_001341	{memo X}컴패니언의 이동속도 #{CaptionRatio}#% 증가{nl}지속시간 60초
SKILL_20150317_001342	포인팅
SKILL_20150317_001343	{memo X}컴패니언이 대상 주위를 서성이며 표적으로 삼습니다. 대상은 회피가 감소합니다.
SKILL_20150317_001344	{memo X}회피 감소 #{CaptionRatio}#{nl}지속시간 10초
SKILL_20150317_001345	하운딩
SKILL_20150317_001346	컴패니언이 주위의 숨어있는 대상을 찾아냅니다.
SKILL_20150317_001347	해독
SKILL_20150317_001348	{memo X}대상의 중독 상태를 해제합니다. 해독보다 높은 레벨의 독은 해제하지 못하고 지속시간이 감소합니다.
SKILL_20150317_001349	지속시간 감소 #{CaptionRatio}#초{nl}포이즌 팟 독 #{SpendPoison}# 소비
SKILL_20150317_001350	취시
SKILL_20150317_001351	{memo X}{#DD5500}{ol}[물리] - [독] - [찌르기]{/}{/}{nl}긴 시간 동안 지속적인 피해를 주는 독화살을 발사합니다.
SKILL_20150317_001352	{memo X}공격력 #{SkillAtkAdd}#{nl}{#339999}{ol}[독]{/}{/} 지속시간 30초{nl}포이즌 팟 독 #{SpendPoison}# 소비
SKILL_20150317_001353	고혹
SKILL_20150317_001354	독에 걸린 적을 혼란 상태에 빠지게 합니다.
SKILL_20150317_001355	{#339999}{ol}[혼란]{/}{/} 지속시간 10초{nl}포이즌 팟 독 #{SpendPoison}# 소비
SKILL_20150317_001356	오공고
SKILL_20150317_001357	{memo X}{#DD5500}{ol}[물리] - [독] - [찌르기]{/}{/}{nl}전염성이 강한 독화살을 발사합니다. 중독 대상은 마법공격을 받을 때마다 주변으로 독을 전파합니다.
SKILL_20150317_001358	{memo X}공격력 #{SkillAtkAdd}#{nl}{#339999}{ol}[독]{/}{/} 지속시간 10초{nl}포이즌 팟 독 #{SpendPoison}# 소비
SKILL_20150317_001359	독항아리
SKILL_20150317_001360	{memo X}{#DD5500}{ol}[물리] - [독] - [찌르기]{/}{/}{nl}독이 든 항아리를 던져 독 웅덩이를 만듭니다.
SKILL_20150317_001361	{memo X}공격력 #{SkillAtkAdd}#{nl}지속시간 10초{nl}포이즌 팟 독 #{SpendPoison}# 소비
SKILL_20150317_001362	금잠고
SKILL_20150317_001363	{memo X}{#DD5500}{ol}[물리] - [독] - [찌르기]{/}{/}{nl}금잠 벌레가 담긴 화살을 발사하여 대상에게 피해를 줍니다.
SKILL_20150317_001364	{memo X}공격력 #{SkillAtkAdd}#{nl}포이즌 팟 독 #{SpendPoison}# 소비
SKILL_20150317_001365	카모플라주
SKILL_20150317_001366	{memo X}사과통에 자신의 몸을 숨겨 적의 주의를 끌지 않도록 합니다. 물리 공격도 몇 차례 방어합니다.
SKILL_20150317_001367	방어 횟수 #{CaptionRatio}#회{nl}이동속도 #{CaptionRatio}# 감소
SKILL_20150317_001368	플루플루
SKILL_20150317_001369	{memo X}소리가 나는 화살을 대상에게 발사합니다. 대상 주변에도 영향을 줍니다.
SKILL_20150317_001370	{memo X}공격력 #{SkillAtkAdd}#{nl}공격당한 대상 {#339999}{ol}[공포]{/}{/}+{#339999}{ol}[혼란]{/}{/}{nl}주변 최대 #{CaptionRatio}#명에게 {#339999}{ol}[공포]{/}{/}{nl}지속시간 #{CaptionTime}#
SKILL_20150317_001371	플레어 샷
SKILL_20150317_001372	{memo X}지면에 섬광 화살을 발사합니다. 섬광이 터진 곳은 불꽃이 튀면서 주변에 있는 대상에게 피해를 줍니다.
SKILL_20150317_001373	{memo X}공격력 #{SkillAtkAdd}#{nl}지속시간 10초
SKILL_20150317_001374	클로킹
SKILL_20150317_001375	{memo X}은신 상태가 됩니다.
SKILL_20150317_001376	지속시간 #{CaptionTime}# 초
SKILL_20150317_001377	원근왜곡
SKILL_20150317_001378	{memo X}자신이 위치한 지역을 왜곡하여, 해당 지역 멀리서도 근접공격이 적중하도록 합니다.
SKILL_20150317_001379	{memo X}최대 지속시간 10초{nl}1초당 SP 소모량 #{CaptionRatio}#
SKILL_20150317_001380	스캔
SKILL_20150317_001381	{memo X}전방 범위내에 숨어있는 대상을 보여줍니다.
SKILL_20150317_001382	지속시간 10초
SKILL_20150317_001383	차렷
SKILL_20150317_001384	현재 모든 스킬의 재사용 대기시간을 단축시킵니다.
SKILL_20150317_001385	쿨타임 #{CaptionRatio}#초 감소{nl}소비 SP #{SpendSP}#
SKILL_20150317_001386	스닉 힛
SKILL_20150317_001387	페인트
SKILL_20150317_001388	브랜디쉬 보우
SKILL_20150317_001389	{memo X}활빵...
SKILL_20150317_001390	{memo X}{#CC3300}{ol}[찌르기]{/}{/} 속성{nl}공격력 #{SkillFactor}#%+#{SkillAtkAdd}#{nl}가죽 방어 대상에게 +20% 피해{nl}판금 방어 대상에게 -20% 피해{nl}1초마다 +#{CaptionRatio}# 출혈 피해{nl}출혈 6초 지속{nl}소비 SP #{SpendSP}#
SKILL_20150317_001391	버로우
SKILL_20150317_001392	브로드헤드
SKILL_20150317_001393	{memo X}출혈 효과를 일으키는 화살을 발사합니다.
SKILL_20150317_001394	보드킨 포인트
SKILL_20150317_001395	{memo X}적의 방어력을 떨어트리고 쉴드를 제거하는 화살을 발사합니다.
SKILL_20150317_001396	{memo X}{#CC3300}{ol}[찌르기]{/}{/} 속성{nl}공격력 #{SkillFactor}#%+#{SkillAtkAdd}#{nl}스플래시 #{SkillSR}#{nl}쉴드 제거 확률 #{CaptionRatio}#%{nl}70% 확률로 방어력 30% 감소{nl}소비 SP #{SpendSP}#
SKILL_20150317_001397	바브드애로
SKILL_20150317_001398	{memo X}미늘촉을 발사합니다. 방어타입의 따라 연타수가 달리 적용됩니다.
SKILL_20150317_001399	{memo X}공격 비율 #{SkillFactor}#
SKILL_20150317_001400	크로스파이어
SKILL_20150317_001401	{memo X}몬스터를 죽였을 때, 십자로 폭발하는 화살을 발사합니다.
SKILL_20150317_001402	{memo X}{#CC3300}{ol}[찌르기]{/}{/} 속성{nl}공격력 #{SkillFactor}#%+#{SkillAtkAdd}#{nl}스플래시 #{SkillSR}#{nl}소비 SP #{SpendSP}#
SKILL_20150317_001403	피리 연주
SKILL_20150317_001404	감정
SKILL_20150317_001405	{memo X}뒤로 몸을 회전하면서 뛰어 현재 지역에서 이탈합니다. 적의 공격을 성공적으로 회피하면 다음 공격 기술이 치명타로 적중할 확률이 대폭 증가합니다.
SKILL_20150317_001406	다리쏘기
SKILL_20150317_001407	{memo X}대상의 다리를 맞춰 이속을 저하시킵니다.
SKILL_20150317_001408	{memo X}Lv.1 공격 비율 #{SkillFactor}#Lv.2 공격 비율 #{SkillFactor}#Lv.3 공격 비율 #{SkillFactor}#
SKILL_20150317_001409	{memo X}적을 움직이지 못하게 합니다. 풀려난 적은 일정시간동안 이동속도가 느려집니다.
SKILL_20150317_001410	{memo X}전방의 적에게 피해를 주는 포탑을 설치합니다.
SKILL_20150317_001411	{memo X}자신을 공격하게 만드는 허수아비를 설치합니다.
SKILL_20150317_001412	{memo X}적의 눈을 일시적으로 멀게 만듭니다. 공격당한 적은 스킬을 사용할 수 없습니다.
SKILL_20150317_001413	{memo X}실명 확률 #{CaptionRatio}#%{nl}소비 SP #{SpendSP}#
SKILL_20150317_001414	세이버 쓰러스트
SKILL_20150317_001415	세이버 배쉬
SKILL_20150317_001416	카발리 챠지
SKILL_20150317_001417	군마충돌
SKILL_20150317_001418	공포탄
SKILL_20150317_001419	집중포화
SKILL_20150317_001420	폼멜찍기
SKILL_20150317_001421	약화
SKILL_20150317_001422	카라콜
SKILL_20150317_001423	리마콘
SKILL_20150317_001424	{memo X}{#DD5500}{ol}[찌르기]{/}{/}{nl}대형 석궁을 설치합니다.
SKILL_20150317_001425	{memo X}공격력 {#DD4400}{ol}[물리 피해]{/}{/}+#{SkillAtkAdd}#{nl}지속시간 60초{nl}소비 SP #{SpendSP}#
SKILL_20150317_001426	{memo X}{#993399}{ol}[마법] - [신성]{/}{/}{nl}HP를 회복 하거나 지상형 적에게 피해를 주는 마법진을 생성합니다.
SKILL_20150317_001427	{memo X}공격력 #{SkillAtkAdd}#{nl}HP 회복량 #{CaptionRatio}# ~ #{CaptionRatio2}#{nl}마법진 지속시간 40초
SKILL_20150317_001428	큐어
SKILL_20150317_001429	{memo X}{#993399}{ol}[마법] - [신성]{/}{/}{nl}아군의 상태이상을 해제하거나 지상형 적에게 피해를 주는 마법진을 생성합니다.
SKILL_20150317_001430	{memo X}공격력 #{SkillAtkAdd}#{nl}공격 횟수 #{CaptionRatio}#회{nl}마법진 지속시간 #{CaptionTime}#초
SKILL_20150317_001431	세이프티 존
SKILL_20150317_001432	공격을 막아주는 마법진을 생성합니다.
SKILL_20150317_001433	방어 #{SkillFactor}#회{nl}마법진 지속시간 20초
SKILL_20150317_001434	디프로텍티드 존
SKILL_20150317_001435	{memo X}대상의 방어력을 지속적으로 감소시키는 마법진을 생성합니다.
SKILL_20150317_001436	방어력 #{CaptionRatio}# 감소{nl}중첩 당 #{CaptionRatio2}#씩 감소{nl}마법진 지속시간 #{CaptionTime}#초
SKILL_20150317_001437	디바인 마이트
SKILL_20150317_001438	{memo X}대상이 보유한 스킬 레벨을 증가시켜주는 마법진을 생성합니다. 스킬을 사용하는 즉시 효과는 사라지며, 효과를 중첩으로 받을 수 없습니다.
SKILL_20150317_001439	스킬 레벨 #{SkillFactor}# 증가{nl}지속시간 10초{nl}마법진 지속시간 20초
SKILL_20150317_001440	{memo X}횃불을 소환하여 주변에 있는 대상의 HP 회복능력을 증가시킵니다.
SKILL_20150317_001441	{memo X}HP 회복능력 증가{nl}횃불 지속시간 #{CaptionTime}#초
SKILL_20150317_001442	잘챠이
SKILL_20150317_001443	{memo X}대상의 치명타 능력을 바꿔주는 마법진을 생성합니다.
SKILL_20150317_001444	아군 치명타 공격력 #{CaptionRatio}# 증가{nl}적 치명타 저항 #{CaptionRatio2}# 감소
SKILL_20150317_001445	다이노
SKILL_20150317_001446	{memo X}파티원에게 이로운 효과를 받을 수 있는 갯수를 증가시킵니다
SKILL_20150317_001447	{memo X}최대 갯수 #{SkillFactor}# 증가{nl}지속시간 200초
SKILL_20150317_001448	{memo X}{#993399}{ol}[마법] - [불]{/}{/}{nl}벼락을 떨어뜨리는 마법진을 생성합니다.
SKILL_20150317_001449	{memo X}공격력 #{SkillAtkAdd}#{nl}공격 횟수 #{CaptionRatio}#회{nl}마법진 지속시간 30초
SKILL_20150317_001450	디바인 스티그마
SKILL_20150317_001451	{memo X}몬스터에게 낙인을 새깁니다. 낙인이 새겨진 적을 처치한 대상은 힘과 지능이 증가합니다.
SKILL_20150317_001452	힘, 지능 #{CaptionRatio}# 증가{nl}효과 지속시간 30초{nl}낙인 지속시간 #{CaptionRatio2}#초
SKILL_20150317_001453	멜스티스
SKILL_20150317_001454	{memo X}파티원의 버프시간을 유지시켜주는 마법진을 생성합니다.
SKILL_20150317_001455	{memo X}최대 지속시간 20초{nl}1초 당 SP #{CaptionRatio}#%소비
SKILL_20150317_001456	아스퍼션
SKILL_20150317_001457	{memo X}{#993399}{ol}[마법] - [신성]{/}{/}{nl}성수를 뿌려 대상의 방어력을 증가 시키고, 적에게는 피해를 줍니다.
SKILL_20150317_001458	{memo X}공격력 #{SkillAtkAdd}#{nl}방어력 #{CaptionRatio}# 증가{nl}적용 대상 10{nl}지속시간 #{CaptionRatio2}#초{nl}성수 1개 소모
SKILL_20150317_001459	몬스트런스
SKILL_20150317_001460	{memo X}아군은 민첩이 증가하고, 적은 회피와 물리 방어력이 감소하는 마법진을 임의의 위치에 생성합니다.
SKILL_20150317_001461	{memo X}마법진 #{SkillFactor}#개 생성{nl}아군 민첩 스탯 증가{nl}적 회피, 방어력 #{CaptionRatio}#감소{nl}마법진 지속시간 20초
SKILL_20150317_001462	블레싱
SKILL_20150317_001463	{memo X}파티원의 공격스킬 위력을 증가시킵니다.
SKILL_20150317_001464	{memo X}추가 대미지 +#{CaptionRatio}#{nl}공격 횟수 #{CaptionRatio2}#회{nl}지속시간 30초{nl}홀리 파우더 1개 소모
SKILL_20150317_001465	리저렉션
SKILL_20150317_001466	{memo X}전투불능 상태에 빠져있는 대상을 회복시켜 줍니다.
SKILL_20150317_001467	공격력 #{SkillAtkAdd}#{nl}캐스팅 시간 #{CaptionTime}#초{nl}전투불능 회복 후 HP #{CaptionRatio}#% 회복
SKILL_20150317_001468	사크라멘트
SKILL_20150317_001469	{memo X}파티원에게 신성 속성 공격력을 부여합니다. 기본 공격시 추가대미지가 적용됩니다.
SKILL_20150317_001470	{memo X}신성 속성 공격력 #{CaptionRatio}# 증가{nl}추가대미지 +#{CaptionRatio2}#{nl}지속시간 #{CaptionTime}#초{nl}기슬로티스 1개 소모
SKILL_20150317_001471	수호
SKILL_20150317_001472	도돌라
SKILL_20150317_001473	헥싱
SKILL_20150317_001474	{memo X}적에게 저주를 걸어 마법 방어력을 감소시킵니다.
SKILL_20150317_001475	마법 방어력 #{CaptionRatio}# 감소{nl}헥싱 지속시간 #{CaptionTime}#초
SKILL_20150317_001476	에피지
SKILL_20150317_001477	{memo X}{#993399}{ol}[마법] - [어둠]{/}{/}{nl}헥싱이 걸려있는 대상에게 피해를 줍니다. 3회째 공격은 추가대미지 보너스가 적용됩니다.
SKILL_20150317_001478	{memo X}공격력 #{SkillAtkAdd}#{nl}3회째 공격보너스 #{CaptionRatio}#배 ~ #{CaptionRatio2}#배
