QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_000936	Oh the Tree guard post was filled with soul of the Demon. {nl} It still needs some final touches to complete but I'll take care of it. {nl}Great job.
QUEST_LV_0100_20150317_000937	It's amazing you can use the barrier like that. {nl} Even the Paladins did not know about that. {nl}
QUEST_LV_0100_20150317_000938	I'm tired, I need to rest a moment. {nl} Will you kill the Demons around here while I catch my breath?
QUEST_LV_0100_20150317_000939	Standing against this much enemies itself is a great deal. {nl} It's all thanks to Master Paladin.
QUEST_LV_0100_20150317_000940	Even though he's still young, Kenneth is amazing. {nl}I think we can entrust him a little more.
QUEST_LV_0100_20150317_000941	
QUEST_LV_0100_20150317_000942	
QUEST_LV_0100_20150317_000943	
QUEST_LV_0100_20150317_000944	
QUEST_LV_0100_20150317_000945	
QUEST_LV_0100_20150317_000946	
QUEST_LV_0100_20150317_000947	
QUEST_LV_0100_20150317_000948	This barrier is impossible to open from the inside. {nl} Fortunately, the entrance to the basement looks safe. {nl}
QUEST_LV_0100_20150317_000949	However, it's too dangerous to in the basement with the divine sphere. {nl} I'll wait here so you go to the 1st floor through the basement and open the barrier. {nl}
QUEST_LV_0100_20150317_000950	
QUEST_LV_0100_20150317_000951	
QUEST_LV_0100_20150317_000952	
QUEST_LV_0100_20150317_000953	Get rid of the Demons around the tree guard barrier. {nl} The souls of the Demons will be able to fill the divine powers a little. Thanks!
QUEST_LV_0100_20150317_000954	
QUEST_LV_0100_20150317_000955	
QUEST_LV_0100_20150317_000956	
QUEST_LV_0100_20150317_000957	
QUEST_LV_0100_20150317_000958	
QUEST_LV_0100_20150317_000959	
QUEST_LV_0100_20150317_000960	Please put the pieces to the Ruklys memorial in front of preparing me rubbings. {Nl} because had been working with us and listening together, you'll be able to simplify. {Nl}
QUEST_LV_0100_20150317_000961	
QUEST_LV_0100_20150317_000962	
QUEST_LV_0100_20150317_000963	The capital may already be in ruins, but I will protect Klaipeda.
QUEST_LV_0100_20150317_000964	Using all your power to crush any enemy that would threaten the Kingdom. {nl} That's how Highlanders fight in battle. {nl}
QUEST_LV_0100_20150317_000965	Good work, guys. {nl} Actually, I was also an adventure but the results seem to be fine. {nl} You just need to tell it like that to sir Kayetos in Flower hill.
QUEST_LV_0100_20150317_000966	Seems like even Auka altar lost its powers. {nl} There were stories about its powers wiping out dozens of Demons in the past.
QUEST_LV_0100_20150317_000967	It's hard to watch the Egnomes running around the Atgaila chapel.{nl} Please clean up the Egnomes.
QUEST_LV_0100_20150317_000968	Many Treasures of the Paladin which should not go into the hands of the Demons are also here. {nl} You should not fall into it.
QUEST_LV_0100_20150317_000969	
QUEST_LV_0100_20150317_000970	
QUEST_LV_0100_20150317_000971	
QUEST_LV_0100_20150317_000972	
QUEST_LV_0100_20150317_000973	
QUEST_LV_0100_20150317_000974	
QUEST_LV_0100_20150317_000975	
QUEST_LV_0100_20150317_000976	
QUEST_LV_0100_20150317_000977	
QUEST_LV_0100_20150317_000978	
QUEST_LV_0100_20150317_000979	
QUEST_LV_0100_20150317_000980	
QUEST_LV_0100_20150317_000981	
QUEST_LV_0100_20150317_000982	
QUEST_LV_0100_20150317_000983	
QUEST_LV_0100_20150317_000984	
QUEST_LV_0100_20150317_000985	
QUEST_LV_0100_20150317_000986	
QUEST_LV_0100_20150317_000987	
QUEST_LV_0100_20150317_000988	
QUEST_LV_0100_20150317_000989	
QUEST_LV_0100_20150317_000990	
QUEST_LV_0100_20150317_000991	
QUEST_LV_0100_20150317_000992	
QUEST_LV_0100_20150317_000993	
QUEST_LV_0100_20150317_000994	
QUEST_LV_0100_20150317_000995	
QUEST_LV_0100_20150317_000996	
QUEST_LV_0100_20150317_000997	
QUEST_LV_0100_20150317_000998	
QUEST_LV_0100_20150317_000999	
QUEST_LV_0100_20150317_001000	
QUEST_LV_0100_20150317_001001	
QUEST_LV_0100_20150317_001002	
QUEST_LV_0100_20150317_001003	
QUEST_LV_0100_20150317_001004	
QUEST_LV_0100_20150317_001005	
QUEST_LV_0100_20150317_001006	
QUEST_LV_0100_20150317_001007	
QUEST_LV_0100_20150317_001008	
QUEST_LV_0100_20150317_001009	
QUEST_LV_0100_20150317_001010	
QUEST_LV_0100_20150317_001011	
QUEST_LV_0100_20150317_001012	
QUEST_LV_0100_20150317_001013	
QUEST_LV_0100_20150317_001014	
QUEST_LV_0100_20150317_001015	
QUEST_LV_0100_20150317_001016	Agailla Flurry's is not found is successor, I heard and was borne away instead. To refer it 's in order to ensure that a {nl} something important .. it Mu~onjin not I well known.
QUEST_LV_0100_20150317_001017	The Divine Day can strike anytime again whether it is in your hometown or my kingdom. {nl} The culprit of the plague would be something worthy of my sword.
QUEST_LV_0100_20150317_001018	Owyn
QUEST_LV_0100_20150317_001019	
QUEST_LV_0100_20150317_001020	
QUEST_LV_0100_20150317_001021	
QUEST_LV_0100_20150317_001022	
QUEST_LV_0100_20150317_001023	
QUEST_LV_0100_20150317_001024	
QUEST_LV_0100_20150317_001025	
QUEST_LV_0100_20150317_001026	
QUEST_LV_0100_20150317_001027	
QUEST_LV_0100_20150317_001028	
QUEST_LV_0100_20150317_001029	
QUEST_LV_0100_20150317_001030	
QUEST_LV_0100_20150317_001031	
QUEST_LV_0100_20150317_001032	
QUEST_LV_0100_20150317_001033	
QUEST_LV_0100_20150317_001034	
QUEST_LV_0100_20150317_001035	
QUEST_LV_0100_20150317_001036	
QUEST_LV_0100_20150317_001037	
QUEST_LV_0100_20150317_001038	
QUEST_LV_0100_20150317_001039	
QUEST_LV_0100_20150317_001040	
QUEST_LV_0100_20150317_001041	
QUEST_LV_0100_20150317_001042	
QUEST_LV_0100_20150317_001043	
QUEST_LV_0100_20150317_001044	
QUEST_LV_0100_20150317_001045	
QUEST_LV_0100_20150317_001046	
QUEST_LV_0100_20150317_001047	
QUEST_LV_0100_20150317_001048	
QUEST_LV_0100_20150317_001049	
QUEST_LV_0100_20150317_001050	
QUEST_LV_0100_20150317_001051	
QUEST_LV_0100_20150317_001052	
QUEST_LV_0100_20150317_001053	
QUEST_LV_0100_20150317_001054	
QUEST_LV_0100_20150317_001055	
QUEST_LV_0100_20150317_001056	
QUEST_LV_0100_20150317_001057	
QUEST_LV_0100_20150317_001058	
QUEST_LV_0100_20150317_001059	
QUEST_LV_0100_20150317_001060	
QUEST_LV_0100_20150317_001061	
QUEST_LV_0100_20150317_001062	
QUEST_LV_0100_20150317_001063	
QUEST_LV_0100_20150317_001064	
QUEST_LV_0100_20150317_001065	
QUEST_LV_0100_20150317_001066	
QUEST_LV_0100_20150317_001067	
QUEST_LV_0100_20150317_001068	
QUEST_LV_0100_20150317_001069	
QUEST_LV_0100_20150317_001070	
QUEST_LV_0100_20150317_001071	
QUEST_LV_0100_20150317_001072	
QUEST_LV_0100_20150317_001073	
QUEST_LV_0100_20150317_001074	
QUEST_LV_0100_20150317_001075	
QUEST_LV_0100_20150317_001076	
QUEST_LV_0100_20150317_001077	
QUEST_LV_0100_20150317_001078	
QUEST_LV_0100_20150317_001079	
QUEST_LV_0100_20150317_001080	
QUEST_LV_0100_20150317_001081	
QUEST_LV_0100_20150317_001082	
QUEST_LV_0100_20150317_001083	
QUEST_LV_0100_20150317_001084	
QUEST_LV_0100_20150317_001085	
QUEST_LV_0100_20150317_001086	
QUEST_LV_0100_20150317_001087	
QUEST_LV_0100_20150317_001088	
QUEST_LV_0100_20150317_001089	
QUEST_LV_0100_20150317_001090	
QUEST_LV_0100_20150317_001091	
QUEST_LV_0100_20150317_001092	
QUEST_LV_0100_20150317_001093	
QUEST_LV_0100_20150317_001094	
QUEST_LV_0100_20150317_001095	
QUEST_LV_0100_20150317_001096	
QUEST_LV_0100_20150317_001097	
QUEST_LV_0100_20150317_001098	
QUEST_LV_0100_20150317_001099	
QUEST_LV_0100_20150317_001100	
QUEST_LV_0100_20150317_001101	
QUEST_LV_0100_20150317_001102	
QUEST_LV_0100_20150317_001103	Look at this busted cable car.{nl} The damage is pretty serious. {nl}
QUEST_LV_0100_20150317_001104	It's obviously the work of Grummer and Zignuts from the Cholras road. {nl}Give them a taste of your skills while I fix this. 
QUEST_LV_0100_20150317_001105	This would not have happened if the old people lent their ears on what the young men say. {nl} But what's done is already done. What can we do about it?
QUEST_LV_0100_20150317_001106	Good work. {nl} It's the parts the pantos stole before. {nl} I didn't know I'd be seeing it again like this.
QUEST_LV_0100_20150317_001107	Guard Molly
QUEST_LV_0100_20150317_001108	The Pantos were not always such violent monsters. {nl}There must be a way to change them back. {nl}
QUEST_LV_0100_20150317_001109	I want you to give young pantos the highland beets in Nyosalrus Street.{nl}then they would come to me to remind something? 
QUEST_LV_0100_20150317_001110	It a bitter thing indeed. {nl} No matter how troubled the world is, they weren't like that before.
QUEST_LV_0100_20150317_001111	That's right. Thank you very much! {nl} Have you seen a broken cable car there? I used to ride that when I was a kid. 
QUEST_LV_0100_20150317_001112	Thank you! {nl} You've saved me and my friends from spending more than half of our lives just protecting the cable car. {nl}
QUEST_LV_0100_20150317_001113	Since I'm the only one who can fix the cable car, I'll consider it clear. {nl} Oh, of course, thanks for your help.
QUEST_LV_0100_20150317_001114	Please bring me the Mally seeds in the way to Labure roads. {nl} They would be a good source of magic for the shaman doll. {nl} {nl}
QUEST_LV_0100_20150317_001115	So exciting. {nl} Some straws, seeds, and a bit of rope and those kinds of things can go around alive.
QUEST_LV_0100_20150317_001116	Guard Mory
QUEST_LV_0100_20150317_001117	The Simorph popping out is a bit frightening. {nl} So the pantos can fall this bad.
QUEST_LV_0100_20150317_001118	Won't you help me purify Labure road? {nl} The shaman doll finds the evil force but we have to purify it ourselves.
QUEST_LV_0100_20150317_001119	Contamination is everywhere, but I think Labure Road is the worst. {nl} Maybe it's spreading through the roots?
QUEST_LV_0100_20150317_001120	Look at these gentle pantos. {nl} It's insane that we have to make the pantos our enemies when the evils are charging in.
QUEST_LV_0100_20150317_001121	We need the rope for ceremony to make the shaman doll. {nl} It's on the waist of the Panto Shaman in the Cottage. {nl} Bring it to me.
QUEST_LV_0100_20150317_001122	If you persuade the Capria, the Pantos will be tamed. {nl}Capri is the leader of pantos. {nl}
QUEST_LV_0100_20150317_001123	Let's follow the baby pantos. {nl}It will definitely lead the way to Capri.
QUEST_LV_0100_20150317_001124	I hope the Capria would understand us. {nl} We should do whatever we can.
QUEST_LV_0100_20150317_001125	Got angry right away when seeing the baby Pantos? {nl} Would it really not work.
QUEST_LV_0100_20150317_001126	I worked so hard to fix it but I'm worried for the Poatas. {nl} Monsters of that size can destroy the cable car.
QUEST_LV_0100_20150317_001127	Our guards love to fight {Nl}Pantos were not this reckless before. {nl}I wonder if we should be like this when the Demons waiting to march in.
QUEST_LV_0100_20150317_001128	The Poatas also destroyed the cable car in Nepavy. {nl}But it's not like we can guard it all the time. {nl}
QUEST_LV_0100_20150317_001129	Even if we stay on guards, a fight with the Poatas? {nl} That's not easy.
QUEST_LV_0100_20150317_001130	
QUEST_LV_0100_20150317_001131	
QUEST_LV_0100_20150317_001132	
QUEST_LV_0100_20150317_001133	This place has a very sacred meaning for us. {nl} And we have called ourselves the watchmen for protecting this place. {nl}
QUEST_LV_0100_20150317_001134	It has been protected since the day the promised by the first Paladin. {nl} And now that the Demons have invaded, it is time to keep that promise.
QUEST_LV_0100_20150317_001135	Pantos changed and became wild after the Divine Day four years ago. {nl} Before that, we didn't really mind each other and even joked around together. {nl}
QUEST_LV_0100_20150317_001136	I really wonder what has happened to the sacred land? 
QUEST_LV_0100_20150317_001137	The Caprias were the first to change after the incident four years ago. {nl} And then the Pantos.. now it's only the babies left.
QUEST_LV_0100_20150317_001138	
QUEST_LV_0100_20150317_001139	Thank you for helping out like your own work. {nl} My workload has reduced a lot.
QUEST_LV_0100_20150317_001140	
QUEST_LV_0100_20150317_001141	We used to be on good terms with the Pantos. {nl} These days, we're constantly at each other's throats.
QUEST_LV_0100_20150317_001142	
QUEST_LV_0100_20150317_001143	Thank you. {nl} We might be able to go get more when more young men come.
QUEST_LV_0100_20150317_001144	I can't stand seeing the Panto totems pressed with evil forces. {nl} I'm going to break it through the shaman doll. Want to give it a try?
QUEST_LV_0100_20150317_001145	We can't do anything until Basil restores the shaman doll perfectly. {nl} Unless for special situations like this, we can use, uhm, nothing. 
QUEST_LV_0100_20150317_001146	If would have been a disaster if the Carnivore had legs. {nl} I'm glad it was killed beforehand.
QUEST_LV_0100_20150317_001147	I heard we promised the first Paladin three things in return for saving our family. {nl}
QUEST_LV_0100_20150317_001148	To help build the Tenet Cathedral, {nl} protecting the divine relics by having watchmen guard the sacred land, {nl} and lastly, to protect each other together when great danger is foreseen. {nl}
QUEST_LV_0100_20150317_001149	I do not know what curse it was. {nl} There's got to be a record in the Tenet Cathedral.
QUEST_LV_0100_20150317_001150	Our Shaman dolls and Bokor's Shaman dolls have different meanings. {nl}
QUEST_LV_0100_20150317_001151	It does not curse like the Bokor's. {nl} It moves by itself to attack, or something like that. 
QUEST_LV_0100_20150317_001152	The Demons could have used their hand to make it easier for them to attack. {nl} Or maybe they were eyeing on the divine heal. {nl}
QUEST_LV_0100_20150317_001153	Since the diving heal was hidden deep below the ground. {nl} Who could have known that the reason for the world's overturn was because of the plants?
QUEST_LV_0100_20150317_001154	You may use a bit of force if words won't do. {nl}We can't grow any further from each other anymore.
QUEST_LV_0100_20150317_001155	You can summon the shaman doll with this summon scroll. {nl}
QUEST_LV_0100_20150317_001156	If possible, get rid of the Carnivore too. {nl} It was contaminated by the Magi and I can't stand watching it anymore.
QUEST_LV_0100_20150317_001157	Make a mess in the nest of Poatas in Margas Hill and it will appear. {nl}
QUEST_LV_0100_20150317_001158	
QUEST_LV_0100_20150317_001159	Rexipher? {Nl} Although it is the first time I hear the name. {Nl}
QUEST_LV_0100_20150317_001160	
QUEST_LV_0100_20150317_001161	
QUEST_LV_0100_20150317_001162	
QUEST_LV_0100_20150317_001163	
QUEST_LV_0100_20150317_001164	
QUEST_LV_0100_20150317_001165	
QUEST_LV_0100_20150317_001166	
QUEST_LV_0100_20150317_001167	
QUEST_LV_0100_20150317_001168	
QUEST_LV_0100_20150317_001169	
QUEST_LV_0100_20150317_001170	
QUEST_LV_0100_20150317_001171	
QUEST_LV_0100_20150317_001172	
QUEST_LV_0100_20150317_001173	
QUEST_LV_0100_20150317_001174	
QUEST_LV_0100_20150317_001175	
QUEST_LV_0100_20150317_001176	
QUEST_LV_0100_20150317_001177	
QUEST_LV_0100_20150317_001178	
QUEST_LV_0100_20150317_001179	
QUEST_LV_0100_20150317_001180	
QUEST_LV_0100_20150317_001181	
QUEST_LV_0100_20150317_001182	
QUEST_LV_0100_20150317_001183	
QUEST_LV_0100_20150317_001184	
QUEST_LV_0100_20150317_001185	
QUEST_LV_0100_20150317_001186	
QUEST_LV_0100_20150317_001187	
QUEST_LV_0100_20150317_001188	
QUEST_LV_0100_20150317_001189	You're a brave guy. {nl} There are five clues in 1st Mine Lot . {nl} No need for hurry. It will take a long time.
QUEST_LV_0100_20150317_001190	Found it. {nl} Then I'll start from now.
QUEST_LV_0100_20150317_001191	I'll give you a riddle. {nl} It is something you must do, have done most, and will have to do.  {nl} Show your answer in action. 
QUEST_LV_0100_20150317_001192	Good work. {nl} You will be rewarded with proper compensation.
QUEST_LV_0100_20150317_001193	
